tx_hash,taker,taker_token,maker_token,taker_token_amount
0xc24befe7cd5a1a92bcecdf81c0fc7f38395c92bd4f458a876fac7a288723a77c,0xde1e598b81620773454588b85d6b5d4eec32573e,0xa219439258ca9da29e9cc4ce5596924745e12b93,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0.1690038936657449
