blockchain,token_address,tokenId,wallet_address,day
ethereum,0x5180db8f5c931aae63c74266b211f580155ecac8,6654,0x77aa943a365161e499eaff59e936a799e6051e15,2021-12-25T00:00:00.000+0000
ethereum,0x5180db8f5c931aae63c74266b211f580155ecac8,6654,0x838dcd41456e01129bec76aedf8ee8a3c0b8004f,2022-01-04T00:00:00.000+0000
ethereum,0x5180db8f5c931aae63c74266b211f580155ecac8,6654,0x6324c91749ca835d6897250b58d4eaf2bf42a8a1,2021-12-12T00:00:00.000+0000
ethereum,0x5180db8f5c931aae63c74266b211f580155ecac8,6654,0x9c390180a0948430faa9bedd7bdc2f09f8dc7327,2022-01-10T00:00:00.000+0000
ethereum,0x5180db8f5c931aae63c74266b211f580155ecac8,6654,0xa1707c82aa2866955991c7f2c6f431d6619b8b4c,2022-01-20T00:00:00.000+0000
