tx_hash,maker_token,taker_token,taker,taker_token_amount
0x2d2f79aaf9e94d47476fa1e48761d737ec982968a73e180cf78f78364398b325,0xdac17f958d2ee523a2206206994597c13d831ec7,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,0xb06076ef110462ac88edeb437263dcd6e3ac668e,963
0x5c841087f5198b7886f6c028998da5272dd6954abec622c06823f22ddafbd138,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0f2d719407fdbeff09d87557abb7232601fd9f29,0xd952dc6d2badb958dcb263d5883f76a65dbbf842,"18634.17"
0x8594cd535793876047253df1901bca62cc3a5b048e41bf5e8f099784150b44eb,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0b7f0e51cd1739d6c96982d55ad8fa634dd43a9c,0xef1b0762163d4873466d5dea827e06ca4494f34a,80
0x6d2f630c0cd7cbe032d2aaa7a34e67b07c41b85a99dbea2d7a14f5c0c4cec753,0xdac17f958d2ee523a2206206994597c13d831ec7,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,0xb06076ef110462ac88edeb437263dcd6e3ac668e,963
0x6a13adb197a75428369786d4fed74f964989443aa26e5540889f97f20854bfa2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x6b175474e89094c44da98b954eedeac495271d0f,0x171c53d55b1bcb725f660677d9e8bad7fd084282,"4000000"
