tx_hash,referrer_address,referee_address,reward_amount_raw
0xb5041956cae1c29fe19cf54b94e4c9299ec98cca89526187bdca2cb7a4b0cee8,0x6860a976ad57c6c41d3697682cdace90c8db3c26,0xdbb510afff2f345a8dae00a2fd3560c08bf449e4,130000000000000
0x16e43edc2be46a446a4e0809d56ef220eb84fcb5ff521ddff00dab07fbeb0dd1,0x8cf24e66d1dc40345b1bf97219856c8140ce6c69,0x9eab9d856a3a667dc4cd10001d59c679c64756e7,26000000000000
0x1749cff7ffd98406b4852d5922a28dc97997f9f3b4e4b94dd8631a0956761ab2,0x0000000000000000000000000000000000000000,0x81ba93b26bce8ca5d649b6607df15e6d45462d8f,0
