blockchain,day,wallet_address,token_address,symbol,amount_raw,amount,tx_num
bnb,2022-10-06 00:00,0xecd441f6007f91f1c69e584d5aa6927db8addbe1,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,WBNB,-135188595517140460,-0.13518859551714,14
bnb,2022-10-06 00:00,0x0ed7e52944161450477ee417de9cd3a859b14fd0,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,WBNB,-3.19267044154029E+22,-31926.7044154029,5168
bnb,2022-10-07 00:00,0xb3e3dfcb2d9f3dde16d78b9e6eb3538eb32b5ae1,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,WBNB,2048,-1.33226762955019E-15,342
bnb,2022-10-08 00:00,0x88bd1f8df4f9de159fa5da5d8095a07fc0519e78,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,WBNB,1381761782068824800,1.38176178206883,39
bnb,2022-10-08 00:00,0xbef45926c2c1e3dc8f003006271381aa03ca6518,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,WBNB,70233430225568290,0.0702334302255683,4
bnb,2022-10-07 00:00,0x89c870cacde723e1dbaf035af9119f6623802d44,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,WBNB,-5568067587679545000,-5.56806758767955,338
bnb,2022-10-09 00:00,0x516f31ecf3ada4d9ad27c29967ac745bda4422d7,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,WBNB,1,3.81639164714898E-17,27
