tx_hash,seller,original_amount
0xbcc9deec52723d74760c6374ae5c64bc40bd021248b31bfd307b16d3aa7d246c,0x736e0a7be8c4b8e96e9e300974f68d5ff5c86911,0.026
0xa978a88fdbe09c49cd54e8262ee5303b7df7e3199733fe7d88cf8eabe9af54c9,0xc16be65b024cae1796089d1665124ffe1d94c588,0.148
0x93c86b3e388c96f503be3c688a4fe75fc603b868b4d7f1be084f61b149296791,0x0ade218e89c26aa42c2bbada2d0c208b83631dc1,0.0888
0x465d86329bb47329fdeebe82a23d5178019b63fcd42ff95304de4739dfb6e113,0xbebf9385a831ed21636af1fdf017b5dc78d5b0a2,0.45
0x8e3bfd2b0f7c3510feb9a13a73b5348fef87f162dcabf4c1c1169ffa4a3a9171,0x03fb6400ac2f06487901f708c1dbaa13aed100f6,1.9
0x1d7eb5767ece7bde6cb3b3e9c4dc096481e14783508cd9127ee0f6abc6200657,0xbeb2e0f1e14d5c315797a1bbaa81ec39c4c9c729,0.1
0x2c4717289d9ad4d2389c45b152818d1634c2312c008397dc0012f6a6dc00c584,0x97753edd9690feb8c0c455423d55c0c7fd8a2e23,0.017
0x4244908a6e4ef878291328384671391426491f456e98595918853e9a434525a4,0x0ff3e10ba84184a4c4bf0d0683a21f6735058f09,0.08
0xb5864291f27a4bfa5aad7044f5c256288e54aa74917651b26158a5d24525e29c,0x7547c9e3a87620489c80dc3047394c645639c271,0.23
0xa8193f6aa832556de0c8aa6871fd69c682e62413d707d552c0b2e5b500f885fe,0xfbb75c2e7ae2b60fc94121b2238cf3903d46ef1c,0.2
0xd5c14f0e2dc940df596f9afdc663392b38413fa5ac2f7a6edcd35fbef118b9e4,0x0db11db5a47c0ab60482593943f8d0a8bad26943,0.08
0x657282e8c683ca1bef15c528e2cc1deaf571d5729af2ad3e20114da80d369315,0xbb30ec96c3d45076d73e977d0ad2badfdbe60ab0,0.086
0x1291bb7a3ecb275d7c43908d2742a7fd892c2473e5578a66e05231147f70a7c4,0x7d872f8ec8e6463d06e8f99f4f0e9dc5f2b15877,0.022
0xb3f3a053e9014b90e30152344846bac67c4e868afb0b27a4cec13aed8d4ea75b,0x374639f1c3e080b9ede45d981f541510367dfb1a,0.000001
0x265698bd309fc134ca52c05b9786db092407e917897048811da0c13c971511f3,0xbc7af80dc9cb5268fc9b05ca7cb5f8e4fbcc44fd,0.16
0x3106317142120144738d7b15faa992b4d71adc859d0c563ed56ceba11a4ec4ce,0x281e768ff911308a42b4b842237c59e693a6502e,0.036
0xef4cfa9c3f41534738a5ec299c0289c7a8f9feaf21928e916934c049b7923e3f,0x3af2bc6dc5c3922fd6f3ceca735019dc64b79f4f,0.119
0x4be4a01fa1881e9e955233a12862ff44dbe4021ace317fd143be366372c81361,0x1fffc1d8d7e90c72c2738b1dd04833019eed63f5,0.026
0x3a2a455794242a3e44f92da3f669eee80cd1054a05dade19c29352033ef02246,0x65a11da393c794867b34e438d480790f2ec12184,0.047
0x758c7e617bbeef9575e6f933f4a8fbb366c9c3c4962775130bda458cff66d986,0x700cac9dedf898f3f5e7ce074b35055e01172263,0.011
0x59caf0c03fcc81174cbc90f05542a24359117717288503b1ce026bf8ad2db402,0xe793f9eb043c1f28646adadfc9299107df9a6c5a,1.38
0x55407463719943b5703414d47a415a23df8e3c575d022bad7dcdf7ae7a46cab7,0xf9c09aebc29cfbbfbdab702aaa93a57306d01155,0.6
0xc3770226618ca5c17f04ea83e92c9f658ae3f24b0cc0bd5a07e3c68d97b2f7fd,0xc7e938e5e46b20d74fbefde7342ab472afc20d39,0.3797
0x244b8934db03a69932c4d15fe5888a2b3bbda055e26be112a0f30cf7fcdedaaf,0xf20a9ee2568e2c1ab657fe2b661a3874da2749f9,0.185
0xd8e9bc875226d08c2eb070421995ca6c0eecf8b616054df9c1ad18cc79fa8908,0xc72190709000ee1060c13afbc8bc45c2c1aba900,0.007
0x8bec6117930221f2de500f0574678505eaa49ea700fcf7a8e45034e5b39bcf7c,0xec6286fb381761a4637305926a7ac215a2a50be8,1.3
0xb923147c0f3fb26bb4e3f3d97983a0f68e4b528701ac3978b4c39257d846f010,0x4ffe99539beb8f74c75b187422c1b244049e3ab2,0.0155
0x6583a6d85adec9c5ba4612c69ad95bf81f895eb8a03814de7e040ba145074f36,0x33391033511d1928ea3d5fd4d8bcf476039fe208,0.3
0x8ff9087f98c1610da007e6e10d55fd64eee02ca7180f36c6fde658ac22bc031d,0x1831d004c7bf6a5abae2d882c9797102783a330f,0.042
0x1b62183b565759cdf735f394f2c64125753aa73c4072d99a0cfd80ba76b756ac,0x4ae194318d948b51df8a508bf1f0a859bc4c57c2,1.31
0xba4ffd127fb98428f0ffd90c6d49e87a0df877fca17f4ddef4e6eb0f63ea6efc,0xc53c99c77687b38f235e9271dbaef9f443a8d950,1.3
0xc4b4fca3613296b3d985f8f00aeaff0cdb7a69b177717020f1bf0b957158ab47,0xc908ebd8d0c40546e8e3ca3f3a80dbc1e8fa01e5,0.03
0x1db41bb28f9f0346134b7b74f1f56073c58bf6635b4e942e2f3452fd45c571a9,0x01fc666b08080edd41b91d21b40010fce9dc8aa4,0.03
0x6a5f8f68d6327eafd3074285893f65d6cea815bd7bbb0ceaf13c09e4d471a219,0x9a8992f0db3e10d0ae4934df06a92a0a1d961d0c,0.165
0x2137f440a466cf00d2ecc4e2ce9082c254dbe4008245d40cdb373645f785e6a0,0xda51adb6680405937b1ea8d790b13cdb302169f2,0.225
0x375c0a2fe31042080440a9ef16299fe88cd9795bda769874043ed0d220157711,0x467417a151908f17f5d8e62dbfb7c0bcc618b20d,0.00826
0x849a7ec4cf1bed5b0fc0911ecff193a3008cf8119d19d616baf325d313fbfc42,0x4578982d69db3eb1e077d7a30dabb9ba03987e1a,0.088
0xbc2ab048faa0b9ab7069caaef52ae9ff95c9dddaae84e6eeb1154c97edf3052a,0x2a878245b52a2d46cb4327541cbc96e403a84791,1.43
0x9a17e9bbcc32d01a2676e9523e16d8343c2fc52107f928989f92700ccfc0c6cf,0x9663e7282b56ff54c293c74fadc35833c7ac410a,0.299
0x8e4c0951e001b9149bd789fb60cf503ed028fa9d5c9e556d907e5c059aec3d08,0x82ba44616aba46f3a36dacca3893881d417f8b96,0.25
0xd5c01e2333a3344ca1a216913b3c08a6332ea0db372fae79b709a8eadbb3104d,0xe039881b8ae12b32825f3d081677ec9e07287fb2,0.305
0x5171423fcfa8c78f99fdec72e34787f3eab35055e29ab41bb2792f912abf8472,0x48ad42667cd9984a5eb10268d2e94449eeb928f9,0.015
0x3ff1f90cae4c2c4fa7457052048b70ec448fe3becb5b8b792cb9a5a53c896399,0xbc0f5ffe95bec8eb279af6a0b3553471e90f68d9,0.923
0x7b42e21dedbb16c25d6fad35bef408446e369c75d3eef14bcc06440898f7c2a7,0xdbcbe8ff4c46622e45a9a3a5b6f36a9037e8dbef,0.0185
0xdcf779ff699d15bcd0a8072493e059bf29b1086f694f2996d100e274c6668851,0x48bb463710c5a42ef01e1fdbeae879758b597f4c,1.3
0x133cc4b1bd6b49e9802279bfb69295060f48ac17dd0dcdf6b4c6810f38d9885f,0xb937607a65e9ce6e58f32f369d30fb83700c8af9,1.35
0x140a41f7a94f4e7b4a20e12198b57e2680bc42c87778b54b8da46d34d4989bff,0x1482e3f669e682acb39cb9fb40034e4de17042b8,0.0239
0xf6f970c3bdcf58cb9a5ca6c1e9bafd9083ff8fa81f75ac82a29948ceebe0b4da,0x5265dcfe39e41779eaee9ca59a37bc69782186f9,0.065
0x82a2646a4053865ab661413576c6a0789a8d8817008a86f988720845a57ca1f4,0x7d872f8ec8e6463d06e8f99f4f0e9dc5f2b15877,0.022
0xf45c3bd1b87cc578e98cd0625fad0ab35d6152c0c11aea684312c38d66d09533,0xa3eb07e7dbb1c92cac94e7c348d03bb96ede7a5b,0.379
0x28d8a82d20b220ef3e321a4506db90b3f5a53d6d52c1a1c1768a8568ea38d28c,0x29a303c3d62afa14903b182c1c0d9e5ae9138851,0.019
0xec86441dd74d42d44f87125f57a2f0557f341423ce87cf876973f8a3355a16d8,0xfdf74630fee6137357c57440bb94a3f77bb0f3e3,0.09149
0xbad124a9fe84e63d2b44c1212afd074a7f71b62784835c5a5a8727f7c7c34d02,0xde1b3bb32d96ce2ae138c4adc1c630b442577d1e,0.005
0xba0a906293ddc882f3f7efc824ad70e3c87fe4d47c7f6434f64ed077deeb2ecf,0x3a8713065e4daa9603b91ef35d6a8336ef7b26c6,0.0068
0xa0883e336ae70bcdf8782c8dd87b7a40ae7e46227367ccb7e37d8a2c0720538c,0xff28d609533aa467ebbb0f607f9a44ab060cd4b9,0.002
0xe717ffad896dda9e5262a9fecd8bc7639180e496aedb38f0deb3032ff2c4148a,0x6fa7f7a1130f0969f977eb2682ed60ae32b7fad8,0.089
0x0f0d78b64b8a6b6cf638bb547e4c904fd02291f3366918581a5ebc8b4b4daf09,0x7998ec72df1971a1737ae7da8ba5fc12e5cdec4a,0.015
0xf3b31d8133cfdbbe5218b76d32c1eca46673058829e02d817077d7eef5270ece,0xc5825a27a03ff2fba429f49d7e337c4d4dd39400,1.25
0xf85ea535283b58df03d6dfc426e393ebbc9f2bd48f642c904f8a6cc8b895d26e,0x0b905c11bb9f0577de330f353f94b1ba16dcb647,1.31
0xf629220a9dcbc56777098dbb416a312f281ed5eb304fb58f51e052a29d6ae3a3,0x451d64c291a6b00b5baddcf5618bcaa18dc2232d,0.449
0xb2b15058db6b0caa05713fdf4fc294ab76db1c7d8ba69d7d268ad132682bc4cb,0x63885998d44b4f8c81ed84126a949d661be22720,0.5
0x9a83f69b5ea3ca75652e554c3612589e71c2cf2345a3bd8f40a3809a8b47f2cc,0x9a230f9dde41dcc8e0ab71e204cafcb2c5173ba9,0.42
0x16caf33b6b29050d27d9a33e8aee977c51e4c0012b78f4d8c0ee347e81df628d,0x7b8a6e7777793614f27799199e32e80f03d18dbe,0.228
0x01d798a43ff42fc7fb6f144cecb6313961e36db3dc376925771646b51ab55024,0x4e8f9778d460954d0504de6bf2257c1fcef97d40,1.55
0xd3c49804fdd33934795767b91921e7194f43475649bcf935b73912bfd106b415,0x8b576b66439f6f630dfa146eaa5e1bc196eb04da,0.099
0x6645a3321e1c6c3f719f1881e9c78b28ea973a8626679c4a0bb5a18fa775884b,0xdbcbe8ff4c46622e45a9a3a5b6f36a9037e8dbef,0.0185
0xedc38cbf83deceb12751d60b35ef28e0ee13103654474424d928b17c10d12f1b,0x20840ebe5cb01751ffec798eccdef4444b0389bb,0.147
0x5b2bf9215677670b304cecec02cc236e5dd826634df819f70f144796d183892f,0xeca88304d4813aae76089cb628e391d026c7fe5e,0.725
0x95604664bf1ff98b749a90b5de1be691f3520ad3fdc9799960435e636f8e8840,0xed9b074d28a401fdfaa1c369192cd1ff590acba6,0.0067
