block_time,tx_hash,original_amount
2022-06-15T02:44:44+00:00,0x025bb887175a49705c2f5cc075cf03d4f90a81c7516ed0eb4a24defaca0a6944,0.004
2022-06-14T20:11:56+00:00,0x025bd05bca3777e4769fb98ed787a5ec5719b42ffa85f69789bd8b29156f3bec,0.89
2022-06-15T22:32:34+00:00,0x025c1b2384874f6468d3863a64b2853ce27bebf6c312f90004ed50671e0e560f,0.7388
2022-06-14T23:02:55+00:00,0x025cd699651db86a53e45f0f280e8db445dc94f0539e20f4210ded34700c3458,0.012
2022-06-15T16:16:31+00:00,0x025db4e34a853dcfb09b64df36aa0f7047ab96c6b56ba4113c8d1ca02875f734,0.127
2022-06-15T01:16:53+00:00,0x0264ae5b28b79246cc0c64e328f6c8267b39a7146125fb0743a60f38e6fa7143,0.065
2022-06-15T14:38:57+00:00,0x0265c54a3ab073a2186701fe31f1579754f860d4982c3109a9d7d8d49c6b5397,0.073
2022-06-15T15:13:03+00:00,0x02670c19846bd243c21cc8b6fd3a3fc4f45dc655e4955f360515a1b0654e8c24,0.13
2022-06-15T22:16:26+00:00,0x026789356342670bd09f2e71deb85af543921dfb8c4491558a9858ca6aebd981,0.12
2022-06-15T00:37:28+00:00,0x026b430a4bc35f5548e64f1fdac72fcb4efb0468a2715c158fd1db74a8fb86fc,0.8
2022-06-15T04:43:01+00:00,0x027274b167ee6b1737646b206b3230d0521976ae3adb6b88f5ada595bd3796f9,0.099
2022-06-14T21:20:39+00:00,0x027666767d45e7287ff8476057a6d43dd03570472cc7c1382e5353755744c041,0.25
2022-06-15T15:58:36+00:00,0x02781f3f5d7c8996bba3745a86e531939104409654385eb30196a4cd878280e9,0.012
2022-06-15T06:17:19+00:00,0x0278aff45cb28fe9c7918d4d5743ea7d47e3e10d26a944cd4dd56dccad21add7,0.28
2022-06-15T01:52:06+00:00,0x027a95d95d4f13e07d178926b21b57497b9653d78dcdc6049c1ca2674bf1a833,0.0018
2022-06-15T14:55:09+00:00,0x027c80c3c60331e4b6206724221aaaa35ef1c22788f033bfc5f12bb8cfe2761a,0.012
2022-06-15T06:45:37+00:00,0x028cb8b9c8dc0015bfc793159dc4fd295656f7f6fda1cf9ef88f38f730e41d49,0.44
2022-06-15T01:59:27+00:00,0x028fc524605d8e45eb8ead04b48b1c4b58046ed1f58a94a2ad301694389fbcbd,0.02
2022-06-14T20:31:30+00:00,0x029811b5ec1a29a62b2b8bf435554bf99d7f2335c56ac3193693cb5a6cff4429,0.02
2022-06-15T18:28:50+00:00,0x029b376ae7406eb0b79f9d8f0b2d59a500199705f4fcf2d4cbeebdf91d9d705f,0.77
2022-06-14T21:17:41+00:00,0x029b5841df9d002b6f5ed8794a2b53ff636244913e8a8f4c5827ccd4a076a2d6,0.0138
2022-06-15T21:09:23+00:00,0x029c0b133d921a3ec51e0c99faee27a2d4884110f81cecd7aa570697e71806bd,0.137
2022-06-15T10:38:35+00:00,0x029d25fcfa75d97f12863803407f30cb9137495b722463229f12a79b28683c94,0.119
2022-06-15T15:03:50+00:00,0x029db85e51c6828c84b9dac8bdb5fe2fbe2491c6deeac04257f68f7e9d24f57a,0.35
2022-06-15T23:51:33+00:00,0x029dd5f0558c5cf338a2445a05d9bbf72353a2900a5bef3a566de0f81b800c58,0.5
2022-06-15T21:46:21+00:00,0x02a2e77456173d784dbd22016f0f6218992a6723db64471f2c027f3f6ae91c97,0.049
2022-06-15T16:58:55+00:00,0x02a45885b5d535e5cf2ee5767b82863d3829f4228edceb956c6e2f9a2aef8449,0.18
2022-06-15T18:04:45+00:00,0x02a5218911a8d7d4801c1c9151bffdb56feed4b987e97b5964ead33b57f21995,1.4
2022-06-14T20:32:24+00:00,0x02a5b3cf5a8c6a8eff7713fdc7a08b83106c9f20820e57f29b269956c1d37776,0.013
2022-06-15T16:46:05+00:00,0x02a6a933843f4aee74ce2f6a480d70a7fdb740af1a0f4f5ca1f51cae841806ef,1.15
2022-06-14T20:21:49+00:00,0x02a9633590616917ecdec2c9be4a2371bd6fe6df2d1b7aadd01290f7b68efdda,0.187
2022-06-14T20:10:12+00:00,0x02aec7cf327c9f7289473510e378725d906f24881d1c5e4ef41be457b9d41f90,0.02
2022-06-14T22:48:49+00:00,0x02b170a03de14f08d03f9fe619594274b70393136e76374b9cc0694dc4ee22e2,0.03
2022-06-15T15:40:44+00:00,0x02b1b2a8e93109998ef4a8052e5f39c50bfad93a1da092fe8b4edb5b963f7246,0.038
2022-06-15T02:18:44+00:00,0x02b2062547bbb01640093c822f6ea8f10dfd9077e37afe2d4e604f38330d4dba,0.05
2022-06-15T15:43:16+00:00,0x02b6fb7d24c3088d1fcb5088c5f42b8760d1f71d649a41f36c4b785a09a37f2b,0.0188
2022-06-15T12:32:28+00:00,0x02b7413bed2a1e3e25ad558813c3916e50f985e380d667cb0b5a31e393afc0fb,0.148
2022-06-15T00:43:16+00:00,0x02bd33c817d3903fa058c73895687aa404dae8a41195bd5fb5133077e52986aa,0.0439
2022-06-15T10:41:26+00:00,0x02bfb61905741fb525ab9cf866b4dd0918bab9160427892ed40a69eb03981cee,0.259
2022-06-15T21:58:11+00:00,0x02c1f61655f68d47e7a21efffb1f735828c95ed19a56d00ec16c362820b9d7d1,0.019
2022-06-15T20:44:46+00:00,0x02cbe101eb98b162fc9420e700f5dce56460413c8709637c003d36dc93380203,2.59
2022-06-15T15:30:21+00:00,0x02d0eddbbb6380e3a94ced8d6ad3aad2d1d9cb40c94bb2321230509ea935dea2,0.349
2022-06-15T22:54:16+00:00,0x02d1d1408b085edbf252e3e702e1459ca43426ad1f58d0fb2ecfa34721545a1c,0.1399
2022-06-15T05:48:41+00:00,0x02d1dbb6abf828299be876e9de7df3055a82d654fac126d5f0ecc8bbe42459a6,0.097
2022-06-15T22:34:57+00:00,0x02d7f0509ff362ce641a7d83a6e7e476ece045e7e922a0582a737cdfa49c2494,0.141
2022-06-15T20:31:07+00:00,0x02ddecf7d43feb64e10ecfbde160496630dc80915fee1c74c94e0fde58899171,0.3
2022-06-15T01:56:36+00:00,0x02e182ff0370d83218dafc3b41f692a37cd18830e035ee2fcce83ad71a52fbc1,0.12
2022-06-15T00:11:22+00:00,0x02e1b489f62b6a4347c7716b0fcd7a0609bdf6a625bbfa6c324e8a6c5cf422a6,0.08
2022-06-15T18:11:30+00:00,0x02e2e2fca810e834f6c1e2629be710c54e9b3de707a02dee765214d699ccac17,0.089
2022-06-15T10:19:55+00:00,0x02e39d59703fd96d396829ef64de39bf1496429860657bd63a7490bd714c2d43,0.2
2022-06-15T04:37:55+00:00,0x02e4083cfe74c21400e55432a38dd83627911ad4e3d83e5cee00a524229a86bc,0.0007
2022-06-15T15:30:14+00:00,0x02e434bce68be6169c5cfb2c04d0595349554dc63437c36440da1bfaea197be0,0.129
2022-06-15T14:43:58+00:00,0x02e5b572a161d5f76544792cea9d6f80abff34ce6cb59c5316cbec2bcf458c37,0.7
2022-06-15T07:43:46+00:00,0x02ec2c41ddaff9af3d5eb3fa631720c19c1409c09aad4f194a819ae9b819c75f,0.138
2022-06-15T20:32:20+00:00,0x02f1e47234fde3440b0a75e94917a24e5a9d0af2bd1a2ba8e67024b05bbcd23c,0.19
2022-06-15T01:48:21+00:00,0x02f3476c831a75d53c5d6e76af9c8dacd85e8e24c3d1fa65a3f14d8399b66dd5,0.143
2022-06-15T18:32:11+00:00,0x0303722a4ee8458e7780f1ce5f326d1aa25716bb654c59852f0e6ef692db8f30,0.046
2022-06-15T20:47:35+00:00,0x0306c7b9f67a3201022a2b8be11f1e3449d856ce9a87c0309fb162e3083a13bd,0.19
2022-06-14T20:18:12+00:00,0x0308bc587a0911418f98bb7c5d5bebee79bcbf43f8209ed9fa5cebaeefc6df85,0.2
2022-06-15T21:11:09+00:00,0x030e7481f1935c89762e71d232a0b95f21e1e4c2a747b66f803e00418ecd5606,0.005
2022-06-15T14:55:09+00:00,0x0311b6d67615e6a8825d61cf4d1d32ebdbf87c94de86ab010ab3ca8598c70822,0.01
2022-06-15T03:10:17+00:00,0x0316566cdc365a9937e640eaf0a93e3b2adbd3ce4fdf3941fbd9306668e4da29,0.0395
2022-06-15T03:28:12+00:00,0x03185c80bc74c219db3dc9706d319ff6476de02837f97d83de83c741638b939c,0.013
2022-06-14T21:22:20+00:00,0x031d53b6a7d7d16298cd5b5d2bb9bbdccf76c479257b026938b2b72c59048861,0.17
2022-06-15T18:27:37+00:00,0x031e4811c083d4dcf8b74c08ce83a4a019a09b20cafe2dd69e4caaaa03344b6f,0.1
2022-06-15T11:18:47+00:00,0x0322deaa9e210d9222862fb8afe2caca1cbce45c00dd82838ba7d0da178916a3,0.04
2022-06-15T01:54:20+00:00,0x0323e80511d2cb0ddc35d8335d171a0859ef39ed7db5ab8b4e9c96781b360145,0.014
2022-06-15T10:38:24+00:00,0x03247cbd52bf57f154e26bc10190f53bc13792e80524626a9806f9d6db336bc8,0.2459
2022-06-15T00:50:29+00:00,0x032928b86a5009b1fefe64bc6de9b468b6aba92f62c8aa25364d8af3d88ec59e,0.89
2022-06-15T08:02:53+00:00,0x032d1d1c2e4a44df184c208e9897459b38498ca216085377b79c6fec2bb0cb2b,0.033
2022-06-15T05:01:30+00:00,0x0334be983eed6a615a6003dcbdcc2000233e942fb6306aed2cbcc711028c61b3,6
2022-06-14T23:00:56+00:00,0x0337bdd3069ead6d5b26250c6f535b746d7f0e047e9e9171e073d4217c2caadf,0.079
2022-06-15T00:37:28+00:00,0x0339ff8ea37b2e3e6ca21de41f7a2fe02eb4c7e60a107f42aca8103586f75fbe,0.0133
2022-06-15T13:30:20+00:00,0x033ad9caa1534cd765b67a9649eaaa9dab514203c7a42f1a733aefc04971d4b2,0.8
2022-06-15T03:28:42+00:00,0x0340fb3d546ade53d1d8a136dd24ec2df5a2037e1f036b6718e160a916ff58d4,0.159
2022-06-15T19:18:46+00:00,0x0342946a106e661cc60921df45cbac9dbeecaef976bee453a29624db2a638f96,0.239
2022-06-15T01:24:10+00:00,0x034355bf5316a3f8751b84a0ba7c6513eac4c8e69b4b70fd90d042ca6b084353,0.0098
2022-06-15T20:38:13+00:00,0x034421e6164cbd07279afecd1f05682618bcc6d7b35efea9cea9a8c215655ea5,0.127
2022-06-15T17:11:23+00:00,0x0344f6aec6de165039523968135d883ae8081e1dbd3f41f8b596d2d376817ac2,0.5
2022-06-15T23:03:58+00:00,0x034f2b4bafd870c459d158d8ba1141f44373f027084f8319f2f9f9f154f96c20,16.4
2022-06-14T23:27:23+00:00,0x0351e47b75545e6ccb1922e272d7c2428322e8a0205e1edd8cad863ad7f4ae38,0.215
2022-06-14T20:27:10+00:00,0x035253ba7260d10ce72fc2740049e27fff14246e61e32aa7f8df43c1a2b4a4ce,0.162
2022-06-15T00:49:25+00:00,0x0359bd8a7f15352f446f4df72ec2ea0c6b6150b82780c29ab02584481f47f0b5,0.0045
2022-06-14T21:11:16+00:00,0x035abe6aa219411227539f18ad898c11dd73f563c89f0307e0f525bed091603f,0.2
2022-06-15T11:48:17+00:00,0x035e49eb9ff63e3b2bce6fc211b5d47e7656fbff8de8f94c7d0a4540b68e8a49,0.32
2022-06-15T01:15:19+00:00,0x0360c6f54b59e0ad0308571aa0e9ee17d3b1cb8dea71ca578949f45aa197dff8,0.015
2022-06-15T06:28:52+00:00,0x0364bd6cd9d242fef7293c732a02121ba6c4000c34066fc2cf92d322d327e643,0.68
2022-06-15T04:10:37+00:00,0x0367bc86afc6e496b0d3dd5a38549dc5ee25975c48cd720b17a4cd6d3d07bc94,0.011
2022-06-15T06:28:52+00:00,0x036948d73944724f07392b1fd4a1c7c2f6e759fa4ac130e2e1bb9843bd4dda19,0.01
2022-06-15T21:35:37+00:00,0x036b450c9a2e9a429792fef3e322f8fedad4c68c4fa4432594104ca6b72173d7,0.032
2022-06-14T19:11:34+00:00,0x036d297b2e4eb5e71187163296296f083373aa246f95ae6bdacdd777d7c0dbde,0.08
2022-06-15T19:35:47+00:00,0x92157c8d9314f2817f74ebbd10a9a207e76d58199dd417cde5025a1413f896a6,0.18
2022-06-14T21:30:00+00:00,0x03715c3e8bd2fcbb73cbcaaec1897348c63b9b077dea561418c2481a1fe4738d,0.029
2022-06-15T20:23:12+00:00,0x0373b0e4fe83aaad1f099d6acda32ffd9b4b1e76f23500d4a048c1ed8acab959,6
2022-06-14T19:12:25+00:00,0x03778954589ada5b3a216e35a2abc2ca63066058c9ee91b07715dce64c6446ba,1.87
2022-06-15T15:36:40+00:00,0x037ecf0b2afd92cd23f0877b2e666ad4ca52bfcad120ddafe118efc371a33243,0.126
2022-06-15T22:05:26+00:00,0x0381305d4021976febf623a158769f588dc7b4dbac8eaf197b222b8552e93f6b,0.143
2022-06-15T15:01:50+00:00,0x0382ae6b3b5d1dafe35f3adcf594b9e8294b40d217a1694e73c0089ea238781b,0.05
2022-06-15T22:55:58+00:00,0x0386a4bc0c239eb3add25c673096e13df109e36fcc81729c85e0dfd009f430c9,0.009
2022-06-15T05:44:17+00:00,0x03893de5d6feb81d795748bba5312d3892cb2c73a25e5e0236fc00f8570fdf6f,0.1
2022-06-15T08:44:46+00:00,0x038fca383c9189b51eed5d0bc692ac6ea99965ba1dbf050ae7487aeb8901b4ac,0.02222222
2022-06-15T14:20:49+00:00,0x0399ccf60b304c98afa553a600645acfb3fd6e08619d14d368ed2ee1b5af39b8,0.32
2022-06-15T13:18:39+00:00,0x039c5f49cc358effbdc8ea0723e9c1e0f21e3ed1ce4d7e764888e3dc32795125,0.014
2022-06-15T16:30:28+00:00,0x039d95ac5815b94ec2f04e5b1d157ff82367a6727bfb9cceba4ab9be34b12cfd,0.095
2022-06-15T21:25:34+00:00,0x039d97a8f6dce73a2d8c6458f30803d89ee7194b3987ab946c52d63f8065ef53,0.7
2022-06-14T20:38:43+00:00,0x039f9619e167cd5b91fbb749f59e19e2619ed5c8b722a6067d92aaa1fe9b6c6f,0.0117
2022-06-15T03:03:52+00:00,0x03a1c345a0903ebbc68fc4032e0bddfa0b9da240e535cb22641f8afe442fa976,0.015
2022-06-15T07:21:15+00:00,0x03a2852300a3db8704f6af7fe4139dfe9ca0609cd9793d4871e85c19e8a370f3,0.03
2022-06-15T05:54:05+00:00,0x03a774ef8009652a28ee04f2e3b9e8c3b97f20e181f57dceeca83b55ff9b503e,0.82
2022-06-15T22:42:33+00:00,0x03aebf8ec5d5f4bb3a1921c4e16c53af8820b09fd78c4d54e3132ba3003cc654,0.026
2022-06-15T14:10:06+00:00,0x03b04886aedd8a62b43cfb6e214cc35aec3280e036f24746ad96a67b6d8c155d,0.198
2022-06-15T15:48:00+00:00,0x03b2de0c8d9fecb171ff9d947ff1609a71d7a737e0e0acbf682d823d5222a20f,0.022
2022-06-15T14:41:31+00:00,0x03bb7cbf2b3749c6ac161927537a23a25452f98420ceb473e91abfb5bb0f4797,0.1229
2022-06-15T04:43:01+00:00,0x03bc40ffc3ba343505c9a2ed5a73e9d0e6751647a339495c8aaf773702ec0c83,0.05
2022-06-15T17:58:20+00:00,0x03bc76bac42f25e5671e56de2395b156ac3bba9f66618694db05e0a46bc7debb,0.35
2022-06-15T19:20:47+00:00,0x03bfc73d58c0bad46bef0dbf75883f6d945f8ff3f8404dca38f28b6e3b07c3d3,0.17
2022-06-15T10:43:00+00:00,0x03c3122527d3802395d80522144df2bf2bed98d18cfe8ee0f4754ea36d9c7da8,0.02979
2022-06-15T16:04:47+00:00,0x03c478eddf855d5796abf09b1578a1f7e7eca1500a48dc3094a3ead08fe39747,0.475
2022-06-15T09:49:49+00:00,0x03c5f501fc933fbfcda83edca69948231c9d1b01f727c8c20e9792a1807ef8e2,0.685
2022-06-15T07:35:01+00:00,0x03ceb6eda8d2e7c21b24e14da4943b709f861699dcc17a90feeb1e0b972f6282,2.06
2022-06-15T06:28:28+00:00,0x03cf361df2793232f10b36f59467edc770de743cae35ffaca702590de30ccf20,0.01
2022-06-14T20:41:43+00:00,0x03d1b6de3a346cab276c593b050ceebac1b4063880a759429ae353e1a8c20079,1.2
2022-06-15T01:28:16+00:00,0x03d1f6139d2f72621d0b0104eaa7dfbd60bd7efb7edf31063f3a26df321afc00,0.015
2022-06-15T21:44:23+00:00,0x03d4bcdb2728a59067c89bfbdc212bc2e5c83ba1a86b0372a26c4f1efad38fd3,0.35
2022-06-15T03:19:13+00:00,0x03d57986cc2f60a7cca5805756d3ef74e3c3d15afbc60e0090a701a349962204,0.5
2022-06-15T21:28:17+00:00,0x03d8c0e25158413eaf5c4ef5739fd6070c751ba9942a5d47dd731c5de71022fc,0.0095
2022-06-15T15:40:44+00:00,0x03d90f145c55c9f2e16f5d6562b978594571a79decb3bd5c73807b274bea45b1,0.1279
2022-06-15T01:10:18+00:00,0x03db56074758e56bf57abc4656a1b704459cac289889dfeaff3b2b653d0fe354,0.011
2022-06-15T20:27:36+00:00,0x03dd82f3c969f30a685868afb65d287ed9bfcf1eda0669d389ee4b86f414120b,0.187
2022-06-15T11:25:31+00:00,0x03e4386e532d260672c2dbfd80dac39862b3526bfff55b761436a08aec2c0a19,0.0025
2022-06-14T23:41:09+00:00,0x03e49bd00ed8aef0e9ea30582bee91e240bb8b85021910eccf80de1f1e49ba6e,0.08
2022-06-15T01:33:34+00:00,0x03e4f30d18d652398323bffb641a328709f7db6cb5eb489b30ebcffc61eba1d2,0.0023
2022-06-15T20:58:22+00:00,0x03e5852f4e3a2e44539a4e639f0e44c85d5b24139628440faf470c653691cd58,0.074
2022-06-15T14:25:01+00:00,0x03e6de092597163f2fc779df237748e5dead0ef2d16f4a11b5e0a9662c96e4c7,0.1199
2022-06-15T13:50:41+00:00,0x03e779fe708b8207981ed96439ddce8efde2fde2b90d0fbfaaf4981ea8294263,0.00248
2022-06-15T18:03:18+00:00,0x03eafbe8e5d84dbab406fe96389efeef219640c143b527ef6cf78973df6b853d,0.036
2022-06-15T15:23:41+00:00,0x03ee7af0926c29dd997cc55580b681e50975328a98e4391f769efb06e780638f,0.3
2022-06-15T06:02:15+00:00,0x03f13e6c04808a55e0c91ae2093de0ce679e578ee4c8f8d2b0338849077954a1,0.68
2022-06-15T04:03:30+00:00,0x03f563e07af90c55b66fbc5775ec3e7957900bbcec6e87671ec268c40f1e3d55,0.025
2022-06-15T13:40:27+00:00,0x03f5b61fa47a506ae6e4ee1b3c7eb360f2de093dda86cbf36ca3637a65fdfe9f,0.1545
2022-06-14T20:31:46+00:00,0x03f76663b1e1f7e410ef69005ee3f71702cb08a61fa65f3616b000278023e6aa,0.015
2022-06-15T21:16:52+00:00,0x03fc157f73362cf1512188bfba66eadb9dccfa0b648d50f4f425d163a4024184,0.1391
2022-06-15T04:54:51+00:00,0x03fc59557a0880c4e7a5f0aebe79ab4037fcbd6cce3a5abdc767c30ae05f5893,0.018
2022-06-15T06:23:49+00:00,0x03ff5eeb09b7ebad70d73bcec02b9a4ddc38cb0d6458526fcf0b2e2c238fc43c,0.045
2022-06-15T14:15:30+00:00,0x040dec006ed1e540ebb151f88c397ed69c6a4af64daebd47d59f13ded71b1063,0.188
2022-06-15T12:26:44+00:00,0x04112e70621b0a2f1b63da280ae823eca644f6ee733ef552b10811e570e895f1,0.3
2022-06-15T13:52:00+00:00,0x04130aa116caf05ce38660d7190708833df7fa1749fadab91d800274f40c1959,0.01
2022-06-15T00:35:52+00:00,0x04146e9c503cd458f4417e47ccaff11fe191d13231e5169aaa8eb84e81f3f973,0.075
2022-06-15T14:37:41+00:00,0x04157de86bd738b024190af9d06b0e2f58ac756c664d52d15597e481482ad56a,0.06
2022-06-15T00:44:09+00:00,0x0415e2fabfbcb904ac20944d3fb0560f9e087aff75d5b04ced9586111dd2e10a,0.0799
2022-06-15T16:32:33+00:00,0x041a365844d62efd387dc56c107adb0c4ccc2e3c1848430406df1578e3894813,0.069
2022-06-15T07:45:24+00:00,0x041c72668cb0deae0cade9f96d5150284fa8236699ef3b780112c8065f6df32c,0.031
2022-06-15T22:42:14+00:00,0x041ee00bcbdc32e889409b468ccd19155ae20a9afa6a8369ffb31c49d432cf14,0.14
2022-06-15T23:24:15+00:00,0x042051d96bac70083363a4d8fdff21004d07827c67bbecbc158366d7fb5b0124,0.032
2022-06-15T17:23:26+00:00,0x04223513f7a08582115c1dae09e3ca41fe1585da9b9243cb06f59f6dcf50a7ac,0.0091
2022-06-15T16:14:11+00:00,0x0422dd25e1af99d870fe4b95983aab1f50f4e0a12e99aa3883f86a3e02061922,0.126
2022-06-15T19:21:31+00:00,0x04255d9e6c056577eab9168f1706168ba36ce1cb0f1bb783871df4cab6eecede,0.275
2022-06-15T22:31:29+00:00,0x0425612139a8c0d547a472cc89310cc92d2be58f0cc52bdaed67981752ac5f1c,0.111
2022-06-14T23:40:14+00:00,0x0425bc443d1d155009afdd0359e0e3d4d7a019189271dcb1d870b2ddc9400bd7,0.001
2022-06-15T19:33:18+00:00,0x04281c1abd45194483a945141257e42f02ea4aa795b8bc188f2cd8fd49cde8a3,0.143
2022-06-15T02:55:58+00:00,0x042b573696f0868528bc11965ea8874ce5b09845d966fc56a6367ee29ba262be,0.2
2022-06-15T21:25:54+00:00,0x042d99e956926e014c7845e43dd79739d1539e98a0f367e06ea6743850484653,0.091
2022-06-15T20:22:18+00:00,0x042fe86c4239c901bad510d4b6a59fd4abf4ceb5fe4f28eb3b927fe615516d8a,0.36
2022-06-15T21:42:46+00:00,0x04338b309b0f922fbf7070127aeefab06c868eccc0b98e96ef0c47a7eb4448a2,0.2949
2022-06-15T08:41:19+00:00,0x0434a2c625dcabddd18864adf33e2b73a6932ca8c14ddc671da92ef943bc8611,0.305
2022-06-15T11:09:11+00:00,0x043ceef5b79fdd17ee1ae745bf757c64f5a2682aaef3d59fa84ff686408c48cf,0.002
2022-06-14T22:06:04+00:00,0x043d3995f099adf8609117db772963f4a623458e34deb9a7bfcb67bc7774e366,0.1969
2022-06-15T12:01:58+00:00,0x043eb96018ea055859b2c958fc79b02bb3eac2d6e2f7992c1b84136549059781,0.1
2022-06-15T17:24:32+00:00,0x0441827dd407dbc2ef5ab5548f29d5147ceff49e49be6896e86cc560a0872039,0.05
2022-06-15T20:17:31+00:00,0x04421a53c4bb7e9f1d54275f8d495519c7c8718a7c6ad1c846172decfab6b87b,0.29
2022-06-15T17:35:38+00:00,0x044435f69fb4c8a34877f2f4466c360a82bc6977d15cdb35450418a5d493c0fa,0.012
2022-06-15T07:57:25+00:00,0x044c8298ede33048558bf42dffbcd603f55f4dfc3befbb14f1b2350f372dd306,2.6
2022-06-15T14:51:17+00:00,0x04507e192e6a8b54bf5c46d5188d7865b353ef334884a8782a2a897b20719a09,0.13
2022-06-15T00:52:13+00:00,0x045664ba897e864063d311281b6b07ddf15a61414d69c939c870edf3dd5613d7,0.669
2022-06-14T22:59:44+00:00,0x045a796fba1a9017b75cd0d07da534b3e1072efcb9f128692f138e873f7879f3,0.21
2022-06-15T16:54:46+00:00,0x045cb199ac636a08530ea186549db8388f79b1ce215389be66a77b354e6ecb12,0.04
2022-06-14T19:47:42+00:00,0x045d425a9f34b9aae266ad5337c191fac72757a929be4e2318131a4cbb55ec1e,0.38
2022-06-15T01:03:17+00:00,0x045f576fb464a2816e110ba0c4f8d323a79b9999e59656ae0fcd5e4d906ea66c,0.01
2022-06-15T22:07:33+00:00,0x045fb3ca84846f38824e1911f732cf203c6543de25196ec82f864298ceadad44,0.3
2022-06-15T21:15:33+00:00,0x0463aa5fc4564a997b559958a3db626f672322c128f698af23a010f82cd6b923,0.14
2022-06-15T00:25:35+00:00,0x0464670fffb571ee68ad50d3381e743763db61043ae1dc32059260e60cfd0636,0.3275
2022-06-14T21:34:07+00:00,0x04655af29b8c3c2ff914c62756738ea652f99015d420d391d0d14646d8732014,0.013
2022-06-15T15:02:08+00:00,0x04655b7f0a67af4b40f8dad9406f0ed6476a6fdaa38421f4d0b1b737bf12ac6f,0.072
2022-06-14T20:20:11+00:00,0x0465c38bba6178d96e322236c46a24bf730ca8ba95eb0b720efe986de7f15334,0.0184
2022-06-15T07:48:16+00:00,0x04689101c330d6e5ba1de93b473ce15e9388af27f3ef0f0304b1cfdfcc31a8db,0.15
2022-06-15T09:39:12+00:00,0x046af476e31f8f673055e48eb98887ae95dc24dbbfbdf50b2743149821afd28e,0.169
2022-06-15T01:23:22+00:00,0x046affbfe924293789a7d138337b19b22905a96af53e507485511cef47265843,0.014
2022-06-15T04:56:20+00:00,0x046b66e865851c8a6f37aee519288d3480ae31b063bb0f23c100c058967a040f,0.3
2022-06-15T23:20:22+00:00,0x046cf7d3353631a9439a6b6b9ef49c4beb77f59608b6fc188a6984fb3b15b8d5,0.00899
2022-06-15T13:01:10+00:00,0x046ef3fe607ef5f9948440551bd856a3f630cd68e9b5c6d455aa84f6e6050545,0.0382
2022-06-14T20:59:48+00:00,0x046f59f081bf2f54d15ceff679d62cdf3ae2ad55ace302392a2ce9dbc08548eb,0.0129
2022-06-15T01:34:03+00:00,0x0471504a40522b607644d146e79262aeb765719e45cfef3f2072a6e20dc65c2c,0.0098
2022-06-15T15:31:29+00:00,0x0471c83b9d099ae8c7eea5c2908b0254abaeff17011f4a6de5999bdd7f856582,0.039
2022-06-15T13:56:10+00:00,0x04747d42329bb2be8d44fd7e9fc30750b56d2ad0b639262c6230a209423ac49f,0.29
2022-06-15T11:47:17+00:00,0x0474b8f428e5c525bf5b822682e584731529feb3112f6d127a86cfdd23613000,0.015
2022-06-15T15:07:53+00:00,0x047548ef6d9d3f34e82539843f9f32178ce1244e760be52f1ecaf1d6adedb50e,0.129
2022-06-14T21:32:05+00:00,0x0475a75da3cf175006e9839b60f35b4c611565304d7214f7ffe3f7271e6e1d4d,0.16
2022-06-14T23:17:28+00:00,0x0477dd5f41bfdfd7eadeb23440f954bdb6049a5bad0001aa774a749e334f5ca4,0.00469
2022-06-15T01:14:45+00:00,0x047e32a339d438b1acd9b2f0614921798e2182f3968989e121287678d2e707bc,0.198
2022-06-15T05:17:38+00:00,0x047f8a47659f602156685bd72ba57b82aae054f5fcb3d1e36450d857a2806696,0.08
2022-06-15T03:22:12+00:00,0x048652f346e3f2bbccb52cfcd91ceaa5c788a5f6ce454a03ea89300227870bad,0.0069
2022-06-15T14:38:25+00:00,0x0487b0edec4005e5634fb0a60c7295ad426fc66a68aa05ec2c68aacd8c94d902,0.13769
2022-06-15T23:05:53+00:00,0x04882ca0fbb10f774ba0919f9247a1e664076d9bc4d11064f94ca45c0eed30a0,0.005
2022-06-15T21:48:38+00:00,0x0489a0cd690d8e9ae15db72696a6f2bea8dc5e367047be999ab8e7b2e5ef72ec,0.369
2022-06-15T22:43:03+00:00,0x048b689f2495623f814bb7fcefb6678720cd45904141e1b84d2a7e8059804bae,0.69
2022-06-15T17:34:09+00:00,0x0491e3a1a86a08c21413c55860aff74b60aa0ed1a93febae59c1e842c58e5295,0.013
2022-06-15T22:09:30+00:00,0x0492bb2fbc8bc7118e63720a88a9b5778271a4273b7032f3be0d47ae42e4ce59,0.239
2022-06-15T07:06:06+00:00,0x04958de6ef64c12dfea58e969cbc2f631a7d961145e2288de76201527176dafb,0.029
2022-06-15T22:59:10+00:00,0x049a2866c9afddb740895b931c3076ee7168442030540440517113f2eb6fa7aa,0.035
2022-06-15T15:43:22+00:00,0x04a15e4d0903f41d4888bc1652657da070c443cd616a67a7a988d467ad0d30ed,0.129
2022-06-15T21:25:54+00:00,0x04a236cf2401a26cce2f66b0ee3320405b4d61f168900fc7358204cda026049a,0.016
2022-06-15T20:35:51+00:00,0x04a65dd1fd2c5879734e512565a6d860308ac39c13e716eb5e598ef0f6a6b4e0,0.04
2022-06-15T19:01:21+00:00,0x04a9eae7748e580716f5b1a9383576052d473ddc56a64c54413e7360c1c3ba62,2.2
