block_time,tx_hash,original_amount
2022-06-15T02:35:15+00:00,0x00a5eae58d96390b4391d527922c8bcec835d670eb774ed3df04db2e5deea140,15
2022-06-15T20:06:39+00:00,0x00a6ebecb5a5fbb29ff798eca6fc99dc3896c99642862a46f3993571e5a0773b,0.5
2022-06-15T20:03:09+00:00,0x00a850726c8abd7321e33fcf147b5a079f91494949bb8beb5eaa97a9bd0cc8cb,0.12
2022-06-14T22:41:48+00:00,0x00aa818757895ad5bb6a4589d1c392643a77be9f4c42ff114735e9548fc10718,0.029
2022-06-15T03:34:39+00:00,0x00aaaead85262bcac77df3d18dd2dbadc68ff7982ca9ad2f00db851f54826950,0.85
2022-06-15T22:27:40+00:00,0x00ac4ddb985ace3488971f8a1b2e2d2e9203a0fd684821efa3dba6ae90c4f8ca,0.1394
2022-06-15T01:10:44+00:00,0x00ad3b26e12aa9149bbbeadbf3d9dd6cca81399cdb484bcc29d4377a63767f80,1.0699
2022-06-15T17:37:58+00:00,0x00b015088c58d95fc6e27a6a326299520301e87cba37c22d67737d47bb3494dc,1.1898
2022-06-15T19:43:42+00:00,0x00b1f1db53ccb033830ffd679ac872e1597037c0990e762a56a89d5eace0f2aa,0.0599
2022-06-15T11:16:56+00:00,0x00b39d4284a903a449077325da5d11fecc0910078a06a0510d51eef76f124961,0.031
2022-06-15T10:35:47+00:00,0x00b4750ca2fb54f0089ac6ab8ddfb2e9c39401bf9cac6b93ebf860a906a3c263,0.0285
2022-06-15T16:36:13+00:00,0x00bbad30f58330d7f45d42cea44c53402e7731c9c5c70bbbd1db199b47d46d32,0.041
2022-06-15T02:21:41+00:00,0x00be0c187e2cd11b46a099795de98751d746d4570726927d430c7ae6450e4ec6,0.0178
2022-06-15T09:54:27+00:00,0x00c16cc0b58b9ccdd79cb4ffc8e76ec27e290416acd3c2d45b7b6e9bcd2d37c9,0.069
2022-06-15T10:26:10+00:00,0x00c955d39effdddb483cd5f83bfd8288c4bc9b60333e039ea9e468e1008922a3,0.6
2022-06-15T17:46:09+00:00,0x00cda4320f9ea46c422fc2044d210df1827de6230e8ab405c4af79ac476413c3,1.5
2022-06-14T22:54:10+00:00,0x00cfeb989559d39241df42486f048dd36cd3ca0dceb5d8f570034bc3f6996b50,0.165
2022-06-15T06:31:41+00:00,0x00d469f04c4585a661c2f911be8fa5047a545377de14bd7da06daacf8bb8ccf1,0.027
2022-06-15T08:56:55+00:00,0x00d4a66f3d90a86c0dd0f91cd9c5b8b0f28b954718e11c390c2a21bf0dc6c311,0.105
2022-06-15T21:23:20+00:00,0x00d90750f5c895bd6a9ae262c9ceebef7655cbf1527251d4dbac85e1955ee24f,0.09
2022-06-14T22:07:11+00:00,0x00dcfa9e9c6c535f88986a6825b4cc05b4e292634b63e3d41b5ae38dd5724731,0.0089
2022-06-14T22:55:06+00:00,0x00eb36bb95f8fb912840800067d5b1d8255643e21fee423b262f7180ca0a4cc8,0.1939
2022-06-14T21:33:00+00:00,0x00f0697debd2e10e1a847e1d5e72f599932de76f1a34295732d3789add235606,0.013
2022-06-15T14:24:07+00:00,0x00f1b19b422604d4854ac47df8a003ad21142bba5ebfd0dd10baed3b25fb0f5c,0.13
2022-06-14T22:03:03+00:00,0x00f34a6ba8afc6e107fb29df072c1c3a73d92415394f191b6b231e535ef57f9d,0.0054
2022-06-15T09:16:48+00:00,0x00fcf57ddea9a27c36294498c5afbb4c0c87e9b570cdabfcc5b169c082a4d06f,0.189
2022-06-15T23:32:45+00:00,0x01020562356ea18c8b5ccca705f6a88a5a8492c88affa21ca848814550e6b628,0.0358
2022-06-15T20:27:19+00:00,0x010300d8e193e0c58e4f322db82bfa6fd849f7299a916d2d188722da3c7b7914,0.12989999999
2022-06-15T13:36:12+00:00,0x010795e9fde80fbf5aa5352289a212362041b063d2c135ae1aadadb77a21ba2a,0.038
2022-06-15T05:49:47+00:00,0x0109303a311fdbe0b2b0a46be51edebf5966592a9d7c23adefda78c51441e4f9,0.025
2022-06-15T11:36:40+00:00,0x010ff27850326efa6de5f88c2c256a5dbb9363256e342ac82b5b4411c84bfd23,0.399
2022-06-14T20:28:05+00:00,0x0111a773d5a5f1594430c9798a6d8b672e2fa113101ecd5487e1773008ecbf35,0.0111
2022-06-15T22:28:09+00:00,0x01133269ba14ee769b2ae6eb0477369344250158f54a3f302de54488d221847b,0.008
2022-06-14T22:00:36+00:00,0x0113c4c9119db635f045c69dd426e7c0b4df2601b08e551ab397f8324cf27930,0.025
2022-06-15T06:21:06+00:00,0x0114a0d566c651ddd67e7f97c09bbcdbfe2159502ee9519412df0f9c271f9045,0.25
2022-06-15T18:11:30+00:00,0x0116e6fecbfba6cc1b087063c50c0b67716482360ed9f9d5ca679ebfcd4ad678,0.097
2022-06-15T03:03:31+00:00,0x0116f7b98eefc49836ae9df480ef68523b18a9edc113a6dc7de8e2b5de5903c0,0.035
2022-06-14T22:15:25+00:00,0x011ec2b6fe26622458733a96f15e4d28cc3679ad855ca5c918fbea825cd9148e,0.039
2022-06-15T14:17:41+00:00,0x012587feaf4702969266943cb1997aedb345c3c377afd2fde51012991bbb64e3,0.16
2022-06-15T02:19:53+00:00,0x0129f2e07aa0f0da7fd28f28f190b9b425a72ad70321fd398cd8a84beda9f257,0.23
2022-06-15T01:21:49+00:00,0x012a1d0094143556583a2ad8bdebd3d3bda9fe04ec49889b763fdcd66770bef5,0.14
2022-06-15T14:08:21+00:00,0x012a78358cfff7b766cda6329794df5a4ef8af3db42aca4191df7a17c2ae0aaa,0.01
2022-06-15T16:23:18+00:00,0x012c04c9e5fe6cfb499daeece638f7ab6844c8dc46f31ceea07a0ed8dd205c81,0.31
2022-06-15T05:06:47+00:00,0x012e89c366cb5d3b8343c5d741c7cc065e4e296a967857d8e8607207e6ba1744,0.0249
2022-06-15T13:11:21+00:00,0x012ea070eb8e5142799662750c9a2203db60d680cb0bcf91645d2b01830891dc,2.6
2022-06-15T08:00:18+00:00,0x012ed307e23c1ebe079ca6d3a9b5167549960456c71db5920c3aa347fb35a56d,0.609
2022-06-15T08:32:13+00:00,0x0130882185b8dcae8bb95c7786a1d7d9475e25cd0c87d3a6afa82a6e651f3a77,8.5
2022-06-15T22:01:30+00:00,0x0130c576b464df0ebf2cd80ba654aadb5232f91e4a700bfd41769638af907a77,0.144
2022-06-15T04:30:04+00:00,0x013332f1bbd233c7a68282f3a844a514242b3ee47b71599d9cb57787453a4917,0.0042
2022-06-15T19:45:16+00:00,0x0137f078d4321e6020791c83cacf69583cf59eecb4f9258df2784abb0184f345,0.06
2022-06-15T11:06:47+00:00,0x0138b780c83cfb3cac59da8951fbcfa6d7f952c701050b679e816d9eaf57815e,12
2022-06-15T17:05:22+00:00,0x013910becaac6431bd7f5f53a68376abf83f86d799f27679c0a1148cc9b0289f,0.13
2022-06-15T01:56:35+00:00,0x013b0e10864ae395c85770498fc45c61fa2b8b6a9160ac95ff1bc4bb45451cdb,0.85
2022-06-15T23:10:29+00:00,0x013bb3398d82165a7904b270dc0764bda305044375fcd6fce95d561ba6a52ebe,0.48
2022-06-15T20:27:19+00:00,0x014033d487710cc7ce63a2dc630213e3635f1645bb909fdcfa52e31183ab8625,0.08
2022-06-15T16:33:50+00:00,0x01453db1cedebf032fe0a3911c0bab9dbd98736b9e7566dcaa70ece3d884b5a9,0.13
2022-06-15T09:49:35+00:00,0x014c83130581cc1e3860898e1bb2a3b66afa8f41dad032050f4d1108fdd9962e,0.139
2022-06-14T20:37:07+00:00,0x014d7d9b0318b71f534d1fa7e43541976e45be22893e6c6d36dafc7e2a38f2af,0.014
2022-06-14T21:15:53+00:00,0x0152ff66bd61010b48c896715343be6167836910ef3d03a6dad8bd38da980459,0.0033
2022-06-15T16:09:48+00:00,0x8c6e3069cc3e1f72854ab1d2fd94e136ca7b79422c1c1b88686474e27085103c,0.022
2022-06-15T15:16:52+00:00,0x0155d56151ddf521b39bbf9a0d879a95de180d12cd964c6c3dc67073d520e562,2.1
2022-06-14T20:53:15+00:00,0x01564803e04972f59a1a4104c8f99831dbeea2990eb6953183cb47282b717837,0.119
2022-06-15T01:09:52+00:00,0x01581acfd6694d094132f8c7d0ce27f76ff7855eabe4f00c7208213151c40fde,0.032
2022-06-15T04:28:56+00:00,0x0158939fd65bb9c176ee3e893fee6f7776eeaf5c53a77b18e314945d21d37265,0.04333
2022-06-14T20:30:14+00:00,0x015e5a2654f2fa3ab79f4bf0552f9c255d4fe479696c8d0f9bd0db364f01d036,0.0129
2022-06-15T03:47:33+00:00,0x01683f9693a60540f3f2b10c8b7e8f4e9329e5fd8a0a60a9d1f52e166c5826d4,0.038
2022-06-15T01:37:42+00:00,0x0169ffb8883718b01ed7e577aa8791896a0f6c63ac2db2361e698d2d2fddd816,0.075
2022-06-15T23:25:18+00:00,0x016fb9401abc8adda1422b8af0bc8c526f18cfa31fe4c314aa9b72d37779ab45,0.65
2022-06-15T01:56:36+00:00,0x0170e7fe86ebd69240dddc68a35271aa5b8e11cd02f8e2578b2fcd769351f1fd,0.053
2022-06-15T14:05:00+00:00,0x0171dcef88a680592dc3ad17a6b7f5782347355ebe9c05b7c1f5e987d44ea91a,0.1825
2022-06-15T14:09:12+00:00,0x01769e4dd2c1b98da0f3ea42a3bc379d7e4da4c01597138e921fd725e1fd1f6d,0.091
2022-06-14T21:39:25+00:00,0x017ad85e89fbb7d1969c35cbafddbb6edf5b6049f6fef35d95e2ee152aa5ad4d,0.0056
2022-06-14T20:46:53+00:00,0x017ba60ca06a79e597eadd370052378364338f06ce61a5139e3733f2dc1c00d6,0.72
2022-06-15T15:58:30+00:00,0x017d9b266ce87336a41c8e5f3cbc1652c7bd1531971755007f705de1c9576597,0.049
2022-06-14T21:08:07+00:00,0x0185320f36da97d92669438a3a1b40e83df1d90589cc96ba0c40d40aa3d2f7fa,0.028
2022-06-15T18:53:28+00:00,0x0187597f5e46b5beb7d8d0344d0da4ff4bf51abf060135ad9052674f3bd8daa3,0.133
2022-06-15T22:19:20+00:00,0x0189a48594e3888fb6f2ad3e671ce09b6fa3652d2bdbca680b9ff6d9f8aaf0c2,0.11
2022-06-15T13:25:29+00:00,0x018aff78542eade9ff107ca94bd00d1a9cf28d1685f5df0a71361c29b15a188a,0.12
2022-06-15T22:10:07+00:00,0x018cde8f789d5347b0a1455c3f331388539fc19c68275f35a5277e6795e121e9,0.115
2022-06-15T16:38:49+00:00,0x018d3043afb7e67f1feb770d52802485891f1708bde9e54f457a87578c0b89c2,0.0099
2022-06-15T02:16:47+00:00,0x018d9983cc9c025de9f9831539e81603f1ba2076109dc9b661896986044be36b,0.099
2022-06-15T03:53:17+00:00,0x0195ed18070d2c66304d3f71c22a63ef1d2426ea33cee7f5c2e009176ac7077e,10.22
2022-06-15T14:31:21+00:00,0x0195f9773a92babd04ae72e379bf307b4945a7bbfac4209305433cc5443c42c5,0.045
2022-06-15T14:39:44+00:00,0x019eadbb7bc3fb1f781353dec208f14039cc4e7319d744bc96af5994719eeb6a,0.0124
2022-06-15T11:09:11+00:00,0x01a061e94325c99053e6ddc0c05b3a0200f7ef04e0ac694e90793ca5fb1d7610,0.1
2022-06-15T01:27:33+00:00,0x01a0fe9dfc2fae383d81bcdf896cfbc6e4dc4853f5a8793b9d993995ac27680d,0.0094
2022-06-15T21:56:40+00:00,0x01a30d4635b59380fa4775e58a020384354f82543a8f5ad914d8dd6872f65331,0.32
2022-06-15T05:11:34+00:00,0x01a48743f46051b360edfa42a25564d7477bed1969871e4a4689ba0ae9f538c2,0.1387
2022-06-15T18:42:10+00:00,0x01a74de6960a44202bef38998472a76ec4e2eb2f19b2e4c9a231622810718b3f,0.69
2022-06-15T22:45:39+00:00,0x01a9d646683da58d4aefcea10931699fd983ba7bfa310742c2bced28ef758a76,0.042
2022-06-15T05:31:54+00:00,0x01a9f325e6de5feab6488b41f28a60baed279600dd63d66c0e6eba71235c2329,3.25
2022-06-14T21:27:54+00:00,0x01aadc3ba6cf136f597af835e25e229416d94d0d745a70922964056621415a88,0.007
2022-06-15T02:40:06+00:00,0x01abc56d7cfbcc86b9d41e6a6951216fac68700e14fa946c7888eb009c017a26,0.01398
2022-06-15T20:32:20+00:00,0x01ad9448af388b00e4d71b5377e95faf0f53ffa2d2b8d5452980bd56d120aae6,0.19
2022-06-14T20:18:12+00:00,0x01ae036036ebb39771b903c9574b024be4307843af00921cf52c101946d37a22,0.019
2022-06-15T21:31:40+00:00,0x01ae49ea3ab120f164ffe54e2b158ce85882fae586f7a241891a16554da59492,0.033
2022-06-15T20:55:00+00:00,0x01b078526427ffee9affc7c468fe6d874eea375f1eb119bac2f06846e67e0301,0.0449
2022-06-15T02:03:20+00:00,0x01b0e3aaf111b00483009b13aa7e7139e9acfe4f64427e748ec80ae84a4f6530,0.01666
2022-06-15T16:22:34+00:00,0x01b13eb6944a01aeab4aad4c2d5368caea9c49e7f5352b2d7b5aed54a3eae8ec,0.02
2022-06-15T05:14:56+00:00,0x01b307993845d23576208210d30cd6bc9cc39a55e91e5c8b2f13d07ba85c1d28,0.13333
2022-06-15T20:22:18+00:00,0x01b30e1ecd3844add193081bf8d160f30ddd88102f5f770e13ed122235e9bc0b,0.395
2022-06-15T07:01:23+00:00,0x01b3cec9a58faf2b2dd4726e43a7a9538125b169f60bfe7941eeebbccc5a74e4,0.1289
2022-06-15T01:21:49+00:00,0x01c02d5fa142eb71a8a066ebab7ecaed27122149a1992fbab600a3d36338287d,0.069
2022-06-15T07:46:28+00:00,0x01c03164d4a227ce1d6b7f324b210dac9cd2b59dacfdfc668bfd3b7b2e563c43,4
2022-06-15T07:36:13+00:00,0x01c2e5f3544264f638148f6057a7260ea99682e226fee9acca5439eeba6c2f4f,0.64
2022-06-15T13:12:00+00:00,0x01c434ab912deb85c83c883d1f940cda7fff00f25c9d2c5d2ab51d2e85a3038f,0.04
2022-06-15T22:21:47+00:00,0x01c8458a86593d83e3969851f1a3aa8ea7cd2e1707827f21ebea2144cafcd6a0,0.0192
2022-06-15T23:34:36+00:00,0x01cd865d77c5c46e7094527abbdbbde918beee0c8dbeda186d8ed942f2c6d5bf,0.17
2022-06-14T21:36:29+00:00,0x01d30610b65134135d7278ab87f96059b203baf33aa1c81f4b5a4f0c00344f39,0.0039
2022-06-15T15:53:02+00:00,0x01d6d1037c3b310e8f06fc904ef0c0b072d86ddd2c1a0747a335fb483a84ebd8,0.09
2022-06-15T20:49:07+00:00,0x01d945596ef8038f19e880d557e67e9ec94795a71b4b1fb29a1f212e6563d55d,3
2022-06-15T12:35:33+00:00,0x01da15997d02cfad5fd4e5857f9ba58cf918155070df77c66f7fcea921f01439,0.18
2022-06-15T01:14:57+00:00,0x01dfd9c8836ac423852eef32161fb38d59692e90519e09b3fb9a8dfbedd3ddc1,0.012
2022-06-14T18:39:05+00:00,0x01e80be835364f4f55448c35a731411199f53a22d9811f272fc0f02aaf65a552,0.95
2022-06-15T12:56:48+00:00,0x01ead270ea019a879167eb83709612d88d80109426b883b8a3bb9bfd2d6c784d,0.7
2022-06-15T14:56:08+00:00,0x01ecd14462f75387c8ea89089f6a77651d87a01a35818fcafce894b5a4b3e82a,0.1348
2022-06-15T17:12:26+00:00,0x01ef3cb6c859563eb717e7e1297021203f4085da665b38861c7ba21e409d13aa,0.145
2022-06-15T12:14:04+00:00,0x01f44a7c1d0ccc81e80f194ccb1cd1f93d7f27f075c951d4cb323a754dcec123,0.05
2022-06-15T16:15:07+00:00,0x01f55ca8634bf8086e5af6062e7a3ba897a153e574ecf807998c271d5ec44fe3,0.017
2022-06-15T16:36:13+00:00,0x01f8c20a77b5545d4dde32d523a5eba11afc7cce7fffac23a97858fe09927c2d,0.4
2022-06-15T06:09:45+00:00,0x01f924dfe7e8d24bdaf256894fd05014defddef02d362588496f8d083ef48e0a,0.099
2022-06-15T14:08:10+00:00,0x01fbbb06fe877ff939dceaf22a74916b7d00c169f6e769775cf183db53562793,0.26
2022-06-15T10:41:26+00:00,0x0201e48de5bbd47ba9e9073ffa6128192c34aa5e6c480d96ab3574eef00bfbf5,0.194
2022-06-15T16:54:46+00:00,0x02063e7dd41f006c2d2aff914d62f83b75ce38114f5275644f52313b68e3a3a3,0.0439
2022-06-15T16:01:16+00:00,0x0208a26dcce1942496fdeb364a633ebe1c3f988f28dc8530f904d4bb676aef92,0.08
2022-06-15T10:12:33+00:00,0x020df32a8dfa11d1b8bcc8c3f6f6dd388794165f1a9a2b3a311f7b9efb71000a,0.74
2022-06-15T02:00:18+00:00,0x020fdbe1fc5903dc3bdc8010d73ad5261cec64951c6ed38332ab2905b3c66a48,0.0478
2022-06-15T06:03:27+00:00,0x908277341ed2b0f5b4ef127951a173dd68b56ecd7c8ab903d237aa3e7ad6f5a3,0.104
2022-06-15T16:35:21+00:00,0x021571f10de80eed540fccc2e88be0bdb88bf4f7f49dd5ba9f535eaf361e06d9,0.11399998
2022-06-15T00:36:27+00:00,0x021a66354f3351fcde4428918311b2ff93bbf34ed563898dff2ab1c761991fc1,0.0585
2022-06-14T21:53:13+00:00,0x021bf983bc5ebe060271b8eeff2b98ffa8b54b77f707acbec2f19db0e9e19e45,0.01149
2022-06-15T06:33:52+00:00,0x021d852fe225abf62e26c0f52d84f3f88a214c7bef2d7ffe998477c3b3cd6fd9,0.178
2022-06-14T20:11:14+00:00,0x021e6165dc52c8af745627b652182e0baa56b4c246d87bfd4823edca21eb829a,0.015
2022-06-15T20:14:50+00:00,0x021ec0fc417732bdb7aa58ef3aed2a63e3dda554ac820d640bcc548098362105,0.24
2022-06-15T04:23:16+00:00,0x02226445e7371e1ac88fae4c001df4b44c795bb576fd13c142007011144aa947,0.002
2022-06-15T12:03:45+00:00,0x0224ab3e0c65cdbf5b7bc0921d8e0350ef944a632b0d0f4715a07d22f244967e,23
2022-06-15T02:24:29+00:00,0x0224cd1fb89fbd1d11222a8eaf20583b72a768a5fffe10d0802d6a02bde8c22d,0.055
2022-06-15T15:41:35+00:00,0x0226f5373181f904059a58674b0eb556905492b84c890f4cfdf9c64dfdd98a31,0.1229
2022-06-15T22:22:37+00:00,0x022cd8fa03ff7baa784b3cad02bdcfabea873874641a7b812a8a86f53b7f39d8,0.143
2022-06-15T23:59:53+00:00,0x023214214a95fc613c665993346211b11bc249540e5abc01fbc589f3aaeec0a4,0.18
2022-06-15T13:41:29+00:00,0x02332d6480e8092727c132130581bf99efb350cd84bf43462124cfc667e4a6c9,0.032
2022-06-15T19:33:18+00:00,0x02340ee066a220e01329745795eee9fc73fff39ab3beba6397bd633df0ef3cfd,0.035
2022-06-15T10:30:47+00:00,0x0238d322967081c677892f605ff2b7a8c88bea7fcdb3456be1554892a21e0692,0.11
2022-06-14T21:48:37+00:00,0x0239947eb525c272c372caeffb817213fc81a4fa858ae14e75ca32eaeb2f97cb,0.01
2022-06-15T10:40:23+00:00,0x023a538de13ef6f553b189595bee25fe6559d21298f905c8674ad28e9f43819f,0.11
2022-06-15T23:51:33+00:00,0x023c2413268b7e82887c5d77b0fa4ed12d0031910aeade81ff65b84a58f96db4,0.33
2022-06-15T17:04:52+00:00,0x023db1d30475c79888f8f6dc6346ae3e1e2076e5f86174ced38369700171f696,0.0098
2022-06-15T10:34:38+00:00,0x023e7ea63e928329f72e9d31505637d268b4525478ce7f6457a5bf5deda92282,0.118
2022-06-15T15:52:05+00:00,0x0246d7474f4dd1ad1ceffd8d0f0f2b8c00866c94c0d6255e98b28ad875a71655,0.111
2022-06-15T23:26:47+00:00,0x024847217dfd4accd31dfb2b0b00bd1664b792c40d2ddbbb62760d90f422edca,1
2022-06-14T22:09:20+00:00,0x0248c6305fbf49aedad19c8f633cb505e456cb9cebcfd25f5138b641f860ca2a,0.03
2022-06-15T18:29:13+00:00,0x024b2c7aa6878ac6390d6e126e8c11c53a7d7ec55b3e5b7fd5f2435781605cff,0.042
2022-06-15T10:35:47+00:00,0x025036b73055ced1fbf06733d6595b9e8bca64ded2b776c3470d83726f443a36,0.78
2022-06-15T22:53:54+00:00,0x02586d96a1bb98e06e10215a5da8d747551976b61d338d298bb7b0d0fcb46562,0.0285
2022-06-15T05:17:02+00:00,0x025a922159229c1b4582740cbd70fa5902788e26f6e7b2a1717a77867f1d494f,0.01
