blockchain,project,version,block_date,block_time,block_number,tx_index,evt_index,maker,sell_token_symbol,buy_token_symbol,sell_token_address,buy_token_address,token_pair,sell_amount,buy_amount,sell_amount_raw,buy_amount_raw,sold_amount,bought_amount,sold_amount_raw,bought_amount_raw,sell_amount_usd,buy_amount_usd,sold_amount_usd,bought_amount_usd,effective_gas_price,gas_used,txn_cost_eth,eth_price,txn_cost_usd,project_contract_address,tx_hash,tx_from,tx_to
arbitrum,rubicon,1,2023-07-05,2023-07-05 19:20:01.000 UTC,108210023,2,107,0xc39b9ab99eb40182938fdebb3f8457145fe40e70,USDT,WETH,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,USDT-WETH,175.034697,0.09276908894670463,175034697,92769088946704631,175.03469699999997,0.09276908894670463,175034697,92769088946704631,175.20080492745302,177.3837749749939,175.30302519050102,174.37341803867338,100000000,10963624,0.0010963624,1912.1,2.0963545450399996,0xc715a30fde987637a082cf5f19c74648b67f2db8,0x06fde2b2dc57824f49abe76aada33c6462924fc4a3c4759246ba8b8d1204a175,0xde4de639d699a66f860814468298639c49e4f778,0xc39b9ab99eb40182938fdebb3f8457145fe40e70
