blockchain,project,version,block_date,block_time,block_number,tx_index,evt_index,maker,sell_token_symbol,buy_token_symbol,sell_token_address,buy_token_address,token_pair,sell_amount,buy_amount,sell_amount_raw,buy_amount_raw,sold_amount,bought_amount,sold_amount_raw,bought_amount_raw,sell_amount_usd,buy_amount_usd,sold_amount_usd,bought_amount_usd,effective_gas_price,gas_used,txn_cost_eth,eth_price,txn_cost_usd,project_contract_address,tx_hash,tx_from,tx_to
arbitrum,rubicon,1,2023-06-21,2023-06-21 23:34:21.000 UTC,103583510,1,3,0xd4a3019471e363c12e6a7014e097ba148772a8b1,WETH,USDC,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USDC-WETH,0.0022,100,2200000000000000,100000000,0.000001,0.045454,1000000000000,45454,4.16988,100.0059,0.00187394,0.045400682458000004,100000000,681613,0.00006816130000000001,1895.4,0.12919292802000001,0xc715a30fde987637a082cf5f19c74648b67f2db8,0xc754787cf1ca3e5fe85fa9e5e1efe55d09a1f462eee7523cbfa0cc0b0ad983a2,0xd4a3019471e363c12e6a7014e097ba148772a8b1,0xc715a30fde987637a082cf5f19c74648b67f2db8
