blockchain,project,version,block_date,block_time,token_bought_symbol,token_sold_symbol,token_pair,token_bought_amount,token_sold_amount,token_bought_amount_raw,token_sold_amount_raw,amount_usd,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,tx_to,trace_address,evt_index
arbitrum,rubicon,1,2023-06-22,2023-06-22 14:48:53.000 UTC,WETH,USDC,USDC-WETH,1e-06,0.045454,1000000000000,45454,0.00187394,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0xd4a3019471e363c12e6a7014e097ba148772a8b1,0xd4a3019471e363c12e6a7014e097ba148772a8b1,0xc715a30fde987637a082cf5f19c74648b67f2db8,0xd8360d1c435e78ccb4dd69a09a86fcae9cbfd03be22880f375bc63f945f86105,0xc715a30fde987637a082cf5f19c74648b67f2db8,,9
