block_month,surrogate_key,tx_id,outer_instruction_index,inner_instruction_index,token_sold_amount_raw,token_bought_amount_raw,token_sold_mint_address,token_bought_mint_address,project_program_id
2026-09-01,444966532000001103000003000006,4oRCcvBC5dNnYtGCryEJhnzby1rwbAMwgMfdCk9G6YfkhMj3afrAant1rKkCQ193HWL2ma1hmmDoX8MvTKXa2VGt,3,6,94401,66704296,So11111111111111111111111111111111111111112,21Dt6Ne2tQ8wQ5j6G2zahtF1tskJqRmtSaaSwXjyBJVz,95512Hcjd8ZkjyYninGBBuhwsLrA5sF3Xto8ehtEwyXb
2026-09-01,444968268000000320000008000000,2Tnm3Sbi7MXjLu47vMLAUyVLbKP98uw2pJ4RVHEKPsaJXocjGoaJSgy8kvBjewFAtFb2GMThpT5GRvFJhnijTvJk,8,0,93060000,3226313934871,So11111111111111111111111111111111111111112,FDrrFJ4wbrKmiwj3eXWdbJGxHNBkpFhjwDQGqigJtTNw,4RiXh1mVDJGXbZB5dNo6K23irTg7Bt55czu1HEzRq79X
2026-09-01,444968228000000553000001000000,3spEqZqFzsMRnFRxa2zQwUmSwNKGPEF48JULd9Kc6MzADE2mqLHcuAyQiBCeXBEmvDBSHfuyEaLGFZGYsQHBSiP5,1,0,300950584,3440294571,So11111111111111111111111111111111111111112,eL5fUxj2J4CiQsmW85k5FG9DvuQjjUoBHoQBi2Kpump,78sBWyimVhLumzZg1bdMD6ogGig8QpmgYZqCXNyMxx4z
2026-09-01,444966738000000938000004000012,4NSSkyueqBo626LfLL7k9odHTyJm1M6KJAXUYq91f3hgeTda4uX7H4uTrkH8eU4rSkhMZNQH9XzcR9eNZSYQ5ePZ,4,12,4962351,520659,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,58oQChx4yWmvKdwLLZzBi4ChoCc2fqCUWBkwMihLYQo2
