tx_hash,evt_index,contract_address,block_time,maker,taker,taker_token,taker_symbol,maker_token,maker_symbol,token_pair,taker_token_amount,taker_token_amount_raw,maker_token_amount,maker_token_amount_raw,type,affiliate_address,swap_flag,matcha_limit_order_flag,volume_usd,tx_from,tx_to,blockchain
0xec47737ecba7ea53a2aa7cc9655820979b1acd3b84c8b86e83c8db3719d8ac0e,254,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-02-13 1:34,0x00000012556e6973776170563300000000000000,0x246ae3f021558d4bbe4b47f9402039dbf4ba83ed,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,WETH,USDC-WETH,25.929659,2.59E+07,1.72E-02,1.72E+16,NewBridgeFill,0x1000000000000000000000000000000000000011,TRUE,FALSE,26.03902803,0x246ae3f021558d4bbe4b47f9402039dbf4ba83ed,0xdef1c0ded9bec7f1a1670819833240f027b25eff,polygon
0x1e75bb251fc20f213c78a7903c3930f872937a70e16b9f162cd136e3854942e5,241,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-02-13 1:49,0x00000002517569636b5377617000000000000000,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,0x311434160d7537be358930def317afb606c0d737,,,40.668703,4.07E+07,,1.52E+20,NewBridgeFill,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,TRUE,FALSE,40.68456379,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,0xdef1c0ded9bec7f1a1670819833240f027b25eff,polygon
0xdecf37d406a98d7e0a12eb71f3987d8b3d544a6f0880d20d17a362eb442b6251,242,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-02-13 2:27,0x00000002517569636b5377617000000000000000,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,0xe06bd4f5aac8d0aa337d13ec88db6defc6eaeefe,,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,USDT,,,3.87E+20,2.37E+02,236635641,NewBridgeFill,0x1000000000000000000000000000000000000011,TRUE,FALSE,236.8732232,0x6bfe2cfb1202d935d069465dd93123a54dc91cb2,0xd1ca1f4dbb645710f5d5a9917aa984a47524f49a,polygon
0x86274b1c17de97d6dbfcd9d7c7fcd13a7765a9ec0875e2bf0e5b0b84df7013ba,102,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-02-13 0:19,0x00000002517569636b5377617000000000000000,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,0x311434160d7537be358930def317afb606c0d737,,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,,,1.50E+20,4.18E+01,41829219,NewBridgeFill,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,TRUE,FALSE,41.85544592,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,0xdef1c0ded9bec7f1a1670819833240f027b25eff,polygon
0xd448b8363112d52b004c56b91c4a0fcf6f650bcf6724a81bd321f00b5fbd5a91,81,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-02-13 1:50,0x00000002517569636b5377617000000000000000,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,0x9dbfc1cbf7a1e711503a29b4b5f9130ebeccac96,,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,USDT,,,2.00E+21,2.92E+01,29195212,NewBridgeFill,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,TRUE,FALSE,29.21599899,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,0xdef1c0ded9bec7f1a1670819833240f027b25eff,polygon
