blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_bought_amount,token_sold_address,token_sold_amount
bnb,DODO,1,2021-12-08,0x5a3656a980ff18ea51639ec55b909e06c05447296ad41234cce2a6504e7e3cd1,555,0xe9e7cea3dedca5984780bafc599bd69add087d56,6499.127981081047,0x55d398326f99059ff775485246999027b3197955,6493.88249982855
bnb,DODO,2_dvm,2022-10-27,0x1b313c2256a8fe451949711d34dfadf49b33e6e49fa95564394c764f1fa10a96,138,0x4a9a2b2b04549c3927dd2c9668a5ef3fca473623,16153.846153846154,0xb5102cee1528ce2c760893034a4603663495fd72,804.7505008944851
bnb,DODO,2_dsp,2022-01-28,0x0adbde9ea212758528e872e94cd4056e77aae00d64a270df9cd10adef1a43883,185,0x2c30b4cb4b3001afa5b8c43c5a7ca548067562a0,282.61385074773614,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,282.357407285385
bnb,DODO,2_dpp,2022-12-18,0x5425c84608187bfd827a076b30760402987276fdcc5168b4b9cce30ac531752b,15,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,1.4460644851563125,0xe9e7cea3dedca5984780bafc599bd69add087d56,350.17016117475544
bnb,DODO,2_dpp,2022-12-18,0x8a13bf64a7c9b5db044f3771b6a654e822c37434f55d1e41d8b5a7808221835b,40,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,1.8608918052876906,0x55d398326f99059ff775485246999027b3197955,451.18801668480404
avalanche_c,kyberswap,dmm,2022-11-03,0x84e5d59b275a4b60aab9dc7df2242f2c6e42d2fcc9c9587c79cea8220e970dff,36,0x50b7545627a5162f82a992c33b87adc75187b218,4.92e-06,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0.005332742
avalanche_c,kyberswap,dmm,2022-11-01,0xa28eb7ae3eb1527496498c948cb035b3e794eb34ddf9a9d8c90ed7c96683d110,37,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,0.100019987,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0.100001
avalanche_c,kyberswap,dmm,2022-11-03,0xe8300e3cc176685d877ab349ec92f18d3c87ae0698eee15440a8dfbf16ad5d5f,30,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0.1,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0.005352886
avalanche_c,kyberswap,dmm,2022-11-03,0xd8a3a9f978fe822f1fb86facd9b83b527b6a3eb013e9d2c5dee569a267486487,23,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0.005396846,0x50b7545627a5162f82a992c33b87adc75187b218,4.93e-06
avalanche_c,kyberswap,dmm,2022-10-31,0xe117308188eacae373d283c22740988c404b59658a06526117dc75840348654f,57,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,0.10001,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0.099996
avalanche_c,kyberswap,dmm,2022-11-02,0x11df0325662d67346255f73d56a9f36839e21443f07ab814e16af78eeb887b5e,22,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0.005538062,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0.100088
avalanche_c,kyberswap,dmm,2022-11-02,0x554bde011ba7f0d774f433f81194cdb788d28d94a738d5cc81efa357dd41307b,26,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0.099973,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,0.09998
ethereum,Bancor Network,1,2021-07-19,0x00c78e18b2ff2f7da30364f421d7b32e026523d64d37617a8c5acfa94f8850a1,235,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,306.394926082191,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.45
ethereum,Bancor Network,1,2022-01-01,0xe3a7a76069d1109e9d4d13236ee746ce1cf5dbf9dcf430fde8b257f19a98162e,196,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,1991.31923775975,0xb056c38f6b7dc4064367403e26424cd2c60655e1,10000
ethereum,Bancor Network,1,2022-08-10,0xc470cc109b2fd341d5e155ef0a5b270d31e46320fec423616bfbf8e08bde1d89,87,0x4a220e6096b25eadb88358cb44068a3248254675,4.21008338989588,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,879.148341427923
ethereum,hashflow,1,2022-10-11,0x32cf4a6b5cc8f98c1e581c4c645c4e8a5509b524798789d9ba4d32e169c367f5,16,0xdac17f958d2ee523a2206206994597c13d831ec7,17911.421153,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,22400
ethereum,hashflow,1,2022-10-11,0xe4e4a36fba54da2aae2fd17bd783d448636f2a439f5ee8c65a6bd6b1a0015812,60,0x0000000000000000000000000000000000000000,1.3681194955173488,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1744.214319
ethereum,mstable,feederpool,2021-05-05,0x44d84fd2602b8cc6c8872f7c1ec1354b7265a8dde35c3099310298322f948ce8,393,0x4fabb145d64652a948d72533023f6e7a623c7c53,207366.593542953125079686,0x6b175474e89094c44da98b954eedeac495271d0f,207343.38432717659586164
ethereum,mstable,feederpool,2021-07-12,0x40a185a0e023931c764c9e0c367494ec0491ac1c83c104e52c0f80ec5eecf227,39,0x6b175474e89094c44da98b954eedeac495271d0f,14152.444151925737407389,0x4fabb145d64652a948d72533023f6e7a623c7c53,14170.8094
ethereum,mstable,masset,2022-08-11,0x251247062570a31c65605c5c022d0b6375c0e0a7f78ff846ed0194e6eb89d75f,48,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,1.48620013,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,1.49136326
ethereum,mstable,masset,2022-11-10,0x2a25f982c167701bb14fedab38e36db11b80e0df84415224a9b9358810abe5e9,20,0x57ab1ec28d129707052df4df418d58a2d46d5f51,97891.598255842626470327,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,98029.682483
avalanche_c,sushiswap,1,2022-02-25,0x82fd5a6540dce85d1e21f32f1c3caed449899345ef111576a17c2954fe0effc6,33,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,1379.137017,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,1373.864622043913288097
avalanche_c,sushiswap,1,2022-05-12,0x73e34eb697701cff1cd6f045855584d6cc7a8e7923d8e2f494a0ffba034500c8,116,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0.210377021755772039,0x50b7545627a5162f82a992c33b87adc75187b218,0.0002241
gnosis,sushiswap,1,2021-11-08,0x5071403049381a8e0a9b1859d933a4367ac95db0549597d615f11d8d6989766b,103,0xddafbb505ad214d7b80b1f830fccc89b60fb7a83,138.845996,0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,138.937452952743346786
gnosis,sushiswap,1,2022-06-28,0x73b7fc9d26042dc2552a014c6a8e138dedaabb3150721f538404a109f5efd031,9,0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,4.529829473199357637,0xe2e73a1c69ecf83f464efce6a5be353a37ca09b2,0.650820213174998578
avalanche_c,fraxswap,1,2022-07-16,0xa3b0a0511b2454fc1120234bee1c8d55b389fd18aeef5c7facf901ebbeb22347,11,0x214db107654ff987ad859f34125307783fc8e387,200.0,0xd24c2ad096400b6fbcd2ad8b24e7acbc21a1da64,1094.4001103042203
avalanche_c,fraxswap,1,2022-08-19,0x92ffa2b7400b5ce9f50561358c9704a93b4c60133a2cd12b22393cdcf0cf4d5f,4,0xd24c2ad096400b6fbcd2ad8b24e7acbc21a1da64,1026.1252914116867,0x214db107654ff987ad859f34125307783fc8e387,167.62804286355896
avalanche_c,fraxswap,1,2022-07-13,0xf57b7cfe775b4f21f74ed2c08d56eaceb84a1e9191f3c7d5097128b08ab7444b,9,0xd24c2ad096400b6fbcd2ad8b24e7acbc21a1da64,500.0,0x214db107654ff987ad859f34125307783fc8e387,103.83628889808516
avalanche_c,fraxswap,1,2022-10-15,0xe29a3bc86f7903618c9716037437256d8cb3bd37368f356e19c825d505b21616,4,0x214db107654ff987ad859f34125307783fc8e387,167.2033272898448,0xd24c2ad096400b6fbcd2ad8b24e7acbc21a1da64,1000.0
avalanche_c,fraxswap,1,2022-09-05,0xc0d3943d0fb158b7fa111a20ae64e81044161e6a1cabf819f64252980f81af3f,4,0xd24c2ad096400b6fbcd2ad8b24e7acbc21a1da64,1330.6397885530023,0x214db107654ff987ad859f34125307783fc8e387,215.93386151058667
avalanche_c,fraxswap,1,2022-06-16,0x17cc2def9d5869f604789dc0593af77b68fc6b51dd98e0dacf9f50d744d5d534,86,0xd24c2ad096400b6fbcd2ad8b24e7acbc21a1da64,1000.0,0x214db107654ff987ad859f34125307783fc8e387,228.50208340351497
avalanche_c,fraxswap,1,2022-06-16,0xc7973b9adc9c15c4b536ac3682344420b8e8e541e801e0f451a52f685a10d002,65,0xd24c2ad096400b6fbcd2ad8b24e7acbc21a1da64,1000.0,0x214db107654ff987ad859f34125307783fc8e387,229.28068237184743
avalanche_c,fraxswap,1,2022-09-05,0x608542c07700429cf096204f91a193341e40ae4059b7940d7eb5ad9f051836b8,4,0xd24c2ad096400b6fbcd2ad8b24e7acbc21a1da64,1052.0376768716717,0x214db107654ff987ad859f34125307783fc8e387,169.6623770097244
avalanche_c,hashflow,1,2022-09-23,0xb64cabc1fc83f1922a9bf1c315a6bf7e81530dc33b68be78871e61329884078a,25,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,1003.182468,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,57.71187672458048
avalanche_c,hashflow,1,2022-08-29,0x3b837a7861992717ee9843e7b46bf414255eb77583f4eb5409d2945ee0295597,38,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,11.276858734485854208,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,200
avalanche_c,curve,2,2022-11-03,0x5fac517fbfdd744ff858c15babc0998cbc7c2d0c4aa064f60bd17b2a3a53d670,17,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,24396.061353,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,24408.524998416038829515
avalanche_c,curve,2,2022-06-04,0x36158219ea84887d26aa64deb11ca2ccc3e1576e5464b044edbd446aa277beda,20,0xc7198437980c041c805a1edcba50c1ce5db95118,149.228657,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,149.167743
avalanche_c,curve,2,2022-11-02,0xcd7a6bd17655e6d54bc4a21927082f27b1f499c9b791bad783084c19b95ce4e1,168,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,647.498626,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,647.585569
avalanche_c,platypus_finance,1,2022-05-01,0xc9cf002b6422ef0a617284537683372c66b92e84e0b28fde8a0cc04a4eef519e,23,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,4994.308573,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,4994.787342
avalanche_c,platypus_finance,1,2022-05-03,0x75dc4b71defb76d9888aabbd8771e8b38ee48fb41d43cc3ecae6fb73b3911c84,20,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,21009.805223,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,21012.319756
avalanche_c,platypus_finance,1,2022-05-03,0x93bd89cf8a4d602d5cbc32446e5fb4bf9ed170f5ac72c2dc23294c8f5e1a8a05,26,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,1199719.208427,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,1200000.0
avalanche_c,platypus_finance,1,2022-05-04,0x306818d93ecd131c5e5e40a2293150db9484555d539a45e0512cc28a7041ebfb,45,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,220.0206736954061,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,220.0
