blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_bought_amount,token_sold_address,token_sold_amount,block_number
bnb,nomiswap,1,2022-12-01,0x3b8f8370f2535fb7cd8b68a63d7bdb722cb5452b79a231122a9f5dd246be6657,295,0xe9e7cea3dedca5984780bafc599bd69add087d56,3.4406837272665105,0x60322971a672b81bcce5947706d22c19daecf6fb,8.610658726450525,23533652
bnb,nomiswap,1,2022-12-01,0x2cb3567eada4e2f6350c44a7765516d381641db036cc664e3a64d15b303ac7ad,2503,0x60322971a672b81bcce5947706d22c19daecf6fb,85.62389404482691,0xe9e7cea3dedca5984780bafc599bd69add087d56,34.191528536984286,23532335
bnb,nomiswap,1,2022-11-30,0x9e3dfbd555adc7bd60844ca970bf6fd8ca6a24981b0c05925660f0f5ee8b4a5e,655,0x60322971a672b81bcce5947706d22c19daecf6fb,90.47037459371728,0xe9e7cea3dedca5984780bafc599bd69add087d56,34.79453094032464,23493296
bnb,nomiswap,1,2022-11-30,0xe504096106135022b0d0917e863c8255cc5f8777bcaa70ee38f342be6f74c56d,338,0x60322971a672b81bcce5947706d22c19daecf6fb,103.77456768715209,0xe9e7cea3dedca5984780bafc599bd69add087d56,39.45117236156748,23515052
bnb,nomiswap,1,2022-12-02,0xad22e5ec3486fe0b950510bb500c37baf27f4f50bf5f0fbd6c4ccfc777e2ad15,249,0xe9e7cea3dedca5984780bafc599bd69add087d56,44.39938925204952,0x60322971a672b81bcce5947706d22c19daecf6fb,114.46999990155486,23556363
