blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_bought_amount,token_sold_address,token_sold_amount,block_number
optimism,curve,1,2022-12-02,0x80b901d362d34109fc5ab3d2501390a9a0e54e69388e5eea84469ce77a3b9302,9,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,73.0574092246244,0x7f5c764cbc14f9669b88837ca1490cca17c31607,72.2707437014961,44660428
optimism,curve,1,2022-12-01,0x9b98ca1a43c0b4c7709285f8e591a605905dc35e8f52234410628de6ebf1d365,42,0x7f5c764cbc14f9669b88837ca1490cca17c31607,1.034302,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,1.03049060456676,44381811
optimism,curve,1,2023-01-31,0x77fadc1a0ea6ab065fc3190a24f4f67ff35f22dc824f003cf0656d79089669c4,25,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,0.435843637716131,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0.429232709933431,71378668
optimism,curve,1,2023-01-30,0xa0b8591ffcbc148432fd3c603616dce7877f6097d93716d726ef6dae9a6bcd8f,8,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,0.0218734943841243,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0.0215416887092783,71357858
optimism,curve,1,2023-01-30,0xfca84e35c36c4d6fe0f40eac69c229e9bf4fa3a12f7b8267ae9609aff58a65af,6,0x7f5c764cbc14f9669b88837ca1490cca17c31607,45.648713,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,45.6283342082489,71324266
optimism,curve,1,2023-01-30,0x76780eb40844a0fc1cbaa16a30d8098d55bec4d774cfee1a7baed9c8dd4f6a92,8,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,0.0799001414721287,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0.0786881443367727,71367878
optimism,curve,1,2023-01-30,0x72f451639593a62c0ec916d20de947b11d15f2ae5075452ddf08d68f77b54e87,8,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,0.0998759919306217,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0.0983609378552637,71362505
optimism,curve,1,2023-01-31,0xa70d826c5b3b5afbe9585e15f1e58c75cbcc1359784d48de48b9d025270985d9,70,0x7f5c764cbc14f9669b88837ca1490cca17c31607,32.037157,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,32.036492,71379460
optimism,curve,1,2023-01-31,0x2a4ff09a9d921f631e4e14a61fc6f7fd7997691ed40acac415c0988fe93f9f96,39,0x7f5c764cbc14f9669b88837ca1490cca17c31607,16.006302,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,16.006705,71426874
optimism,curve,1,2023-01-30,0xf14d489c5cb44772b1082e7589781fac60d0f559fa2999844b2cbb782d434443,75,0x7f5c764cbc14f9669b88837ca1490cca17c31607,8.00233,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,8.00249590591778,71327787
optimism,curve,1,2023-01-30,0x2615836b17d0b9a467f187a84c497233ee3a815a0ad341d70b63e28d2c6c98df,159,0x7f5c764cbc14f9669b88837ca1490cca17c31607,128.283656,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,128.286430267516,71331295
optimism,curve,1,2023-01-30,0x4569f2998b9f00eea1c372d82a36fa32b7aa7ca9fba7378bf63756614e2733e9,3,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,255.877053,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,255.914112076597,71338934
optimism,curve,1,2022-11-12,0xcea94039dcf9ce75c6081f0ed26fc3f6b9193036f901372b002edc67f960a711,9,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0.001012,0x2e3d870790dc77a83dd1d18184acc7439a53f475,0.001017988696243,37329347
optimism,curve,1,2022-05-20,0xf0a56683a1f5c98f734da37362976c19ced781ea2ca1168c203d605593689308,3,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,112.531495,0x7f5c764cbc14f9669b88837ca1490cca17c31607,106.894737,8659786
optimism,curve,1,2022-05-16,0x1daf9b0e5b53bbb0cf2cc82fc56ea4b03e4b04642326c4c34ee5034edcc419a0,5,0x2e3d870790dc77a83dd1d18184acc7439a53f475,2028.06638964748,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,2002.456704,8429446
optimism,curve,1,2022-05-11,0x9e35d672d4202923c30f0e65eeaae4b7e922600b2715dacde56a98cef3903062,5,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,1002.93221,0x2e3d870790dc77a83dd1d18184acc7439a53f475,1001.2474503025,7910924
optimism,curve,1,2022-05-14,0xa3178cf9778f11a12c896e7967a38ab72b2ca043e2f569dc56e7fe58de6d7995,3,0x2e3d870790dc77a83dd1d18184acc7439a53f475,6057.51457069822,0xfb21b70922b9f6e3c6274bcd6cb1aa8a0fe20b80,30000.0,8234971
