blockchain,project,version,pool,token_id,token_address,token_type
bnb,ellipsis_finance,1,0xab499095961516f058245c1395f9c0410764b6cd,0,0x14016e85a25aeb13065688cafb43044c2ef86784,underlying_token_bought
bnb,ellipsis_finance,1,0xab499095961516f058245c1395f9c0410764b6cd,3,0x5f7f6cb266737b89f7af86b30f03ae94334b83e9,underlying_token_bought
bnb,ellipsis_finance,1,0xab499095961516f058245c1395f9c0410764b6cd,2,0xa6fdea1655910c504e974f7f1b520b74be21857b,underlying_token_bought
bnb,ellipsis_finance,1,0xab499095961516f058245c1395f9c0410764b6cd,1,0xaed19dab3cd68e4267aec7b2479b1ed2144ad77f,underlying_token_bought
bnb,ellipsis_finance,1,0xa74077eb97778f4e94d79ea60092d0f4831d05a6,0,0xdcecf0664c33321ceca2effce701e710a2d28a3f,underlying_token_bought
bnb,ellipsis_finance,1,0xa74077eb97778f4e94d79ea60092d0f4831d05a6,1,0xe9e7cea3dedca5984780bafc599bd69add087d56,underlying_token_bought
bnb,ellipsis_finance,1,0xa74077eb97778f4e94d79ea60092d0f4831d05a6,2,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,underlying_token_bought
bnb,ellipsis_finance,1,0xa74077eb97778f4e94d79ea60092d0f4831d05a6,3,0x55d398326f99059ff775485246999027b3197955,underlying_token_bought
