block_date,object_id,version,object_status,prev_owner,prev_balance,has_ownership_change
2026-03-26,0x29a06761bf88dc8c529f2b4ffe04b042f261ebebb1545ed9039639d4b739beb6,829656682,Deleted,0x6b4ae43eb13ff92046db7cb61c298e7b935479343c1d8a6e47ed6660f4db80d9,5984976553,false
2026-03-26,0xa33bf2738f20f495908ea96e2fbc69baea3e7a8e1c428af8fc4f74901b59d8e5,829656682,Created,,,false
2026-03-26,0x05b18031870af1ac4f050e4ab2696aa908d181fa950d835a0a64ec47df59e242,829656682,Created,,,false
