day,eth_ingress,eth_egress
2023-04-12 00:00,0.002,0
2023-04-11 00:00,0.011507049925721246,0
2023-04-10 00:00,0.002,2.6229502100000004
2023-04-08 00:00,0,0
2023-04-07 00:00,15.052000000000003,0
2023-04-06 00:00,0,0
2023-04-05 00:00,0.002,0
2023-04-04 00:00,0.05,0
2023-04-03 00:00,0.006000008033148605,0
