block_number,tx_hash,sub_tx_trade_id,buyer,seller,nft_contract_address,nft_token_id,price_raw
43245300,0x0974cea0d2ea284cc1720820f346d38cdf74c8de021c79b483693d7bd3add938,11,0x3490bdb469454a6f16c2c6bde8b6bb0dde36532f,0xccbe4e11d11ca53c8ec5f5486f28491fa75e4bc1,0xf27246697a6b7a259fc666bfb3f3be47ef2e395a,1869,96585365853658544
40798059,0x4a7c577067260c8975e6a0780c98e06cb8870e8297c7994f434a36dc4f3ac5cb,9,0x78f7655d27cccb86200223a1b7b46e0ba8baa5de,0xd2fec9e1e4ec4dbbaf13581510be8b0fa615e174,0xcdab7d987f0198edb440d014ed1e71256a0e3e7a,1051,12080000000000000000
