block_number,tx_hash,sub_tx_trade_id,buyer,seller,nft_contract_address,nft_token_id,price_raw,platform_fee_amount_raw,royalty_fee_amount_raw,description
12455103,0x1cbd52c32d5655784b59ecb591162c9eea70425a5f38124ce878df29c550e2db,0,0x270d41d86b023a0af87e95290c43dcc98bfde39a,0x72525b45c29fb5a4d54f20230b4a0b2ada5a694c,0x4a5efefb021cb5a8c1cccac02cf48bcfb02324eb,66,66000000000000,1650000000000,4950000000000,Buy
12455099,0xc03ec7f4997e0c641150444e2c7459c03bcb95daccf05929fdaa860aa0f71e13,0,0x50aafef4acbc6da9639385c92a68ea1317a86739,0x6a45710188acc25ad494bda80e877073e9616e13,0x7cccf6551ac8b3f5e08273ac20734f71d427d0d0,440,170000000000000,4250000000000,12750000000000,Buy
12454696,0xaa2ab304c312abea5124f2dae4306dfdd0c6c54429df8ae775fbf34ab4c9f43a,3,0x8d88fffbe1f4bb3b2864480677c28499d5607fdd,0xb46ba40d4d11aeeb37d15a7c0c319e57fa9d63f2,0xe444d94e3eafe9e4d3f5801d0aa0c69a698e78a0,3290224,44000000000000,1100000000000,0,Buy
