block_number,tx_hash,nft_contract_address,token_id,buyer,seller,amount_original,platform_fee_amount
42743224,0x5da44554266ee00cc5a5ca7e5a2d407de484aff7bd72b7b8021e6f8a7f7055d8,0xcd483597943e369a7ba4861acbb334b17178fa64,982,0xa9c7299cb1819a6754b6fcb16d760c98b8557d7f,0x37fb0006b93a43ea51c8e5a0210fc5c7cc99b202,1.2,0.03
43324352,0x36c514533fa5a96420c44eaca317ed1f98608aa7b9e91258688a41f557d2e2cf,0x4ddb541dfa9e216ca4f0ed8c229f7b11e5c5f085,105312291668557186697918027683670432318895095400549111254310977553,0x3c31bf0b7a74b28196f131e3cb8bd768146669dd,0x4ce5fc25281f42dc48877a162071df879c1e41d1,5,0.125 
