block_number,tx_hash,sub_tx_trade_id,buyer,seller,nft_contract_address,nft_token_id,price_raw,platform_fee_amount_raw,royalty_fee_amount_raw,description
115104637,0x43047424d80ef3976d6fa5cb0f44b0843538370d9a14397df9fe255549a124eb,12,0x82e8be17551faffb523201937b01f28f23d16457,0x821c7eeddd26113ccbf6b8332c10229aa6a4ce1c,0x0b6f1ea63e959bffe87eaf56a4ac7b9fddfb6abf,62292,200000000000000,0,0,"ERC721SellOrderFilled"
84017462,0xed2a44f7546cf51ee86245d84ba2f27033ff30c93beca5e7e33c9148763f8bae,30,0xec2d09be09b3a53ddd719bb2cb26173a3fecbd08,0x1c48a9178433cd2650d3b5a04aa89bc29b3bf2d6,0x63258337ade164663e7373a5292e6e15eeae402f,21213,2300000000000000,0,0,"ERC721BuyOrderFilled"
10345381,0xcc7becdb7934d34ab08784b7e2176d9be24409f106cd19c2966c13e2462f31cf,14,0x9f18d3725ee0170e260781c39bf03520e5c57f25,0x206b0526f4866e7580780015cbacbb4a8dbb8c80,0x9648017938f6c46d6134815d14970b381ed22bda,3,3990000000000000,0,0,"ERC1155SellOrderFilled"
10731138,0x529b52f8217fed5df883443eb3b6eab480d27ea7cbbda62269f819ee03529ebb,15,0xcaa77c8c52c7f0a37db1a663dd910ee444dab441,0x235ec6f5d40a50224e985a4fd3a02c1c6c078428,0x6541dc28acb78e1b024f5ffe1c840bc3e6fcf36a,1,1680000000000000,0,0,"ERC1155BuyOrderFilled"
