block_number,tx_hash,sub_tx_trade_id,buyer,seller,nft_contract_address,nft_token_id,price_raw,royalty_fee_amount_raw
43243959,0xa278c982cf657e5c0198b5f463213267c3fc460a7fb144ae691271b1c87f7d45,12,0xa01c2eda113867352a5e30b3c052810478eff526,0x4f765b9fcd43712404dc32cee0bd4cadf073cc05,0x465e9486bd69155c91ba12fe56f679808e360302,2,650000000000000000,32500000000000000
43241144,0xc0583dd9ad6379b8975077e4b7bc23522a5b127a65069b981075390e24dd4d21,8,0x11c91012cfd0bfbae673f1fcf39b10b1c05b2201,0x8a7190b2db6fe5e6551180ddec53ae138bb401bc,0x956062f3299adeb15a8676426542e1f0c0e7ca09,0,51000000000000000,5100000000000000
