block_number,tx_hash,sub_tx_trade_id,buyer,seller,nft_contract_address,nft_token_id,price_raw
12115532,0xe30683aa12c236c3f8bb6d09e32aa096e5a3410e9b6a19398e19179e4bfbc9c5,6,0xd2d3fc6abc92a146062f222e042698c1057b04ba,0xd55316fc244c7f5b44dc246e725c1c6c3e0cb8c2,0x5e4504663ab2a8060715a1d1f162873f39df9abf,3,10000000000000000
27822010,0x498b845045c8c9953aa0cb8447fe8aec5347dada2e274ad3562224f5499c8776,2,0x39ffa0838b7b89e35dbf1ff2017001769b76dd37,0x767dc13b7c297b214489d7324652830570a5a108,0xe2f91f3c873ea808ac7307d5ccc81544a5f08aef,0,1000000000000000000
