block_number,tx_hash,sub_tx_trade_id,buyer,seller,nft_contract_address,nft_token_id,price_raw,platform_fee_amount_raw,royalty_fee_amount_raw,description
17640895,0x01b84b04834f47b2b27a97ec8cd94d4b1c502b16a3aab7d7f6349cbbbf451ae4,156,0x6c5326e11ba87caaed6f4980a6c721b130a131ee,0x418fb9444bfe7e7ce2baf04aac0568972e32b439,0xb6a37b5d14d502c3ab0ae6f3a0e058bc9517786e,5818,1190000000000000000,0,5950000000000000,"BlurExchange v2 Buy"
17640898,0x61aeab5fcd04abd844c2c5886787dee5753d1f5e52caecfcd77cca45f6847b72,503,0x9f4ebcb22447c64a21c687c1db6849ec55b8f016,0x7e5ccbf79f81baf0430a9ed8208580c7157f143c,0xacf63e56fd08970b43401492a02f6f38b6635c91,6255,1060000000000000000,0,0,"BlurExchange v2 Buy"
17640899,0x37b074fba955df455918c56d95e3e2bcff9fe28be3628f4290b44a24701e2e94,301,0x0e505688b74b5c28dae7433165e9663770569db1,0x1f6e23895c7e55b8986c39219294ef8be5eb8805,0xc589770757cd0d372c54568bf7e5e1d56b958015,6470,190000000000000000,0,13110000000000002,"BlurExchange v2 Buy"
17640041,0x846533ab2772b569e54cba8a9eab39ebd87896ea83eb838e7502eb5506659a65,447,0xad091229354420fce427cf84de20884db20082d4,0xad091229354420fce427cf84de20884db20082d4,0x60e4d786628fea6478f785a6d7e704777c86a7c6,9156,6080000000000000000,0,0,"BlurExchange v2 Offer accepted"
17628986,0x1707c75da8bde813aa34a8e03be9b7bfc8eb21a9eaa2f31cb809743264634755,267,0x9e25d1db98edb6a1bd8fc03785fd2028b9aeba21,0x9e25d1db98edb6a1bd8fc03785fd2028b9aeba21,0x3235ba66bc9ff27efea7021112d593a92433668d,1186,10000000000000000,0,50000000000000,"BlurExchange v2 Offer accepted"
17637456,0x015cb8e8f6b466d155809ad51d7d94088f01313f486626745b6a3568fde8f915,199,0x77acc06250552c8a96e9560670328974386d632f,0x77acc06250552c8a96e9560670328974386d632f,0x34d85c9cdeb23fa97cb08333b511ac86e1c4e258,10049,650000000000000000,0,3250000000000000,"BlurExchange v2 Offer accepted"
