blockchain,block_number,tx_hash,trace_address,destination_chain_id,user_address,currency_contract
avalanche_c,30325351,0x35a858b42f9a8aeed78c4250e86c475b74f495e74f251c2fdea397513892a105,"6, 1",110,0x0c6667591d698c600c7e36059b6846483a12e9d0,0xd24c2ad096400b6fbcd2ad8b24e7acbc21a1da64
avalanche_c,30325375,0x419fa0e931283a31b65bf86a25621ba1d4a4b686c7693c5305e5c0ecfef05645,"6, 1",102,0x4882656754ff50f5b125ad9a83d57dc236c9dff1,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7
avalanche_c,30325402,0x8cff23d8f5efaab343336bffdebc9c94efca063713d6d10c89f2fb4495b1f409,"3",102,0x462cf21e39830384bab83cdbd7d7965e337f5409,0x152b9d0fdc40c096757f570a51e494bd4b943e50
avalanche_c,30325413,0x04a489e89dcda505eed085699b9df8c5360607cdaa16d934ceaef7bb7a38027a,"6, 1",111,0x503729c6626d764511c1e777043f10c2b92339bd,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e
