blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_sold_address,block_number,token_bought_amount_raw,token_sold_amount_raw
zksync,dracula_finance,1,2024-03-28,0x012545ea98072faccd174e081f487e9f942415716a5ee0a0aa025c327be5e978,51,0x5aea5775959fbc2557cc8789bc1bf90a239d9a91,0x3355df6d4c9c3035724fd0e3914de96a5a83aaf4,30051186,1810301745400677,6372665
zksync,dracula_finance,1,2024-03-27,0x9daede63e19da16bf03cb99a53b24073e02f31cc7101a08de089bd4b74a1455f,27,0x8e86e46278518efc1c5ced245cba2c7e3ef11557,0x3355df6d4c9c3035724fd0e3914de96a5a83aaf4,30026677,1401820,1401995
