blockchain,project,version,block_date,block_time,token_bought_symbol,token_sold_symbol,token_pair,token_bought_amount,token_sold_amount,token_bought_amount_raw,token_sold_amount_raw,amount_usd,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,tx_from,tx_to,trace_address,evt_index
ethereum,pancakeswap,2,2023-01-12 0:00,2023-01-12 19:13,WETH,USDC,USDC-WETH,0.1936898575,274.694256,193689857512533280,274694256,275.7814298,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0eae044f00b0af300500f090ea00027097d03000,,0x2e8135be71230c6b1b4045696d41c09db0414226,0x176632fa77a3e328cf904f814888f77ee97c57cde0a014d1dedcab92accfc959,0x05429d641a61eb2c6093905784d2e8c9b5a193c8,0x0eae044f00b0af300500f090ea00027097d03000,,247
ethereum,pancakeswap,2,2023-01-09 0:00,2023-01-09 3:22,USDC,WETH,USDC-WETH,39.768234,0.03053786191,39768234,30537861913928636,39.75666144,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x952454d0915cc41f30dc26f76add170124e3efb4,,0x2e8135be71230c6b1b4045696d41c09db0414226,0xc1f7f412ac0636e914b2e55e21ddbb79f313be2d7ca4c5e084db223787c52441,0x952454d0915cc41f30dc26f76add170124e3efb4,0xeff92a263d31888d860bd50809a8d171709b7b1c,,325
ethereum,pancakeswap,2,2022-12-01 0:00,2022-12-01 11:34,WETH,USDT,USDT-WETH,7.607205635,9627.386202,7.60721E+18,9627386202,9749.851175,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa8e7437833f4c2f4f36f8e4559db91bea951bfa9,,0x17c1ae82d99379240059940093762c5e4539aba5,0x70cb37c8e8a566b850d1475606b3c4b64adf51cca9bb9e32645344b93c99c8f9,0x89eed9db3903e8c17bceb5f03d7a10cde8733c62,0xa8e7437833f4c2f4f36f8e4559db91bea951bfa9,,17
ethereum,pancakeswap,2,2022-12-13 0:00,2022-12-13 19:43,WETH,USDT,USDT-WETH,1.479851125,1948.798982,1479851124677791200,1948798982,1946.211408,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,0x2d722c96f79d149dd21e9ef36f93fc12906ce9f8,,0x17c1ae82d99379240059940093762c5e4539aba5,0x0ba7e4e4a630729028258782ac77f81444de749ffe9fbc526295c29979a9cca1,0xb169a7ab071d574275c5086f8a1f2b16a2e5676f,0x0773edc0438b2ef18fc535b21d0ac77912c308c0,,49
ethereum,pancakeswap,2,2022-12-13 0:00,2022-12-13 14:40,USDT,WETH,USDT-WETH,187.010126,0.1401299988,187010126,140129998751821330,187.3222459,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8c56c772cbabdf7dcf4e03e5ae0eddc457bed08f,,0x17c1ae82d99379240059940093762c5e4539aba5,0xc66b844b06fdfcc8376915467463328e5bd189335f03249670473a247e38741a,0xc207c7b5a4735de955c4cf844e10be8c8034d760,0x54e349abb411ace43acfc81e3f102df4314875c1,,300
