tx_hash,seller,nft_token_id
0xadbea71138270dca521089711484690c6a28683b6caa93a75c8004a6fbb82ae0,0xd07f8fa1bf84d3ce1c572d16ac153f1f02ce6cde,9010
0xade41a05dd54569a18706b819e4f001ebf713113924f3ccfb9f55a76ab126553,0x44a0cdf6a6fa49d580733b8ee48898d997702f50,10498
0xac253dc6eb6fdb58ef140fc35ce89db9d970567e038b2e94cad87efd857144b4,0xe7efa8bb7642cb7eb57ae5e689f8642746f11ca9,2621
0x36932840d3718769761c557a8bc0fcfff1fd52ac77e7ed2739f179c98b03de24,0xbc28539fc2886b38c880dccce4db4b3a9ed9d2b0,960
0xb7e3312c6a5404de289dcb0a6804fbb2d87984ca47ea2bb8905013e98cfd9c4d,0x5e1bd78db74eec2c9d6f3eee1e1721edccc49577,29985971182353626949323633234687866803568517826499396604392515591655502126361
0xdd966712bc7aecc8c739e3d0ff375dada6fbc20731652d2cd55e1b6aae488cab,0xa42b362bd6f84f4690a180f5d6c7acd79e68864a,1149
0x8ebcbf95ff451bc4322309dd069b7ab6cfe4e5d2e42557b40bbad529b1371cc8,0xff505439fc188350493f4e711293adc70087d0b0,4671
0x83c4f3ebc3a08eeb31e4716068d7fd8aa53215918bcae2c1586828ffa3d09bca,0xe612cbd25112e09a1702807c1de8731536590502,1021
0x48067773afe9d0209ae3ce88114b3d5fe921172073d714f37156a0c417592ce9,0x8a7bc8ef535760570c3a99fa79ed1a8bcea26861,3595
0x0bc7bf2ca0c2ae6a3a3da3c09e8299a6ada6d1fd19e7bf9088887643a6f8f206,0xd293d2b2fe041f4fede41487b00def32c5d20a3f,5981
0xddded184802190db1e4b161bb6cae0cd0218bc8cc8242306d562016b1fdd4bb8,0x511fbab3f3cc3e91c4801f8a0d7748c400d5cfd9,4137
0x5b516c52e35cb18ee2db363f5f87622ec99ebe64a4f4229110b68a731983329f,0x92c87b67a9893b6596c5948b55521ac5bb6b5f7c,2204
0x6b252fa3803a2f0736067509792ef9bc394335d4ea676e9c606d65b0181b799c,0x89c76487c514e879e43751d44f3d085f12c6abde,14234
0x756b2e5185a71899ce8146f71bb7e22794a8b5c526cc3b21363480d2c1eb9b63,0xc51b373da4ba049c75cacfa239799c5d8485b4fd,690
0xd171d07241d9cb8b42a3937a2164913485b91e491f105e04303cd0a7272c4970,0x2d85d81069f4e0a33ea4123922fe3ad732c09c90,1185
0x86863f58724ef19a50476c3c1bbbbae6ce489e2d7686ef91d023a0815e9adf03,0xe628f1564d834850427e16f8184769c51eee037d,2907
0x95e04838ed5ffc25b4eaaf1cc4b07fda937a22447ea83463015817c423a9cd17,0xb3735a25a759c65d7a59770f23ff8035f013ec8a,2941
0xe2d278384569b99562329300e929c489cd9d251fe66a3ce3db11e94505adfaf0,0xe2c3e4bf81a519441bd94216fcbdb40752b9c70c,4552
0x9cebfa8d1b850817345172497421b9db35658ee1f25f3dc74c5d992c02920927,0x92434ef2072f8a0436fd9be411bf8947b67384f8,171000100343
0xf1d60086cc3f8003939bdde6ea7be7c5b7cad36c8a977e8c3e4e52e3582a9252,0x9326434c0cc1ddc05a1f7942f8aba036ce87dda6,100
0x240b326fff522e93f87d6ca7a13b2c1e310f70409ed4f2a5de63600268996d54,0x698ce72cf7961b149027621bc776d3d801637217,9086
0x5ef39f42bbf8cdb789856b8f86b324b7414c9e356ae556cc1ff65ecfd57c91a2,0x38f635ec1c7fcf8ecf038568c67411cc49079843,642
0x9435d447670dfe0b7186c3d5c4392f047a74dc718f453ec42a6a954b19352dad,0x997298d04cbfa5cddfdb9455af0e6d861737325a,1648
0x1af3485182b2496de1d92aed44db1147b21d8869a70b0ed0f277b6689f965f2f,0xf83b8681a1cbcee3f90ff9c666d35f64dea5a41c,29536
0x6d7b1f6d6d113b58541efad8a6e880230da88cf908e761e7d18aac585480bdf5,0xa42b362bd6f84f4690a180f5d6c7acd79e68864a,2541
0x35630b4bc5a8f0b904127b24adf7514d02c80fdab6c62a8b12097a3e357b8684,0x0f3e5f4d5033c8eeae3b5feac3c6c51a23c7a852,5593
0x59f3fba4c9dfa88274975c499c9c41a2555457993c738862ba2712e0d7dafc1c,0x79a01661f26f5317342b64187a53104751491536,3820
0x81a53f35914211a7e8f76f8b1efded2bb498dfaf8c3be6566ce8cb8cb1870619,0xe4139045e8b28f346ac314cc710cb412833c3208,9187
0xf131105a76fbebe0f7f133c74687d661a3841f14fc070970382434e8dd8858e8,0x9604b57ef6601a529fd46c25fe5b4c2b40345922,8028
0x2a75f3b49969a369f31511d8b7ffe856a136003d2d80326d5db70c3fd8ff1cb4,0x280b5537cbe49beaa74d4073dcc9786c6115ca2c,9756
0x4994f6a83bbbb84f1ed9fc929bc066a1464696d22e21e0a500670229dbbcc38f,0x3ffbbf359e8b328880a98ac23d3bd6e787760266,3370
0x64da63d6b8ee17890da10c12f6ef6750eceeb164326604c4d3b3f2a1f698cadb,0x5e25802e7ab6b0bc60011d3578f6c1f4c6fd62f4,11012
0xaa51d67e72db444b9052cc60bf5355117a37aaef2674eaaf10e2550724c04f78,0x8ea9a034e5e4a89d16ca2a008246c5a34f80c9b3,2825
0xb40b8e85b85e66f906bdbba68cf0a169c8d490e898738ac95b2078388f460568,0x36653c8c1d588150ca37a0124bdfba783bb7819e,231
