tx_hash,block_number,evt_index,contract_address,block_time,maker,taker,taker_token,taker_symbol,maker_token,maker_symbol,token_pair,taker_token_amount,taker_token_amount_raw,maker_token_amount,maker_token_amount_raw,type,affiliate_address,swap_flag,matcha_limit_order_flag,volume_usd,tx_from,tx_to,volume_usd,tx_from,tx_to
0x6893131597d6a1f31ba40fc839bd5c09e8161638e311a84c33f95feaab657f3a,54046154,14,0xb4d961671cadfed687e040b076eee29840c142e5,2023-01-19 19:15,0x0000001942656574686f76656e78000000000000,0x18615bcf792a9af80bc0000e5d0d66148afa7b30,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,WFTM,0x68aa691a8819b07988b18923f712f3f4c8d36346,QI,QI-WFTM,9.89E+01,98868509480917170000,,3.68E+20,NewBridgeFill,0x86003b044f70dac0abc80ac8957305b6370893ed,TRUE,FALSE,29.93016727,0x18615bcf792a9af80bc0000e5d0d66148afa7b30,0xdef189deaef76e379df891899eb5a00a94cbc250,30.24251927,0x18615bcf792a9af80bc0000e5d0d66148afa7b30,0xdef189deaef76e379df891899eb5a00a94cbc250
0x21189dce602a6c1cfd1e4582dd7911e0c3fe548829b9444bd465789abb815351,54056586,61,0xb4d961671cadfed687e040b076eee29840c142e5,2023-01-19 23:21,0x0000000253706f6f6b7953776170000000000000,0xab95d2cd70a80469985fafe7457de81498211ed4,0x5c4fdfc5233f935f20d2adba572f770c2e377ab0,HEC,0x04068da6c83afcfa0e13ba15a6696662335d5b75,USDC,HEC-USDC,1.03E+03,1.03E+12,3.47E+03,3.47E+09,NewBridgeFill,0x1000000000000000000000000000000000000011,TRUE,FALSE,3469.328627,0xab95d2cd70a80469985fafe7457de81498211ed4,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,400.2532238,0x237b008e6472f65fd7a34d93ff265f47a2a0d8fb,0xdef189deaef76e379df891899eb5a00a94cbc250
0x17738a3d00a0ca292fbcc1bef0d9dec331152f6b9d13eed459b998fe715fe51c,54042990,88,0xb4d961671cadfed687e040b076eee29840c142e5,2023-01-19 17:56,0x0000000253706f6f6b7953776170000000000000,0x04db8416e90422aff6625d8dfc61b32e77da46f3,0x04068da6c83afcfa0e13ba15a6696662335d5b75,USDC,0x468003b688943977e6130f4f68f23aad939a1040,SPELL,SPELL-USDC,3.39E+02,3.39E+08,,5.08E+23,NewBridgeFill,0x1000000000000000000000000000000000000011,TRUE,FALSE,339.1217058,0x04db8416e90422aff6625d8dfc61b32e77da46f3,0xdef189deaef76e379df891899eb5a00a94cbc250,3080.5,0xd54e4f8a55247487dd7c8c59f14ee5c0c2889477,0xdef189deaef76e379df891899eb5a00a94cbc250
0x2484df7916e3620614cd31c297ddfa0dea3e4ab7a5e932bb46eb3fbaf29b4447,54053090,11,0xb4d961671cadfed687e040b076eee29840c142e5,2023-01-19 21:52,0x0000001942656574686f76656e78000000000000,0x18615bcf792a9af80bc0000e5d0d66148afa7b30,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,WFTM,0x68aa691a8819b07988b18923f712f3f4c8d36346,QI,QI-WFTM,98.68099866,98680998656023280000,,356887082188152200000,NewBridgeFill,0x86003b044f70dac0abc80ac8957305b6370893ed,TRUE,FALSE,29.95343297,0x18615bcf792a9af80bc0000e5d0d66148afa7b30,0xdef189deaef76e379df891899eb5a00a94cbc250,0.3039780612,0x61e1a8041186ceb8a561f6f264e8b2bb2e20e06d,0xdef189deaef76e379df891899eb5a00a94cbc250
0x8b11665dfda10fc9c2ca12a93c9d3edfcf704cc651f0acc1c4426ffe40c26b74,54046189,34,0xb4d961671cadfed687e040b076eee29840c142e5,2023-01-19 19:16,0x0000001942656574686f76656e78000000000000,0x2ca8b6f515806eab68010abeb48fd83f7f8ce65a,0x7381ed41f6de418dde5e84b55590422a57917886,beFTM,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,WFTM,beFTM-WFTM,129.2779516,129277951637941260000,109.3016711,109301671139688840000,NewBridgeFill,0x1000000000000000000000000000000000000011,TRUE,FALSE,33.088567,0x2ca8b6f515806eab68010abeb48fd83f7f8ce65a,0xb0daffcfea3c896df3077f8717a589fbaf4b8de2,40.10123695,0x18615bcf792a9af80bc0000e5d0d66148afa7b30,0xdef189deaef76e379df891899eb5a00a94cbc250
