blockchain,project,version,block_month,block_date,block_time,block_number,token_bought_amount_raw,token_sold_amount_raw,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,evt_index
scroll,nuri,1,2024-05-01,2024-05-26,2024-05-26 15:31:20.000 UTC,6011693,842698557,842636162,0xf55bec9cafdbe8730f096aa55dad6d22d44099df,0x06efdbff2a14a7c8e15944d1f4a48f9f95f663a4,0xf40442e1cb0bdfb496e8b7405d0c1c48a81bc897,,0x4637d496c7c56e670608bd40e0d1f257518ac420,0xbd3b6e4f9537f4480a1aa3a463c494b74f6856fbf7b941742d85dccfcefc7c85,4
scroll,nuri,1,2024-05-01,2024-05-26,2024-05-26 16:02:08.000 UTC,6012309,37895,6808495837785072,0x3c1bca5a656e69edcd0d4e36bebb3fcdaca60cf1,0x5300000000000000000000000000000000000004,0xf40442e1cb0bdfb496e8b7405d0c1c48a81bc897,,0xc75319c4d0f69380249384c4cf7ad96b69dfc344,0x6e1a2a01e2c651ec2a89ecb62ef5dd308a34fe70424efd641e0b060c7703f492,33
scroll,nuri,1,2024-05-01,2024-05-25,2024-05-25 23:02:41.000 UTC,5991920,308572808,82400000000000000,0xf55bec9cafdbe8730f096aa55dad6d22d44099df,0x5300000000000000000000000000000000000004,0xf40442e1cb0bdfb496e8b7405d0c1c48a81bc897,,0x6e13a2ae9fd9f40f8cc7d3b3944c57f3919c7fe3,0x05c7b80a0f73c80c768138408983a19f93af2606bf73f28a9c458716d198f880,26
scroll,nuri,1,2024-05-01,2024-05-25,2024-05-25 08:14:19.000 UTC,5974159,367456772832261245363,367731006,0xca77eb3fefe3725dc33bccb54edefc3d9f764f97,0x06efdbff2a14a7c8e15944d1f4a48f9f95f663a4,0xf40442e1cb0bdfb496e8b7405d0c1c48a81bc897,,0xccdf79ced5fd02af299d3548b4e35ed6163064bf,0x681b9baa9ea68120169bdb38b07a20f944acd67d56016aafea1b2412a3155427,25
scroll,nuri,1,2024-05-01,2024-05-25,2024-05-25 12:34:35.000 UTC,5979363,990774801,990730590,0xf55bec9cafdbe8730f096aa55dad6d22d44099df,0x06efdbff2a14a7c8e15944d1f4a48f9f95f663a4,0xf40442e1cb0bdfb496e8b7405d0c1c48a81bc897,,0x4637d496c7c56e670608bd40e0d1f257518ac420,0x726543924170573c87a03aa4b1bcd08a36aab88d1284ad7c66038e231bacd566,19
