blockchain,project,version,block_month,block_date,block_time,block_number,token_sold_amount_raw,token_bought_amount_raw,token_sold_address,token_bought_address,maker,taker,project_contract_address,tx_hash,evt_index
base,swapline,1,2024-12-01 00:00,2024-12-09 00:00,2024-12-09 01:2,23459021,"0x000000000000000000003c7e4a46558900000000000000000000000000000000","0x0000000000000000000000000000000000000000000000000003fa3720fd5da7",0x7882570840a97a490a37bd8db9e1ae39165bfbd6,0x19ceead7105607cd444f5ad10dd51356436095a1,0x3f3e308ffa1db622d89fbec0d145dd18f1d068e0,0x0d980d465ad0df076d57662035ee29c4708c7ea4,0x6e822b526680290a2a326f2b0bd29d53562a733a,0x78fc4f5197163dec4e7ce20ee1c85dce88d18b3f1d7f1177f48d7cdcb2ed7b2b,252
