blockchain,project,version,tx_hash,evt_index,block_number,token_bought_address,token_sold_address,token_bought_amount_raw,token_sold_amount_raw,block_date
taiko,oku,3,0xcee056364700c9988d9809bf7b35f0016398ee027d3e52d85a6dc79241773451,230,623583,0xa9d23408b9ba935c230493c40c73824df71a0975,0xa51894664a773981c6c112c43ce576f315d5b1b6,1409171864445335342,845348260902696,2024-11-30 00:00:00
