blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_sold_address,block_number,token_bought_amount_raw,token_sold_amount_raw
base,akronswap_base,2,2024-12-02,0xba6515675bb20188399f976bef2f87592cec85d8cf9b897e95c64f5a7f18cbba,60,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0x4200000000000000000000000000000000000006,23163282,5184505,1394212043972094
base,akronswap_base,2,2024-09-18,0x1d295f4ed29ad01a711f9620931dd8c1bc9df385f773db070f33cfafdbf70ee1,88,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0x4200000000000000000000000000000000000006,19930808,8774564,3791077958266666
