blockchain,project,version,block_month,block_date,block_time,block_number,token_bought_amount_raw,token_sold_amount_raw,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,evt_index
zksync,iziswap,1,2024-03-01,2024-03-29,2024-03-29 13:51,30165087,6968579713322190,24816458,0x5aea5775959fbc2557cc8789bc1bf90a239d9a91,0x3355df6d4c9c3035724fd0e3914de96a5a83aaf4,0x03951709ba7d2fab9e5a587069f5a347555bbfb2,0x9606ec131eec0f84c95d82c9a63959f2331cf2ac,0x6ac81d4c43c86c8dbd4842c1eb0fd1a1c2c16b97,0xf82bc14303a5b90141589ef2a5348f142f39ba6c3eb956ef393698e54895f225,30
zksync,iziswap,2,2024-03-01,2024-03-29,2024-03-29 13:32,30164033,15941347506689885,80907,0x5aea5775959fbc2557cc8789bc1bf90a239d9a91,0xbbeb516fb02a01611cbbe0453fe3c580d7281011,0x05541cbac283de28aac2a83c21cb6ae14a07de25,0x943ac2310d9bc703d6ab5e5e76876e212100f894,0xee0f2c77b0fd3daaa7fb332c8f6589f73b29ecfc,0xeb773409b5d7b648b9dd32848dbe2794cef3233c3a2ba39d70ef977a63a648ba,165
