blockchain,project,version,block_month,block_date,block_time,block_number,token_sold_amount_raw,token_bought_amount_raw,token_sold_address,token_bought_address,maker,taker,project_contract_address,tx_hash,evt_index
base,curve,1,2023-10-01 00:00,2023-10-27 00:00,2023-10-27 11:26,5808307,1000000000000000,1779410,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x0000000000000000000000000000000000000000,0xf4da79f6a6f635b9ebb0e4dcbf0efa781a0c5458,0xd6681e74eea20d196c15038c580f721ef2ab6320,0xd6681e74eea20d196c15038c580f721ef2ab6320,0xae6698965a9a0f0ee7c5491a98c584e9e3fe4f1da554b8248cce4386804b7e8c,49
