blockchain,project,version,block_month,block_date,block_time,block_number,token_sold_amount_raw,token_bought_amount_raw,token_sold_address,token_bought_address,maker,taker,project_contract_address,tx_hash,evt_index
optimism,bridgers,1,2024-09-01 00:00,2024-09-28 00:00,2024-09-28 19:52,125977194,39726048,65286000000000000,0x96985c5786b86cd8108313a9e3adb9d657164746,0x75f7c1fbc2c0cd46417bdb60a074c972900409f4,0xf956d9fa19656d8e5219fd6fa8ba6cb198094138,,0xb685760ebd368a891f27ae547391f4e2a289895b,0xbbd50ec33a1966930b58b1579ca0ddf79e30b589c81edc3e947c2af4dee34811,29
