blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_sold_address,token_bought_amount_raw,token_sold_amount_raw,block_number
xlayer,potatoswap,2,2026-01-06,0x551746a656d5d362b98c2fe1f00b2cf623d3f1d0b950ed023cb5b429e313e0d7,4,0xe538905cf8410324e03a5a23c1c177a474d59b2b,0x31c825509c0fafe91dcc812051e8ef292a85b2a2,41762500540428298,198750078421497429671118,48946173
xlayer,potatoswap,2,2026-01-06,0x7f14762d3bdedc5a1de527d435718d2d4291191a8c96d70ccd5a9c6e4a08a924,3,0x6de8c020582242cfeee1ab889522c0b55eb65461,0xe538905cf8410324e03a5a23c1c177a474d59b2b,4418465485510586,563100000000000000,48946171
xlayer,potatoswap,2,2026-01-06,0x9db3c8df6ece60d9ed7f9370f73886fc5ddf88aec3fde0b3dab18d9798d611df,49,0x4c225fb675c0c475b53381463782a7f741d59763,0xe538905cf8410324e03a5a23c1c177a474d59b2b,6327489026369755,503833304683823373,48946170
xlayer,potatoswap,3,2026-01-06,0x51168afa4f13fabc09beac75b232f8d0fe8c1215ea907c33355fd681a5c08fad,18,0x5eb26a75f6f13d63d8afb87319764df656a91111,0xe538905cf8410324e03a5a23c1c177a474d59b2b,2115475637952867739667,731000000000000000,48946175
xlayer,potatoswap,3,2026-01-06,0x847d5dd892dc60aa06be653e0a17d330f9bc26645d2f9c4bca89cf5ed5931a32,33,0xe538905cf8410324e03a5a23c1c177a474d59b2b,0x5eb26a75f6f13d63d8afb87319764df656a91111,361831934985942875,1047521100000000000000,48946159
xlayer,potatoswap,3,2026-01-06,0xd8325c45244fc7174beaf993be5e75d6cff350d7b133a7622cbb123758e1e9e1,5,0x5eb26a75f6f13d63d8afb87319764df656a91111,0xe538905cf8410324e03a5a23c1c177a474d59b2b,10031167754326619215148,3460381263573331000,48946110
