blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_sold_address,block_number,token_bought_amount_raw,token_sold_amount_raw
bnb,eulerswap,1,2025-07-19,0x3a199a5f73c7ef2d1cb5cd7276089296b3501027e4ebf8317713912fa042aa04,273,0x8d0D000Ee44948FC98c9B98A4FA4921476f08B0d,0x55d398326f99059ff775485246999027b3197955,54617830,99997853164252561855,99990000000000000000
bnb,eulerswap,1,2025-07-06,0x914f688ee29d6dfe72580445a3b66826271900b9c4c9dc45bc6832c11bffe380,207,0x8d0D000Ee44948FC98c9B98A4FA4921476f08B0d,0x55d398326f99059ff775485246999027b3197955,53088831,5000034092023583,4999500000000000
