blockchain,project,version,tx_hash,evt_index,block_number,token_bought_address,token_sold_address,token_bought_amount_raw,token_sold_amount_raw,block_date
peaq,machinex,3,0x23d1425304075cf969a9e06611be7bdd217da44fda4b8a4f8c20dfc82d812dc0,12,7105571,0xf4d9235269a96aadafc9adae454a0618ebe37949,0x3cd66d2e1fac1751b0a20bebf6ca4c9699bb12d7,27845515,270628750005725754402,2025-09-29 
