blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_sold_address,block_number,token_bought_amount_raw,token_sold_amount_raw
kaia,klay_swap,3,2024-10-28,0x943c6c90fff150459b725719ea74e477ebf798644299fd621ad73180ba23bf33,5,0x5c13e303a62fc5dedf5b52d66873f2e59fedadc2,0x19aac5f612f524b754ca7e7c41cbfa2e981a4432,168121779,1177433503,9473684210526315789474
kaia,klay_swap,3,2024-10-28,0x0123ced6edfc234cd8c5adf23ff68925be3543a2fb5e27fc8739aa395a766db3,31,0x19aac5f612f524b754ca7e7c41cbfa2e981a4432,0x5c13e303a62fc5dedf5b52d66873f2e59fedadc2,168119660,74265874838061944212,9242521
