blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_sold_address,block_number,token_bought_amount_raw,token_sold_amount_raw
hyperevm,hyperswap,2,2025-09-23,0xa252f8d3e1e23cd9ee9397d58608a0f51e8d2db8c2b24f91600c68f3980d4254,25,0xb8ce59fc3717ada4c02eadf9682a9e934f625ebb,0x5555555555555555555555555555555555555555,14624560,20000987,418086418462696256
hyperevm,hyperswap,3,2025-07-15,0xcc60753f2bb48ddbe5f28f9d4733cdb2133c339e4223c3ce2170833d9baa3f3a,25,0xb8ce59fc3717ada4c02eadf9682a9e934f625ebb,0x5555555555555555555555555555555555555555,8435460,2625347171,55102824573152263785 
