blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_sold_address,block_number,token_bought_amount_raw,token_sold_amount_raw
abstract,reservoir_swap,2,2025-06-16,0x86ebc8e7b6db48bb111f9bd4a2a87c19866023d4942bb3c22949968701f8a190,18,0x7EcCB7cc2338c15f15AdaF457135031670F0a7A8,0x3439153EB7AF838Ad19d56E1571FBD09333C2809,11966343,11152980952323759049769,3058004860390562
abstract,reservoir_swap,2,2025-06-15,0xde25a448653d4d91e2abaa01cb64f12ab8d4fc311db67463c0c8a5d002ff94b0,8,0x7EcCB7cc2338c15f15AdaF457135031670F0a7A8,0x3439153EB7AF838Ad19d56E1571FBD09333C2809,11966402,12141513858731128205345,3329107073822493
