blockchain,project,version,tx_hash,evt_index,block_number,token_bought_address,token_sold_address,token_bought_amount_raw,token_sold_amount_raw,block_date
hemi,izumi_finance,1,0xd29f9d79cf2d1ef301cde1f769fd66384881cf3f337a84488070e9593bd9644a,2,2324745,0x4200000000000000000000000000000000000006,0xad11a8beb98bbf61dbb1aa0f6d6f2ecd87b35afa,848329859692290,3203720,2025-07-29
