blockchain,project,version,tx_hash,evt_index,block_number,token_bought_address,token_sold_address,token_bought_amount_raw,token_sold_amount_raw,block_date
bnb,elfomofi,1,0x88b7f75c2c760832d01d57a685bb77d04f3c982f79f4454191c05d30e3075921,592,120394341,0x55d398326f99059ff775485246999027b3197955,0x2170ed0880ac9a755fd29b2688956bd959f933f8,41402333358562515234,16474383074425061,2026-09-06
bnb,elfomofi,1,0x104b3c5dfb43b78f97926d5758cf62eb491d80ac5f4069a796bd5b2aabec0616,25,120394328,0x55d398326f99059ff775485246999027b3197955,0x2170ed0880ac9a755fd29b2688956bd959f933f8,749395202349628844,298168953127546,2026-09-06
bnb,elfomofi,1,0xc532c870c0df1294ad206e8d18a1e2ed6d681160c57d1ea1360620a9f1b93270,201,120394403,0x2170ed0880ac9a755fd29b2688956bd959f933f8,0x55d398326f99059ff775485246999027b3197955,1351398066164040312,3400068714971811413989,2026-09-06
