blockchain,project,version,tx_hash,evt_index,block_number,token_bought_address,token_sold_address,token_bought_amount_raw,token_sold_amount_raw,block_date
hemi,sushiswap,2,0x52b132300ba740fdc27d342cf0d4196aa382059fee003925bf18e2c2154b530c,4,2327815,0xad11a8beb98bbf61dbb1aa0f6d6f2ecd87b35afa,0x4200000000000000000000000000000000000006,5067769,1325020218204013,2025-07-29
hemi,sushiswap,3,0x31ef2938cea8e480ca3337cacda25cd202f94d3fb6a68ebdc59419bcda4cd00f,3,2325253,0xad11a8beb98bbf61dbb1aa0f6d6f2ecd87b35afa,0x4200000000000000000000000000000000000006,34671703,9154389629309352,2025-07-29
