tx_hash,taker,taker_token,maker_token,taker_token_amount
0x517f83a84c4e1322ed16b321de8f00b6846f0a1dd728af2c8352fe2f2197b755,0xc62ac817654a4d66951e7f883dec6351ebc0480a,0x4200000000000000000000000000000000000006,0x078d782b760474a361dda0af3839290b0ef57ad6,0.02
0x58648c34458d6072c3d6994d64301a4673d6dfde5c674a66c3f0c7e52d7154c7,0xc62ac817654a4d66951e7f883dec6351ebc0480a,0x4200000000000000000000000000000000000006,0xd7c28129baf6e11e4f3516b212c50b44cf4e1d6a,0.015
