tx_hash,maker_token,taker_token,taker,taker_token_amount
0x2aaa5f2466f65710465ca87c578d2a16a404e510389ba787d0fadad48e90e0d9,0x7f9a7db853ca816b9a138aee3380ef34c437dee0,0x7189fb5b6504bbff6a852b13b7b82a3c118fdc27,0x565a6ae3c8cae20ac43e122ff814380e47599294,70.1
0xa657871a53da9ab8dde9992ffc9de59fc6068e2119a69dec7c7715f8e37e3360,0x7f9a7db853ca816b9a138aee3380ef34c437dee0,0x625e7708f30ca75bfd92586e17077590c60eb4cd,0x9a2cbcd948378063d25078c8f2c629f5c758d9e6,1.13
0x625fe7c8d17e63c8ff92e2121c450780b0a98d7f05ed68506e65b106cccd54bb,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,0xde99e27c8547d95a1789664fec4b64e918a8989f,3.84
0x4a893be7c002d80d8a84351b3d68e8cd8bc8a24fc228531cadca3597edc0be32,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0xbfe2ad682b97fffc8ac452ea99cb9d10fc4f901f,230638.89
0xe26f60d9dd8ab254c0b590b57f8d04361057cd00925855533fb3c8a380e85734,0xfea7a6a0b346362bf88a9e4a88416b77a57d6c2a,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x59e47b81392c42e5590da24c11f820408602b64b,65000
