timestamp,protocol_version,tx_hash,evt_index,maker,taker,maker_token,maker_symbol,maker_asset_filled_amount,taker_token,taker_symbol,taker_asset_filled_amount,fee_recipient_address,volume_usd,protocol_fee_paid_eth
2023-04-19 08:31:47.000 UTC,v4,0x66910b4add2089fcc6fa5641033b8d833dba4e29a463b7a0cbf900bf57362e4b,9,0x7e6deff6c46e274fe99fc4ae4fc182ab83700b1a,0x72f16cae8f50ad615ab5a8e231a496b2ace52532,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USDC,1.66666666666666666e-119,0x30424981429c8b944e9d44d5bd992ee874f1b188,,,0x0000000000000000000000000000000000000000,0.1,0
