blockchain,project,version,block_month,block_date,block_time,block_number,token_bought_amount_raw,token_sold_amount_raw,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,evt_index
corn,oku,3,2025-01-01 00:00,2025-01-13 00:00,2025-01-13 11:40,140536,184377140,2000000000000000,0xdf0b24095e15044538866576754f3c964e902ee6,0xda5ddd7270381a7c2717ad10d1c0ecb19e3cdfb2,0x01aa191a67abac4567ad59111f55df6558a294f6,0xe435e14815d28a86c643e4606ed0e8e5624782c6,0x77673b46378569bf7639d7824abdf491c8b816db5f8b6505b70b38e34f0cbd68,2
corn,oku,3,2025-01-01 00:00,2025-01-13 00:00,2025-01-13 10:31,140305,185744203,2000000000000000,0xdf0b24095e15044538866576754f3c964e902ee6,0xda5ddd7270381a7c2717ad10d1c0ecb19e3cdfb2,0x01aa191a67abac4567ad59111f55df6558a294f6,0xe435e14815d28a86c643e4606ed0e8e5624782c6,0x4ca5d3737d1de4a7eee5da47a99651d4b9049552b06a0a07ba086ca38262076a,2
