blockchain,project,version,block_month,block_date,block_time,block_number,token_bought_amount_raw,token_sold_amount_raw,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,evt_index
corn,camelot,3,2025-01-01 00:00,2025-01-13 00:00,2025-01-13 10:17,140231,186851764,2000000000000000,0xdf0b24095e15044538866576754f3c964e902ee6,0xda5ddd7270381a7c2717ad10d1c0ecb19e3cdfb2,0xb893e3334d4bd6c5ba8277fd559e99ed683a9fc7,0xf5a317f030dae4c9373f474b99783d81777c5364,0x679ee561e46e22c2f899a9b1d32c8a77027052807ccd3986b26ad40f02f894e1,5
corn,camelot,3,2025-01-01 00:00,2025-01-13 00:00,2025-01-13 10:17,140226,186912093,2000000000000000,0xdf0b24095e15044538866576754f3c964e902ee6,0xda5ddd7270381a7c2717ad10d1c0ecb19e3cdfb2,0xb893e3334d4bd6c5ba8277fd559e99ed683a9fc7,0xf5a317f030dae4c9373f474b99783d81777c5364,0x576d6aba8db2c46f85936dfc856a0101c8b9e0fb0edbb0b9acd5c0ddaa46355f,5
corn,camelot,yak,2025-01-01 00:00,2025-01-13 00:00,2025-01-13 10:31,140312,185683424,2000000000000000,0xdf0b24095e15044538866576754f3c964e902ee6,0xda5ddd7270381a7c2717ad10d1c0ecb19e3cdfb2,0x01aa191a67abac4567ad59111f55df6558a294f6,0x1663efb77d63745b1b80116d43bfc3062d743803,0x1663efb77d63745b1b80116d43bfc3062d743803,0xd8f80c1330f05a2fb3c1568ef86318099918d0198eead122d75f6a1c7d1ab629,8
corn,camelot,yak,2025-01-01 00:00,2025-01-13 00:00,2025-01-13 11:40,140538,184340418,2000000000000000,0xdf0b24095e15044538866576754f3c964e902ee6,0xda5ddd7270381a7c2717ad10d1c0ecb19e3cdfb2,0x01aa191a67abac4567ad59111f55df6558a294f6,0x1663efb77d63745b1b80116d43bfc3062d743803,0x1663efb77d63745b1b80116d43bfc3062d743803,0x92cdffe4cf69618bac8597146bfa16d51045e86fdd7a5073c77530c17256cc82,8
