blockchain,block_number,tx_hash,trace_address,destination_chain_id,user_address,currency_contract
ethereum,17312382,0x9e1b432ca223d9be27d2e306a752b67ffe9577d2de8faa56ec23a68be632f9b3,"2, 0",154,0xd736f9601c7669207d0fc28643aa701762bebe7c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
ethereum,17311573,0x2dffcde15df0b088dd23c7c7851e409de4d329fd17b8493c9fd71cb180fd5a5a,"2, 0",154,0xe2b0fb8b660e191ee775f1b1cb9c979027effa92,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
ethereum,17311807,0xce5f7b99b26ef1432b76cfd687a1cf1b447425567bcb68ecc96b7f3d2cc606dd,"0",102,0x6fdc8ff70fd1fd5af3f4884ca0ac1f85ef97a0b9,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6
ethereum,17311512,0x4f589ffd72f271b6ff71d230e5bfa57c0a97ab28be2edea00ed7050f9b251351,"2, 0",154,0x3e74e8439ecac7d4fd5c3a5ff20f6898ccc273be,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
