tx_hash,taker,taker_token,maker_token,taker_token_amount
0x00268c5e671b87b4eb52d8dabc43fc3637023eabcdb58d8459f435a3e4f53aac,0x0f0b776d6252a77dc36bc8fa5f938e8e3b042473,0x998e211ecf67e09c53b2d95805d735135ac50a5a,0x2cfc85d8e48f8eab294be644d9e25c3030863003,4
0x01cfcc59a93f43c539c5d5e1b499c8e5af126b6fb32fcaca4cb45e762d951ffe,0x0f0b776d6252a77dc36bc8fa5f938e8e3b042473,0xcd1e32b86953d79a6ac58e813d2ea7a1790cab63,0x2cfc85d8e48f8eab294be644d9e25c3030863003,2
