version,name,symbol,pool_address,decoded,dune_namespace,dune_table_name,a,mid_fee,out_fee,token_address,deposit_contract,coin0,coin1,coin2,coin3,undercoin0,undercoin1,undercoin2,undercoin3,gauge_contract
Factory V1 Meta,ibBTC,ibbtc,0xfbdca68601f835b27790d98bbb8ec7f05fdeaa9b,yes,curvefi,ibbtc,100,4000000,4000000,0xfbdca68601f835b27790d98bbb8ec7f05fdeaa9b,0xfbdca68601f835b27790d98bbb8ec7f05fdeaa9b,0x8751d4196027d4e6da63716fa7786b5174f04c15,0x075b1bb99792c9e1041ba13afef80c91a1e70fb3,,,0x8751d4196027d4e6da63716fa7786b5174f04c15,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,0x346c7bb1a7a6a30c8e81c14e90fc2f0fbddc54d8
Factory V1 Meta,Interest Bearing Bitcoin,ibbtc,0x99ae07e7ab61dcce4383a86d14f61c68cdccbf27,yes,curvefi,ibbtc,200,4000000,4000000,0x99ae07e7ab61dcce4383a86d14f61c68cdccbf27,0x99ae07e7ab61dcce4383a86d14f61c68cdccbf27,0xc4e15973e6ff2a35cc804c2cf9d2a1b817a8b40f,0x075b1bb99792c9e1041ba13afef80c91a1e70fb3,,,0xc4e15973e6ff2a35cc804c2cf9d2a1b817a8b40f,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,0xe9ef132a724ff731b17bd550709c38a3258edc4e
Factory V1 Plain,ibZAR/ZARP,ibZAR+ZARP,0xcbd5cc53c5b846671c6434ab301ad4d210c21184,yes,curvefi,ibZAR_ZARP,200,4000000,4000000,0xcbd5cc53c5b846671c6434ab301ad4d210c21184,0xcbd5cc53c5b846671c6434ab301ad4d210c21184,0x8cb24ed2e4f7e2065f4eb2be5f6b0064b1919850,0x81d66d255d47662b6b16f3c5bbfbb15283b05bc2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,0xdb190e4d9c9a95fdf066b258892b8d6bb107434e
Factory V1 Plain,ibKRW/sKRW,ibKRW+sKRW,0x8461a004b50d321cb22b7d034969ce6803911899,yes,curvefi,ibKRW_sKRW,100,4000000,4000000,0x8461a004b50d321cb22b7d034969ce6803911899,0x8461a004b50d321cb22b7d034969ce6803911899,0x95dfdc8161832e4ff7816ac4b6367ce201538253,0x269895a3df4d73b077fc823dd6da1b95f72aaf9b,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,0x1750a3a3d80a3f5333bbe9c4695b0fad41061ab1
Factory V1 Plain,ibJPY/sJPY,ibJPY+sJPY,0x8818a9bb44fbf33502be7c15c500d0c783b73067,yes,curvefi,ibJPY_sJPY,100,4000000,4000000,0x8818a9bb44fbf33502be7c15c500d0c783b73067,0x8818a9bb44fbf33502be7c15c500d0c783b73067,0x5555f75e3d5278082200fb451d1b6ba946d8e13b,0xf6b1c627e95bfc3c1b4c9b825a032ff0fbf3e07d,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,0xeff437a56a22d7dd86c1202a308536ed8c7da7c1
Factory V1 Plain,ibGBP/sGBP,ibGBP+sGBP,0xd6ac1cb9019137a896343da59dde6d097f710538,yes,curvefi,ibGBP_sGBP,100,4000000,4000000,0xd6ac1cb9019137a896343da59dde6d097f710538,0xd6ac1cb9019137a896343da59dde6d097f710538,0x69681f8fde45345c3870bcd5eaf4a05a60e7d227,0x97fe22e7341a0cd8db6f6c021a24dc8f4dad855f,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,0x63d9f3ab7d0c528797a12a0684e50c397e9e79dc
Factory V1 Plain,ibEUR/sEUR,ibEUR+sEUR,0x1f71f05cf491595652378fe94b7820344a551b8e,yes,curvefi,ibEUR_sEUR,100,4000000,4000000,0x1f71f05cf491595652378fe94b7820344a551b8e,0x1f71f05cf491595652378fe94b7820344a551b8e,0x96e61422b6a9ba0e068b6c5add4ffabc6a4aae27,0x57ab1ec28d129707052df4df418d58a2d46d5f51,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,
Factory V1 Plain,ibEUR/sEUR,ibEUR+sEUR,0x19b080fe1ffa0553469d20ca36219f17fcf03859,yes,curvefi,ibEUR_sEUR,100,4000000,4000000,0x19b080fe1ffa0553469d20ca36219f17fcf03859,0x19b080fe1ffa0553469d20ca36219f17fcf03859,0x96e61422b6a9ba0e068b6c5add4ffabc6a4aae27,0xd71ecff9342a5ced620049e616c5035f1db98620,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,0x99fb76f75501039089aac8f20f487bf84e51d76f
Factory V1 Plain,ibCHF/sCHF,ibCHF+sCHF,0x9c2c8910f113181783c249d8f6aa41b51cde0f0c,yes,curvefi,ibCHF_sCHF,100,4000000,4000000,0x9c2c8910f113181783c249d8f6aa41b51cde0f0c,0x9c2c8910f113181783c249d8f6aa41b51cde0f0c,0x1cc481ce2bd2ec7bf67d1be64d4878b16078f309,0x0f83287ff768d1c1e17a42f44d644d7f22e8ee1d,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,0x2fa53e8fa5fadb81f4332c8ece39fe62ea2f919e
Factory V1 Plain,ibAUD/sAUD,ibAUD+sAUD,0x3f1b0278a9ee595635b61817630cc19de792f506,yes,curvefi,ibAUD_sAUD,100,4000000,4000000,0x3f1b0278a9ee595635b61817630cc19de792f506,0x3f1b0278a9ee595635b61817630cc19de792f506,0xfafdf0c4c1cb09d430bf88c75d88bb46dae09967,0xf48e200eaf9906362bb1442fca31e0835773b8b4,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,0x05ca5c01629a8e5845f12ea3a03ff7331932233a
Regular,husd,husd,0x3ef6a01a0f81d6046290f3e2a8c5b843e738e604,yes,curvefi,husd_swap,,,,0x5b5cfe992adac0c9d48e05854b2d91c73a003858,0x09672362833d8f703d5395ef3252d4bfa51c15ca,0xdf574c24545e5ffecb9a659c229253d4111d87e1,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,,,0xdf574c24545e5ffecb9a659c229253d4111d87e1,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,0x2db0e83599a91b508ac268a6197b8b14f5e72840
Regular,hbtc,hbtc,0x4ca9b3063ec5866a4b82e437059d2c43d1be596f,yes,curvefi,hbtc_swap,,,,0xb19059ebb43466c323583928285a49f558e572fd,,0x0316eb71485b0ab14103307bf65a021042c6d380,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,,,,,,,0x4c18e409dc8619bfb6a1cb56d114c3f592e0ae79
Regular,gusd,gusd,0x4f062658eaaf2c1ccf8c8e36d6824cdf41167956,yes,curvefi,gusd_swap,,,,0xd2967f45c4f384deea880f807be904762a3dea07,0x64448b78561690b70e17cbe8029a3e5c1bb7136e,0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,,,0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc5cfada84e902ad92dd40194f0883ad49639b023
Factory V2,FXS/ETH,FXSETH,0x1667954f14f5b22c703116d8d806f988b1e09018,yes,curvefi,fxseth_swap,400000,26000000,45000000,0x27ca67c8d7a060988c9f8f57bf7c784dd41816a6,0x1667954f14f5b22c703116d8d806f988b1e09018,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,,,,,,,
Factory V2,FXS/ETH,FXSETH,0x03470b57b05089ee40c651dac9e0387f1f3cb46f,yes,curvefi,fxseth_swap,400000,26000000,45000000,0x1aea495539b514a5538878d3d3695c7aeddc61f1,0x03470b57b05089ee40c651dac9e0387f1f3cb46f,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,,,,,
Factory V2,FXS/ETH,FXSETH,0x941eb6f616114e4ecaa85377945ea306002612fe,yes,curvefi,fxseth_swap,400000,26000000,45000000,0x90244f43d548a4f8dfecfad91a193465b1fad6f7,0x941eb6f616114e4ecaa85377945ea306002612fe,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,,,,,,,
Factory V2,FXS/ETH,FXSETH,0x6ec176b5449dd7c1a87ca8d97acecc531c0ca0d8,yes,curvefi,fxseth_swap,400000,26000000,45000000,0xd67f3684346e416a8b1311c8955fb6000a083aaa,0x6ec176b5449dd7c1a87ca8d97acecc531c0ca0d8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,,,,,,,
Factory V1 Plain,handleEUR,fxEUR_CRV,0x8df0713b2a047c45a0bef21c3b309bcef91afd34,yes,curvefi,fxEUR_CRV,10,4000000,4000000,0x8df0713b2a047c45a0bef21c3b309bcef91afd34,0x8df0713b2a047c45a0bef21c3b309bcef91afd34,0x116172b2482c5dc3e6f445c16ac13367ac3fcd35,0xdb25f211ab05b1c97d595516f45794528a807ad8,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,0xe99de9059e65683f7c5e29a0078efecea34e1c2f
Regular,frax,frax,0xd632f22692fac7611d2aa1c0d552930d43caed3b,yes,curvefi,frax,,,,0xd632f22692fac7611d2aa1c0d552930d43caed3b,,0x853d955acef822db058eb8505911ed77f175b99e,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,,,0x853d955acef822db058eb8505911ed77f175b99e,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,0x72e158d38dbd50a483501c24f792bdaaa3e7d55c
Factory V1 Meta,fiat,FIAT+3Crv,0xdb8cc7eced700a4bffde98013760ff31ff9408d8,yes,curvefi,fiat3crv,200,4000000,4000000,0xdb8cc7eced700a4bffde98013760ff31ff9408d8,0xdb8cc7eced700a4bffde98013760ff31ff9408d8,0x586aa273f262909eef8fa02d90ab65f5015e0516,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,,,0x586aa273f262909eef8fa02d90ab65f5015e0516,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,0x71c5dc1b395b02834a97ecf5a0ca062bf8801b07
Factory V1 Meta,BUSDFRAXBP,BUSDFRAXBP,0x8fdb0bb9365a46b145db80d0b1c5c5e979c84190,yes,curvefi,factory_metapoool_busdfraxbp,200,4000000,4000000,0x8fdb0bb9365a46b145db80d0b1c5c5e979c84190,0x8fdb0bb9365a46b145db80d0b1c5c5e979c84190,0x4fabb145d64652a948d72533023f6e7a623c7c53,,,,0x4fabb145d64652a948d72533023f6e7a623c7c53,,,,0xaeac6dcd12cc0be74c8f99efe4bb5205a1f9a608
Factory V1 Meta,USDDFRAXBP,USDDFRAXBP,0x4606326b4db89373f5377c316d3b0f6e55bc6a20,yes,curvefi,factory_metapool_usddfraxbp,200,4000000,4000000,0x4606326b4db89373f5377c316d3b0f6e55bc6a20,0x4606326b4db89373f5377c316d3b0f6e55bc6a20,0x0c10bf8fcb7bf5412187a595ab97a3609160b5c6,,,,0x0c10bf8fcb7bf5412187a595ab97a3609160b5c6,,,,0xb8b9dfcb48614fa873ccec72c79d728d39ec9a5c
Factory V1 Meta,TUSDFRAXBP,TUSDFRAXBP,0x33baeda08b8afacc4d3d07cf31d49fc1f1f3e893,yes,curvefi,factory_metapool_tusdfraxbp,200,4000000,4000000,0x33baeda08b8afacc4d3d07cf31d49fc1f1f3e893,0x33baeda08b8afacc4d3d07cf31d49fc1f1f3e893,0x0000000000085d4780b73119b644ae5ecd22b376,,,,0x0000000000085d4780b73119b644ae5ecd22b376,,,,0xf865fdd6a5f307f398a94dc40687995cfaa77bc9
Factory V1 Meta,sUSDFRAXBP,SUSDFRAXBP,0xe3c190c57b5959ae62efe3b6797058b76ba2f5ef,yes,curvefi,factory_metapool_susdfraxbp,200,4000000,4000000,0xe3c190c57b5959ae62efe3b6797058b76ba2f5ef,0xe3c190c57b5959ae62efe3b6797058b76ba2f5ef,0x57ab1ec28d129707052df4df418d58a2d46d5f51,,,,0x57ab1ec28d129707052df4df418d58a2d46d5f51,,,,0xf6d7087d4ae4dcf85956d743406e63cda74d99ad
Factory V1 Meta,LUSDFRAXBP,LUSDFRAXBP,0x497ce58f34605b9944e6b15ecafe6b001206fd25,yes,curvefi,factory_metapool_lusdfraxbp,200,4000000,4000000,0x497ce58f34605b9944e6b15ecafe6b001206fd25,0x497ce58f34605b9944e6b15ecafe6b001206fd25,0x5f98805a4e8be255a32880fdec7f6728c6568ba0,,,,0x5f98805a4e8be255a32880fdec7f6728c6568ba0,,,,0x389fc079a15354e9cbce8258433cc0f85b755a42
Factory V1 Meta,GUSDFRAXBP,GUSDFRAXBP,0x4e43151b78b5fbb16298c1161fcbf7531d5f8d93,yes,curvefi,factory_metapool_gusdfraxbp,200,4000000,4000000,0x4e43151b78b5fbb16298c1161fcbf7531d5f8d93,0x4e43151b78b5fbb16298c1161fcbf7531d5f8d93,0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,,,,0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,,,,0xda7f9dd286577cc338047b040c289463743a474e
Factory V1 Meta,apeUSDFRAXBP,APEUSDBP,0x04b727c7e246ca70d496ecf52e6b6280f3c8077d,yes,curvefi,factory_metapool_apeusdfraxbp,200,4000000,4000000,0x04b727c7e246ca70d496ecf52e6b6280f3c8077d,0x04b727c7e246ca70d496ecf52e6b6280f3c8077d,0xff709449528b6fb6b88f557f7d93dece33bca78d,,,,0xff709449528b6fb6b88f557f7d93dece33bca78d,,,,0xd6e48cc0597a1ee12a8beeb88e22bfdb81777164
Factory V1 Meta,alUSDFRAXBP,alUSDFRAXB,0xb30da2376f63de30b42dc055c93fa474f31330a5,yes,curvefi,factory_metapool_alusdfraxbp,200,4000000,4000000,0xb30da2376f63de30b42dc055c93fa474f31330a5,0xb30da2376f63de30b42dc055c93fa474f31330a5,0xbc6da0fe9ad5f3b0d58160288917aa56653660e9,,,,0xbc6da0fe9ad5f3b0d58160288917aa56653660e9,,,,0x740ba8aa0052e07b925908b380248cb03f3de5cb
Factory V1 Meta,fUSD-3pool,fUSD,0xc2f5fea5197a3d92736500fd7733fcc7a3bbdf3f,yes,curvefi,fUSD,200,4000000,4000000,0xc2f5fea5197a3d92736500fd7733fcc7a3bbdf3f,0xc2f5fea5197a3d92736500fd7733fcc7a3bbdf3f,0x42ef9077d8e79689799673ae588e046f8832cb95,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,,,0x42ef9077d8e79689799673ae588e046f8832cb95,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,
Regular,eurtusd,eurtusd,0x9838eccc42659fa8aa7daf2ad134b53984c9427b,yes,curvefi,eurtusd_swap,,,,0x3b6831c0077a1e44ed0a21841c3bc4dc11bce833,0x5d0f47b32fdd343bfa74ce221808e2abe4a53827,0xc581b735a1688071a1746c968e0798d642ede491,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,,,0xc581b735a1688071a1746c968e0798d642ede491,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,0x4fd86ce7ecea88f7e0aa78dc12625996fb3a04bc
Factory V1 Plain,Euro Tether,EURT,0xfd5db7463a3ab53fd211b4af195c5bccc1a03890,yes,curvefi,eurt,100,4000000,4000000,0xfd5db7463a3ab53fd211b4af195c5bccc1a03890,0xfd5db7463a3ab53fd211b4af195c5bccc1a03890,0xc581b735a1688071a1746c968e0798d642ede491,0xd71ecff9342a5ced620049e616c5035f1db98620,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,
Regular,eursusd,eursusd,0x98a7f18d4e56cfe84e3d081b40001b3d5bd3eb8b,yes,curvefi,eursusdc_swap,,,,0x3d229e1b4faab62f621ef2f6a610961f7bd7b23b,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdb25f211ab05b1c97d595516f45794528a807ad8,,,,,,,0x65ca7dc5cb661fc58de57b1e1af404649a27ad35
Regular,eurs,eurs,0x0ce6a5ff5217e38315f87032cf90686c96627caa,yes,curvefi,eurs_swap,,,,0x194ebd173f6cdace046c53eacce9b953f28411d1,,0xdb25f211ab05b1c97d595516f45794528a807ad8,0xd71ecff9342a5ced620049e616c5035f1db98620,,,,,,,0x90bb609649e0451e5ad952683d64bd2d1f245840
Factory V2,DYDX/ETH,DYDXETH,0x8b0afa4b63a3581b731da9d79774a3eae63b5abd,yes,curvefi,dydxeth_swap,400000,26000000,45000000,0x4acc1bf7d6a591016641325aa6664a1cd178f002,0x8b0afa4b63a3581b731da9d79774a3eae63b5abd,0x92d6c1e31e14520e676a687f0a93788b716beff5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,,,,,
Regular,dusd,dusd,0x8038c01a0390a8c547446a0b2c18fc9aefecc10c,yes,curvefi,dusd_swap,,,,0x3a664ab939fd8482048609f652f9a0b0677337b9,0x61e10659fe3aa93d036d099405224e4ac24996d0,0x5bc25f649fc4e26069ddf4cf4010f9f706c23831,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,,,0x5bc25f649fc4e26069ddf4cf4010f9f706c23831,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,0xaea6c312f4b3e04d752946d329693f7293bc2e6d
Factory V2,DUCK/ETH,DUCKETH,0xd8c49617e6a2c7584ddbeab652368ee84954bf5c,yes,curvefi,ducketh,400000,26000000,45000000,0x91f2f1b9d9c7d838c87b687d2accd1f0be8fae5d,0xd8c49617e6a2c7584ddbeab652368ee84954bf5c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x92e187a03b6cd19cb6af293ba17f2745fd2357d5,,,,,,,
Factory V1 Meta,DOLA-3pool Curve LP,DOLA3POOL,0xaa5a67c256e27a5d80712c51971408db3370927d,yes,curvefi,dola_3crv_pool,100,4000000,4000000,0xaa5a67c256e27a5d80712c51971408db3370927d,0xaa5a67c256e27a5d80712c51971408db3370927d,0x865377367054516e17014ccded1e7d814edc9ce4,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,,,0x865377367054516e17014ccded1e7d814edc9ce4,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,0x8fa728f393588e8d8dd1ca397e9a710e53fa553a
Factory V1 Meta,DEI,DEI,0x6870f9b4dd5d34c7fc53d0d85d9dbd1aab339bf7,yes,curvefi,dei,10,4000000,4000000,0x6870f9b4dd5d34c7fc53d0d85d9dbd1aab339bf7,0x6870f9b4dd5d34c7fc53d0d85d9dbd1aab339bf7,0xde12c7959e1a72bbe8a5f7a1dc8f8eef9ab011b3,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,,,0xde12c7959e1a72bbe8a5f7a1dc8f8eef9ab011b3,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,
Factory V2,cvxFxs/Fxs,cvxFXSFXS,0xd658a338613198204dca1143ac3f01a722b5d94a,yes,curvefi,cvxfxsfxs_swap,200000000,15000000,30000000,0xf3a43307dcafa93275993862aae628fcb50dc768,0xd658a338613198204dca1143ac3f01a722b5d94a,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,0xfeef77d3f69374f66429c91d732a244f074bdf74,,,,,,,
Regular,cvxeth,cvxeth,0xb576491f1e6e5e62f1d8f26062ee822b40b0e0d4,yes,curvefi,cvxeth_swap,,,,0x3a283d9c08e8b55966afb64c515f5143cf907611,,0x0000000000000000000000000000000000000000,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,,,,,,,0x7e1444ba99dcdffe8fbdb42c02f0005d14f13be1
Factory V1 Plain,cvxCRV,cvxcrv,0x9d0464996170c6b9e75eed71c68b99ddedf279e8,yes,curvefi,cvxcrv,50,15000000,15000000,0x9d0464996170c6b9e75eed71c68b99ddedf279e8,0x9d0464996170c6b9e75eed71c68b99ddedf279e8,0xd533a949740bb3306d119cc777fa900ba034cd52,0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,0x903da6213a5a12b61c821598154efad98c3b20e4
Regular,crveth,crveth,0x8301ae4fc9c624d1d396cbdaa1ed877821d7c511,yes,curvefi,crveth_swap,,,,0xed4064f376cb8d68f770fb1ff088a3d0f3ff5c4d,,0x0000000000000000000000000000000000000000,0xd533a949740bb3306d119cc777fa900ba034cd52,,,,,,,0x1cebdb0856dd985fae9b8fea2262469360b8a3a6
Factory V1 Plain,Curve.fi sCRV/CRV,crvCRVsCRV,0x621f13bf667207335c601f8c89ea5ec260bada9a,yes,curvefi,crvCRVsCRV,100,4000000,4000000,0x621f13bf667207335c601f8c89ea5ec260bada9a,0x621f13bf667207335c601f8c89ea5ec260bada9a,0xd38aeb759891882e78e957c80656572503d8c1b1,0xd533a949740bb3306d119cc777fa900ba034cd52,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,
Factory V1 Plain,Ahead of the Curve,crvCRV,0xda5b670ccd418a187a3066674a8002adc9356ad1,yes,curvefi,crvCRV,10,4000000,4000000,0xda5b670ccd418a187a3066674a8002adc9356ad1,0xda5b670ccd418a187a3066674a8002adc9356ad1,0xd533a949740bb3306d119cc777fa900ba034cd52,0x9d409a0a012cfba9b15f6d4b36ac57a46966ab9a,0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7,0xd38aeb759891882e78e957c80656572503d8c1b1,,,,,
Regular,compound,compound,0xa2b47e3d5c44877cca798226b7b8118f9bfb7a56,yes,curvefi,compound_swap,,,,0x845838df265dcd2c412a1dc9e959c7d08537f8a2,0xeb21209ae4c2c9ff2a86aca31e123764a3b6bc06,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0x39aa39c021dfbae8fac545936693ac917d5e7563,,,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,,0x7ca5b0a2910b33e9759dc7ddb0413949071d7575
Factory V2,CADC/USDC,CADCUSDC,0xe07bde9eb53deffa979dae36882014b758111a78,yes,curvefi,cadcusdc_swap,200000000,5000000,45000000,0x1054ff2ffa34c055a13dcd9e0b4c0ca5b3aeceb9,0xe07bde9eb53deffa979dae36882014b758111a78,0xcadc0acd4b445166f12d2c07eac6e2544fbe2eef,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,,,,,,
Factory V1 Plain,Badger Locked CVX,bveCVX-CVX,0x04c90c198b2eff55716079bc06d7ccc4aa4d7512,yes,curvefi,bveCVX_CVX,100,4000000,4000000,0x04c90c198b2eff55716079bc06d7ccc4aa4d7512,0x04c90c198b2eff55716079bc06d7ccc4aa4d7512,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,0xfd05d3c7fe2924020620a8be4961bbaa747e6305,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,0x1b759a88543931f4bb983bca4194306039cb979c
Regular,busdv2,busdv2,0x4807862aa8b2bf68830e4c8dc86d0e9a998e085a,yes,curvefi,busdv2,,,,0x4807862aa8b2bf68830e4c8dc86d0e9a998e085a,,0x4fabb145d64652a948d72533023f6e7a623c7c53,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,,,0x4fabb145d64652a948d72533023f6e7a623c7c53,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,0xd4b22fedca85e684919955061fdf353b9d38389b
Regular,busd,busd,0x79a8c46dea5ada233abaffd40f3a0a2b1e5a4f27,yes,curvefi,busd_swap,,,,0x3b3ac5386837dc563660fb6a0937dfaa5924333b,0xb6c057591e073249f2d9d88ba59a46cfc9b59edb,0xc2cb1040220768554cf699b0d863a3cd4324ce32,0x26ea744e5b887e5205727f55dfbe8685e3b21951,0xe6354ed5bc4b393a5aad09f21c46e101e692d447,0x04bc0ab673d88ae9dbc9da2380cb6b79c4bca9ae,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,0x4fabb145d64652a948d72533023f6e7a623c7c53,0x69fb7c45726cfe2badee8317005d3f94be838840
Factory V2,BTRFLY/ETH,BTRFLYETH,0xf43b15ab692fde1f9c24a9fce700adcc809d5391,yes,curvefi,btrfly_eth_swap,400000,26000000,45000000,0xe160364fd8407ffc8b163e278300c6c5d18ff61d,0xf43b15ab692fde1f9c24a9fce700adcc809d5391,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc0d4ceb216b3ba9c3701b291766fdcba977cec3a,,,,,,,
Factory V1 Meta,Bhome,bhome,0x3b22b869ba3c0a495cead0b8a009b70886d37fac,yes,curvefi,bhome,10,4000000,4000000,0x3b22b869ba3c0a495cead0b8a009b70886d37fac,0x3b22b869ba3c0a495cead0b8a009b70886d37fac,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,,,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,
Factory V1 Plain,bentCVX,bentcvx,0xf083fba98ded0f9c970e5a418500bad08d8b9732,yes,curvefi,bentcvx,50,15000000,15000000,0xf083fba98ded0f9c970e5a418500bad08d8b9732,0xf083fba98ded0f9c970e5a418500bad08d8b9732,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,0x9e0441e084f5db0606565737158aa6ab6b970fe0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,
Factory V1 Plain,Bean-LUSD,BEANLUSD,0xd652c40fbb3f06d6b58cb9aa9cff063ee63d465d,yes,curvefi,bean_lusd_pool,100,4000000,4000000,0xd652c40fbb3f06d6b58cb9aa9cff063ee63d465d,0xd652c40fbb3f06d6b58cb9aa9cff063ee63d465d,0xdc59ac4fefa32293a95889dc396682858d52e5db,0x5f98805a4e8be255a32880fdec7f6728c6568ba0,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,,,,,
