block_number,tx_hash,token_id,amount_original,buyer,seller
15907892,0x28855536b504c2042dfe4f1fd231686cb1ee7f8dbdefa0865fd197a71dc940d5,3540,0.035,0xb0e5ca05aa921da8b194766341ee6630f4288e98,0x75e55dd9914870a415532c2bb5b969d5a3437841
15437418,0x62a2a156aa224918767b28f4ce6999bf227aa8ad5f518c0ba9c0c168b4dc2c5a,6363,0.5,0x4ef500abe8c3524e93b67821224131e0591ba25f,0x023cd4062b82db1eecc91fe077ec944d4b89384a
