block_time,block_date,block_month,blockchain,amount_usd,type,token_bought_amount,token_bought_symbol,token_bought_address,type,token_sold_amount,token_sold_symbol,token_sold_address,fee_usd,fee_token_amount,fee_token_symbol,fee_token_mint_address,project,version,token_pair,project_contract_address,project_contract_address_url,user,user_url,tx_id,tx_id_url,tx_index,outer_instruction_index,inner_instruction_index,isLastTradeInTransaction
2024-03-26 06:07:10.000 UTC,2024-03-26 00:00:00.000 UTC,2024-03-00 00:00:00.000 UTC,solana,Buy,4.8220425,2027976.1,$KASINO,8wroxu3hBBXGV1YfCuVsf8X1QQwso5DjHpECuzFgtQPk,Buy,0.02475,SOL,So11111111111111111111111111111111111111112,0.02435375,1.25E-4,SOL,So11111111111111111111111111111111111111112,raydium,4,SOL-$KASINO,H8AcWQEbmFkCXqF7tZy1RwtqP2muR5QLBvKhLQUjG1TV,"<a href=""https://birdeye.so/token/8wroxu3hBBXGV1YfCuVsf8X1QQwso5DjHpECuzFgtQPk/H8AcWQEbmFkCXqF7tZy1RwtqP2muR5QLBvKhLQUjG1TV?chain=solana"" target=_blank"">H8AcWQEbmFkCXqF7tZy1RwtqP2muR5QLBvKhLQUjG1TV</a>",Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ,"<a href=""https://birdeye.so/profile/Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ?chain=solana"" target=_blank"">Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ</a>",4wTQg46LqCcA1SwSKvUxgw3WfDKwBWNbGLEhqN5p7xyFJxnjnchGGkqFnLPbBWPLcFLfv9a3Wfus1viR5JfVtViL,"<a href=""https://solscan.io/tx/4wTQg46LqCcA1SwSKvUxgw3WfDKwBWNbGLEhqN5p7xyFJxnjnchGGkqFnLPbBWPLcFLfv9a3Wfus1viR5JfVtViL"" target=_blank"">4wTQg46LqCcA1SwSKvUxgw3WfDKwBWNbGLEhqN5p7xyFJxnjnchGGkqFnLPbBWPLcFLfv9a3Wfus1viR5JfVtViL</a>",157,6,2,true
2024-03-26 05:46:23.000 UTC,2024-03-26 00:00:00.000 UTC,2024-03-00 00:00:00.000 UTC,solana,Buy,4.843822500000001,2187618.4,$KASINO,8wroxu3hBBXGV1YfCuVsf8X1QQwso5DjHpECuzFgtQPk,Buy,0.02475,SOL,So11111111111111111111111111111111111111112,0.024463750000000003,1.25E-4,SOL,So11111111111111111111111111111111111111112,raydium,4,SOL-$KASINO,H8AcWQEbmFkCXqF7tZy1RwtqP2muR5QLBvKhLQUjG1TV,"<a href=""https://birdeye.so/token/8wroxu3hBBXGV1YfCuVsf8X1QQwso5DjHpECuzFgtQPk/H8AcWQEbmFkCXqF7tZy1RwtqP2muR5QLBvKhLQUjG1TV?chain=solana"" target=_blank"">H8AcWQEbmFkCXqF7tZy1RwtqP2muR5QLBvKhLQUjG1TV</a>",Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ,"<a href=""https://birdeye.so/profile/Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ?chain=solana"" target=_blank"">Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ</a>",3Si4E9XnrS3Hwjn1FRorjrrC3pHzYEdeT6qM6H6afoBbq5MS3YrtXqq2ADAZQdSPNDUrDUaPfFon5cYSSQWjWnUF,"<a href=""https://solscan.io/tx/3Si4E9XnrS3Hwjn1FRorjrrC3pHzYEdeT6qM6H6afoBbq5MS3YrtXqq2ADAZQdSPNDUrDUaPfFon5cYSSQWjWnUF"" target=_blank"">3Si4E9XnrS3Hwjn1FRorjrrC3pHzYEdeT6qM6H6afoBbq5MS3YrtXqq2ADAZQdSPNDUrDUaPfFon5cYSSQWjWnUF</a>",242,6,2,true
2024-03-26 05:45:16.000 UTC,2024-03-26 00:00:00.000 UTC,2024-03-00 00:00:00.000 UTC,solana,Buy,4.843822500000001,8176796.42296315,WWIFH,DRzZsefkHJvCs1tD8Yxwci3npwEK8mUNKLDVhPKPSBzq,Buy,0.02475,SOL,So11111111111111111111111111111111111111112,0.024463750000000003,1.25E-4,SOL,So11111111111111111111111111111111111111112,raydium,4,WWIFH-SOL,CbTa7iD6UxEuPjXescckGoqpnjXVpuGws4sQ7aA4TFM5,"<a href=""https://birdeye.so/token/DRzZsefkHJvCs1tD8Yxwci3npwEK8mUNKLDVhPKPSBzq/CbTa7iD6UxEuPjXescckGoqpnjXVpuGws4sQ7aA4TFM5?chain=solana"" target=_blank"">CbTa7iD6UxEuPjXescckGoqpnjXVpuGws4sQ7aA4TFM5</a>",Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ,"<a href=""https://birdeye.so/profile/Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ?chain=solana"" target=_blank"">Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ</a>",2k5769dh5pk1dQXjT5xvcwhDCvJKcW3JYJq1iD9GwJMX3aYm6iQfwTsGVSVgdKwnzbnCg3uMBf3xAS6w9bNp3YWt,"<a href=""https://solscan.io/tx/2k5769dh5pk1dQXjT5xvcwhDCvJKcW3JYJq1iD9GwJMX3aYm6iQfwTsGVSVgdKwnzbnCg3uMBf3xAS6w9bNp3YWt"" target=_blank"">2k5769dh5pk1dQXjT5xvcwhDCvJKcW3JYJq1iD9GwJMX3aYm6iQfwTsGVSVgdKwnzbnCg3uMBf3xAS6w9bNp3YWt</a>",495,6,2,true
2024-03-26 05:41:57.000 UTC,2024-03-26 00:00:00.000 UTC,2024-03-00 00:00:00.000 UTC,solana,Buy,4.839615,2.50217785328908E9,$PNDC,vSYAPufpX2a4HpnkXguuoTznA5r2yZan8yP2RGnkvKm,Buy,0.02475,SOL,So11111111111111111111111111111111111111112,0.0244425,1.25E-4,SOL,So11111111111111111111111111111111111111112,raydium,4,SOL-$PNDC,DcVyXhiGEZwzctTVsu6xPtgtGCH6wJfohKV61SbGDZCt,"<a href=""https://birdeye.so/token/vSYAPufpX2a4HpnkXguuoTznA5r2yZan8yP2RGnkvKm/DcVyXhiGEZwzctTVsu6xPtgtGCH6wJfohKV61SbGDZCt?chain=solana"" target=_blank"">DcVyXhiGEZwzctTVsu6xPtgtGCH6wJfohKV61SbGDZCt</a>",Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ,"<a href=""https://birdeye.so/profile/Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ?chain=solana"" target=_blank"">Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ</a>",4aqpSgWNVLXWTgTAEH4CBWiAceWEzYSLu6LLNPRVW3fWN9w5DvTfh7Y1Kg3ZBj72giReNMccLDagDYTWJk4pBkdx,"<a href=""https://solscan.io/tx/4aqpSgWNVLXWTgTAEH4CBWiAceWEzYSLu6LLNPRVW3fWN9w5DvTfh7Y1Kg3ZBj72giReNMccLDagDYTWJk4pBkdx"" target=_blank"">4aqpSgWNVLXWTgTAEH4CBWiAceWEzYSLu6LLNPRVW3fWN9w5DvTfh7Y1Kg3ZBj72giReNMccLDagDYTWJk4pBkdx</a>",59,6,2,true
2024-03-26 05:41:22.000 UTC,2024-03-26 00:00:00.000 UTC,2024-03-00 00:00:00.000 UTC,solana,Buy,4.839615,19574.86939737,EGG,4ynyx6BzY2XGFgjjun9Cruj1bSRo8FLsAqNnPsW6jDsu,Buy,0.02475,SOL,So11111111111111111111111111111111111111112,0.0244425,1.25E-4,SOL,So11111111111111111111111111111111111111112,whirlpool,1,EGG-SOL,2nPXX4Aq1XboEDUh3ngXKL5UxakvVjrLXmYeFVMFPeHB,"<a href=""https://birdeye.so/token/4ynyx6BzY2XGFgjjun9Cruj1bSRo8FLsAqNnPsW6jDsu/2nPXX4Aq1XboEDUh3ngXKL5UxakvVjrLXmYeFVMFPeHB?chain=solana"" target=_blank"">2nPXX4Aq1XboEDUh3ngXKL5UxakvVjrLXmYeFVMFPeHB</a>",Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ,"<a href=""https://birdeye.so/profile/Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ?chain=solana"" target=_blank"">Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ</a>",42n6U4fP6mNeAnT53CNMVujQbiN5YEiwTP2yPBtyvzLXPhgbCc4B2AZnR3HckRTR5uAohqx13KrZG1KafHAuVb15,"<a href=""https://solscan.io/tx/42n6U4fP6mNeAnT53CNMVujQbiN5YEiwTP2yPBtyvzLXPhgbCc4B2AZnR3HckRTR5uAohqx13KrZG1KafHAuVb15"" target=_blank"">42n6U4fP6mNeAnT53CNMVujQbiN5YEiwTP2yPBtyvzLXPhgbCc4B2AZnR3HckRTR5uAohqx13KrZG1KafHAuVb15</a>",80,6,2,true
2024-03-26 05:40:31.000 UTC,2024-03-26 00:00:00.000 UTC,2024-03-00 00:00:00.000 UTC,solana,Buy,4.839615,1.6150845432385772E7,SBO,8HnAAfcbnLUyC3UgZTBWbSe2N4JvNZ2DS2P8XuDd3Vvj,Buy,0.02475,SOL,So11111111111111111111111111111111111111112,0.0244425,1.25E-4,SOL,So11111111111111111111111111111111111111112,raydium,4,SOL-SBO,9mWDpAZWKMrqzBoGdDdGxNqkg6exLZwEMeiby7UEa6zL,"<a href=""https://birdeye.so/token/8HnAAfcbnLUyC3UgZTBWbSe2N4JvNZ2DS2P8XuDd3Vvj/9mWDpAZWKMrqzBoGdDdGxNqkg6exLZwEMeiby7UEa6zL?chain=solana"" target=_blank"">9mWDpAZWKMrqzBoGdDdGxNqkg6exLZwEMeiby7UEa6zL</a>",Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ,"<a href=""https://birdeye.so/profile/Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ?chain=solana"" target=_blank"">Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ</a>",3ayqGWJofU4TaU7M8fEZV7wtm422BRzw9xUdaoV8qzFKSB46Ywd48Wqqs4baQzrMNXz3xr4rTaByWV2kRcaYENb4,"<a href=""https://solscan.io/tx/3ayqGWJofU4TaU7M8fEZV7wtm422BRzw9xUdaoV8qzFKSB46Ywd48Wqqs4baQzrMNXz3xr4rTaByWV2kRcaYENb4"" target=_blank"">3ayqGWJofU4TaU7M8fEZV7wtm422BRzw9xUdaoV8qzFKSB46Ywd48Wqqs4baQzrMNXz3xr4rTaByWV2kRcaYENb4</a>",182,5,0,true
2024-03-26 05:36:05.000 UTC,2024-03-26 00:00:00.000 UTC,2024-03-00 00:00:00.000 UTC,solana,Buy,4.8378825,59.283861321,SORCA,4nJWRhrLR4YbomC6BRMLw5Dikhm56ngoaJ9FF237xvNZ,Buy,0.02475,SOL,So11111111111111111111111111111111111111112,0.02443375,1.25E-4,SOL,So11111111111111111111111111111111111111112,whirlpool,1,SOL-SORCA,BBGeVcwkH2Q6vvRPQTGP4xGP2ugvHk8mkX5rNWyW3nwg,"<a href=""https://birdeye.so/token/4nJWRhrLR4YbomC6BRMLw5Dikhm56ngoaJ9FF237xvNZ/BBGeVcwkH2Q6vvRPQTGP4xGP2ugvHk8mkX5rNWyW3nwg?chain=solana"" target=_blank"">BBGeVcwkH2Q6vvRPQTGP4xGP2ugvHk8mkX5rNWyW3nwg</a>",Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ,"<a href=""https://birdeye.so/profile/Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ?chain=solana"" target=_blank"">Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ</a>",2dpFn2mLJX6swUn6Pgv9BJEun1KEzj7RxePcWYdRjXUUNmwKtyCwZQADXX1ojWCLiGjowJB4tAS6RPf9Biy8pUF2,"<a href=""https://solscan.io/tx/2dpFn2mLJX6swUn6Pgv9BJEun1KEzj7RxePcWYdRjXUUNmwKtyCwZQADXX1ojWCLiGjowJB4tAS6RPf9Biy8pUF2"" target=_blank"">2dpFn2mLJX6swUn6Pgv9BJEun1KEzj7RxePcWYdRjXUUNmwKtyCwZQADXX1ojWCLiGjowJB4tAS6RPf9Biy8pUF2</a>",393,6,2,true
2024-03-26 05:35:09.000 UTC,2024-03-26 00:00:00.000 UTC,2024-03-00 00:00:00.000 UTC,solana,Buy,4.8378825,298792.628372339,$AKUMULA,FeaLEarmzKwZzNai5qJYH6CRVJ7T9bYhxVdhS76bQi4n,Buy,0.02475,SOL,So11111111111111111111111111111111111111112,0.02443375,1.25E-4,SOL,So11111111111111111111111111111111111111112,raydium,4,SOL-$AKUMULA,3SUw9rvTrohTTwrqMJ8XDqtXzsGSVW8Q93cUKNmjBTzC,"<a href=""https://birdeye.so/token/FeaLEarmzKwZzNai5qJYH6CRVJ7T9bYhxVdhS76bQi4n/3SUw9rvTrohTTwrqMJ8XDqtXzsGSVW8Q93cUKNmjBTzC?chain=solana"" target=_blank"">3SUw9rvTrohTTwrqMJ8XDqtXzsGSVW8Q93cUKNmjBTzC</a>",Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ,"<a href=""https://birdeye.so/profile/Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ?chain=solana"" target=_blank"">Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ</a>",3bKzHZCMFhT8Vc82Y2SAfa77ZLe8AkdnGHkyKmCpynZ1pQc25zdFVpq9SsZeAWThm87rFrnhRAk6xXKwxXL9naNz,"<a href=""https://solscan.io/tx/3bKzHZCMFhT8Vc82Y2SAfa77ZLe8AkdnGHkyKmCpynZ1pQc25zdFVpq9SsZeAWThm87rFrnhRAk6xXKwxXL9naNz"" target=_blank"">3bKzHZCMFhT8Vc82Y2SAfa77ZLe8AkdnGHkyKmCpynZ1pQc25zdFVpq9SsZeAWThm87rFrnhRAk6xXKwxXL9naNz</a>",44,6,2,true
2024-03-26 05:03:25.000 UTC,2024-03-26 00:00:00.000 UTC,2024-03-00 00:00:00.000 UTC,solana,Buy,4.8037275,1522380.789547,KittyKat,3v9iucpw1SPGxeFrVHmkRXYEeQaR7nyTrepPAsr9W1jV,Buy,0.02475,SOL,So11111111111111111111111111111111111111112,0.02426125,1.25E-4,SOL,So11111111111111111111111111111111111111112,raydium,4,SOL-KittyKat,91R4aCRJ3aEz4a2Sz4Jf7KxtzJaWzjM6UwX9QTX7uGwY,"<a href=""https://birdeye.so/token/3v9iucpw1SPGxeFrVHmkRXYEeQaR7nyTrepPAsr9W1jV/91R4aCRJ3aEz4a2Sz4Jf7KxtzJaWzjM6UwX9QTX7uGwY?chain=solana"" target=_blank"">91R4aCRJ3aEz4a2Sz4Jf7KxtzJaWzjM6UwX9QTX7uGwY</a>",Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ,"<a href=""https://birdeye.so/profile/Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ?chain=solana"" target=_blank"">Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ</a>",31MeAE4S3DJ6dqw9ZyaPXrZFzmaWXEAwDDza7g93BDidadLpQptyneYw4QdoqWn9aEvSTuAib4DK7Xg7h4hXJSdU,"<a href=""https://solscan.io/tx/31MeAE4S3DJ6dqw9ZyaPXrZFzmaWXEAwDDza7g93BDidadLpQptyneYw4QdoqWn9aEvSTuAib4DK7Xg7h4hXJSdU"" target=_blank"">31MeAE4S3DJ6dqw9ZyaPXrZFzmaWXEAwDDza7g93BDidadLpQptyneYw4QdoqWn9aEvSTuAib4DK7Xg7h4hXJSdU</a>",82,6,2,true
2024-03-26 05:00:51.000 UTC,2024-03-26 00:00:00.000 UTC,2024-03-00 00:00:00.000 UTC,solana,Buy,4.8037275,5278731.21089,FCUK,FCUKBVkK5rT9f2CK7YEc57tgbTVBZQNZAkcH2xoud8LH,Buy,0.02475,SOL,So11111111111111111111111111111111111111112,0.02426125,1.25E-4,SOL,So11111111111111111111111111111111111111112,raydium,4,SOL-FCUK,maa97PjqMamMdjxiwE6wLFNBvF6kGSpYfzYHSCfhnXL,"<a href=""https://birdeye.so/token/FCUKBVkK5rT9f2CK7YEc57tgbTVBZQNZAkcH2xoud8LH/maa97PjqMamMdjxiwE6wLFNBvF6kGSpYfzYHSCfhnXL?chain=solana"" target=_blank"">maa97PjqMamMdjxiwE6wLFNBvF6kGSpYfzYHSCfhnXL</a>",Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ,"<a href=""https://birdeye.so/profile/Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ?chain=solana"" target=_blank"">Auh4yjKwgkKA5aPi1QdCULrK3zCYDZKkYLYGZPoNNTNJ</a>",Me4wona1S9KarxQGzaYJ8z6bsjJXP3NkW67T2F1hm6RUy5bpHkcHF4iunykifjx34Ee74daoLYNnmxdDKQcgRx5,"<a href=""https://solscan.io/tx/Me4wona1S9KarxQGzaYJ8z6bsjJXP3NkW67T2F1hm6RUy5bpHkcHF4iunykifjx34Ee74daoLYNnmxdDKQcgRx5"" target=_blank"">Me4wona1S9KarxQGzaYJ8z6bsjJXP3NkW67T2F1hm6RUy5bpHkcHF4iunykifjx34Ee74daoLYNnmxd00Q00R00</a>",157,6,2,true
