blockchain,block_number,tx_hash,trace_address,destination_chain_id,user_address,currency_contract
celo,20615513,0xce5791ad4a2ebe5f5db9bcafaab4e925d46ecfa2ce7763816284c8f586c8aca0,"0, 6",109,0x6c28ae69da9c394408faf4dc9c12a4c9d03c27ef,0x471ece3750da237f93b8e339c536989b8978a438
celo,20614395,0x554923597de28c5f2e6525b0abeef6c262ef49792fb943e9b92a6158e71a8c33,"0, 6",109,0x0a000e1cd66bd6560c5c9e678980ed7b1543bd56,0x471ece3750da237f93b8e339c536989b8978a438
celo,20748362,0xbb00c43ead3db462e51e9e22dc35fb2e564c0ed715fbbbdd937c4f70bb881563,"0, 6",102,0x7306f6a13a778f435cc1a89f6ccac0887803e4e2,0x471ece3750da237f93b8e339c536989b8978a438
celo,20742298,0x2b198d25a394ef3f61d93599f86694bfd33ade4c895a4a7f7cc23026750f1ddf,"0, 6",109,0xccd55bd2fec878dcd749c166e55e42bf41a17d1b,0x471ece3750da237f93b8e339c536989b8978a438
celo,20681345,0xd00899ee1416a1b155c1facbcb1d22dc49c673a16bc96d77f529f4f73315a971,"0, 6",109,0x6cfa7e267c53fdbf6853d6dad55e5205e4e1252a,0x471ece3750da237f93b8e339c536989b8978a438
celo,20556006,0x6fb67a447a12363378dbd40e717ffb3572a9fdf7d823ee9388b2e06a165837c7,"0, 6",145,0x23741b320c7828c14fccf9c26e7903a2958a4c39,0x471ece3750da237f93b8e339c536989b8978a438
