blockchain,block_number,tx_hash,trace_address,destination_chain_id,user_address,currency_contract
bnb,28418213,0xfe8f28fb91d78dd3fa1eedf34e0b6124a5355457745acd48bf7491e18f1b36a8,"6, 1",106,0x259ad64da5232ad347d9a20104d67e27cb793f0e,0x55d398326f99059ff775485246999027b3197955
bnb,28418217,0xd53af2593a4825f25e4229e0ca58caef769165d1461a34002400c12776a8b73c,"4",153,0xc842c294a17437d6e5da1bef1769419071be8791,0x55d398326f99059ff775485246999027b3197955
bnb,28418312,0xc5a679724ce7ac31898b81e91d9559bd065c90bfb59d17ffeac3374343690955,"6, 1",106,0x53500d0761a3e16f2441459a29c465481e750d26,0x55d398326f99059ff775485246999027b3197955
bnb,28418336,0xd38720f53de41559ae69bcb5ff4b2fe1b3a61becf0ecea3918d1043ef5f11e13,"6, 1",109,0xda648c215bb9c0ac2515948186369f037b4cda83,0x55d398326f99059ff775485246999027b3197955
