tx_hash,maker_token,taker_token,taker,taker_token_amount
0x3c6c7b739ba08e33518447e55b78cf27559013bd274c33674b687efa6d4b4f88,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,0xcd69119e0a94c38ef0d2d2c53db04d7d6c0252d2,0.51708055
0x31171b329671cd21305c32592f45324ea9e4b7b3deab23ed7ef3795e59a0a197,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,0x5357b2243f07986a598ab49d39e312bd30b9b522,25000
0x91f8f8a47f5f42eceb7ee8f87496d273ededd7a9012c312bbdcee8de6adc592a,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x4dd9cb2cb1d53dc70c43dcc39cffd3d4278947cc,19998.71
0x94ec0e6b525f4cdf6e9c4ede176a4a4aef53aac53987e2c493de1518bb4a6eb7,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0xb0362f56eef1a80c39a406d3ec049d49f2984435,14962.5
0x839209cae9a7a79341cb5ce8c1f376d65282ef7c324c9e6d09bfd43bfb706ff0,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0xe220ca5040179aa647bd90db4813406fb2bf95c3,14772.95
