block_date,evt_index,tx_hash,maker,taker,nft_address,nft_id
2023-01-06 0:00,361,0x945f18e5f1d87d27002f44dedc26f41eb5368d423739f594c4b3d7bca32ab62d,0x928a3bf08207133af0ec7b27be751678b1e40672,0xc2ce94d1a39e1a2e39f6b88da42c8e5cc89f2e6c,0x54a3543ca1a7176ba36fbcf45a0314e849590e0c,178
2023-01-06 0:00,250,0x1ba0fdf399c7559d3d9b87197ecbf2525c1c71fd97fe4b6399897cd22d47a3b1,0xa448f1f0d68f9743485fde794065bc7fadc85f28,0xc2ce94d1a39e1a2e39f6b88da42c8e5cc89f2e6c,0x37a310401d58c9545da86ff66aa953bae6fb6272,11321
2023-01-06 0:00,410,0x75e51058a3fd4948adabfab3556ba852465dd3c3afc4c1582ba30be14dbf1441,0x4b22c6ebfef335953fb33adfa0196c80a3a5ee97,0x472afd5a5303ac2799475687e943bba72846bd6b,0x2014ff34f615b811d784a7947492482ca2e8a016,1
2023-01-06 0:00,166,0xf8a5711aa2cf4bbb9eb9d59a53cc66cb6f8c8e438667b151a4449ac983dd1017,0x6934b7875feabe4fa129d4988ca6decd1dca9c2b,0xdaf60d937a200b36688e4bfba68ef026231570ef,0xa72bb52957b60a1a41d0f33a1d5685f12c0df3b5,68
2023-01-06 0:00,323,0x59b2ece53b6c4aa2174d9a294cf1b060c25cdf268be56e21a0f3a81896f1d53b,0x6934b7875feabe4fa129d4988ca6decd1dca9c2b,0xdaf60d937a200b36688e4bfba68ef026231570ef,0xa3031276b6679274abcdeb354cdfd38864f05669,36
