block_number,tx_hash,sub_tx_trade_id,buyer,seller,nft_contract_address,nft_token_id,price_raw,platform_fee_amount_raw,royalty_fee_amount_raw
42574046,0x0040673fcc38684041aa5edf6aa5abf3ce5528368092aa54000d91b54f1b917e,157,0x5e06c349a4a1b8dde8da31e0f167d1cb1d99967c,0xf135f2a4e4d1270fa220571c353710244732493d,0x39cd103414106b922eb09c7d45df89608b59e887,2365,35000000000000000000,0,0
42574257,0x231024d97469eafd372f680831dfc438ca233fd42d4406909c9668bb32176f30,502,0x5e06c349a4a1b8dde8da31e0f167d1cb1d99967c,0xc183d5d519482bbb7f89209a43f1c21c349ac508,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,82693736360420851759167970630587370650533296485767606044299456748900040262104,21100000000000000,0,0
42574257,0x231024d97469eafd372f680831dfc438ca233fd42d4406909c9668bb32176f30,495,0x5e06c349a4a1b8dde8da31e0f167d1cb1d99967c,0xc183d5d519482bbb7f89209a43f1c21c349ac508,0xa9a6a3626993d487d2dbda3173cf58ca1a9d9e9f,110615232962695299681864806039670112358276283067862671494450999335399626947726,21100000000000000,0,0
