tx_hash,taker,taker_token,maker_token,taker_token_amount
0xccce8c5b0bfa806707fdebc244ac2d1675c64fcd4cb539c17bab65abb4949fe1,0x47b815248d38055440ae39af2f3bd68c8d534ad1,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x55d398326f99059ff775485246999027b3197955,307
0x9230bf47b0a36656bdf3a7a95b70d62207ad5ac940ed5f69797787586e4543c4,0x3860938314a8783d27f5bf42ada92d20d2666046,0xba2ae424d960c26247dd6c32edc70b295c744c43,0x03aa6298f1370642642415edc0db8b957783e8d6,100
0xc4edc73529b4a17de204e5d045a9c59e3f4c36c49e30551d1c0e4195c528e0d7,0x8f9f688c5aa08fa0f96c2e9aa6f06f497c1b6ec2,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,66
0x49dbb56904b8b76f38535eee6e4000920d6be306d451e6bbf9cddc70e9128956,0xcb4f2c41cee1021d833191a4b7b9d6e29fd98b28,0x637c2173f6e678ac3c9b43b6665c760dc6021c13,0x55d398326f99059ff775485246999027b3197955,5012.35
0x17850c97e120a76908e418cb7dae2b48dc743e54ddd259e0895b6abc81992d9f,0x7c505d9832ec2b0af5652829d5798dc7b21f07ef,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,600
