timestamp,protocol_version,tx_hash,evt_index,maker,taker,maker_token,maker_symbol,maker_asset_filled_amount,taker_token,taker_symbol,taker_asset_filled_amount,fee_recipient_address,volume_usd,protocol_fee_paid_eth
2023-04-08 4:36,v4,0x138b91521ba553ae03f2a137ac64da6b5d11034183bd0c8e2d55c05f4f049cb9,232,0x06dbc4fe79e2541b03fe4731b2579c0b7f46f099,0xc590175e458b83680867afd273527ff58f74c02b,0x55d398326f99059ff775485246999027b3197955,USDT,3.14E-105,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,1.68E-108,,56503486904401,
2023-04-08 4:45,v4,0x1932ece449ba3902d05346c20edd0eac5ff14bf2c79555e4c03c3b918dd59b24,310,0x06dbc4fe79e2541b03fe4731b2579c0b7f46f099,0xc590175e458b83680867afd273527ff58f74c02b,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,WBNB,8.90E-109,0x55d398326f99059ff775485246999027b3197955,USDT,2.78E-106,,5006025000000,
2023-04-08 20:37,v4,0xe7c85191d49b4172545680a65e88cb93e3313b465b00d17010bdd133aaf07d07,195,0x06dbc4fe79e2541b03fe4731b2579c0b7f46f099,0xc590175e458b83680867afd273527ff58f74c02b,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,5.98E-108,0x55d398326f99059ff775485246999027b3197955,USDT,1.11E-104,,200260800000000,
2023-04-08 19:13,v4,0x0e46c23c05795ec8993d5168aac21fc7e9c7cd57c29d36159b75bf6be3fbc90a,75,0x06dbc4fe79e2541b03fe4731b2579c0b7f46f099,0xc590175e458b83680867afd273527ff58f74c02b,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,WBNB,4.01E-108,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,DAI,1.25E-105,,22.52973973,
2023-04-09 19:27,v4,0x2cabb03b734d530582e7f07cb5a4656e65bb2082a531c49655ca8a37e9d6d644,114,0x06dbc4fe79e2541b03fe4731b2579c0b7f46f099,0xc590175e458b83680867afd273527ff58f74c02b,0x55d398326f99059ff775485246999027b3197955,USDT,2.80E-105,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,BTCB,9.94E-110,,50528582692475,0 
